,时间,和义街道,和义街道_root,相对偏差
536,2018-11-25 16:00:00,49.13854033931219,53.1,0.07460376008828264
537,2018-11-25 15:00:00,49.89563719279627,51.9,0.038619707267894536
538,2018-11-25 14:00:00,60.48355198689461,53.5,0.13053368199803012
539,2018-11-25 13:00:00,56.91117747236094,55.3,0.029135216498389564
540,2018-11-25 12:00:00,60.03178748273799,56.1,0.07008533837322617
541,2018-11-25 11:00:00,75.4813729647745,51.8,0.4571693622543339
542,2018-11-25 10:00:00,95.14308556033946,63.1,0.5078143511939692
543,2018-11-25 09:00:00,121.21669532810176,88.2,0.3743389492982059
544,2018-11-25 08:00:00,155.7599494634931,140.3,0.11019208455804044
545,2018-11-25 07:00:00,168.7422997961926,155.9,0.08237523923151126
546,2018-11-25 06:00:00,172.66456111250793,153.0,0.12852654321900606
547,2018-11-25 05:00:00,176.9887600393373,143.0,0.23768363663872244
548,2018-11-25 04:00:00,178.6264359362813,152.8,0.16902117759346388
549,2018-11-25 03:00:00,169.7362935832086,160.0,0.06085183489505379
550,2018-11-25 02:00:00,169.35772382013366,159.0,0.06514291710775885
551,2018-11-25 01:00:00,172.50575536206088,153.4,0.12454860079570322
552,2018-11-25 00:00:00,171.72054674764294,151.9,0.1304841787204933
553,2018-11-24 23:00:00,169.81033653521558,138.8,0.22341741019607758
554,2018-11-24 22:00:00,168.6390397579896,136.8,0.23274151869875423
555,2018-11-24 21:00:00,173.6000098533349,143.7,0.2080724415680927
556,2018-11-24 20:00:00,182.62477329564027,143.6,0.2717602597189434
557,2018-11-24 19:00:00,185.4473734495758,142.6,0.30047246458328053
558,2018-11-24 18:00:00,178.25707246104648,139.2,0.28058241710521903
559,2018-11-24 17:00:00,167.71380755804648,133.6,0.25534287094346175
560,2018-11-24 16:00:00,119.02458408178809,92.4,0.2881448493700009
561,2018-11-24 15:00:00,128.2604820269303,94.6,0.3558190489104684
562,2018-11-24 14:00:00,128.02714415838895,91.0,0.4068916940482302
563,2018-11-24 13:00:00,139.95035968714993,90.4,0.5481234478667026
564,2018-11-24 12:00:00,119.03868829738019,84.1,0.41544219140761235
565,2018-11-24 11:00:00,82.29871975732122,55.9,0.472249011758877
566,2018-11-24 10:00:00,46.642192101126795,51.4,0.09256435600920629
567,2018-11-24 09:00:00,59.17262773005432,59.5,0.0055020549570702
568,2018-11-24 08:00:00,48.412350666566404,56.6,0.144658115431689
