,时间,赵辛店村,赵辛店村_root,相对偏差
389,2018-12-01 19:00:00,215.561345634736,108.3,0.9904094703115052
392,2018-12-01 16:00:00,194.9770529221354,108.4,0.7986813000196993
393,2018-12-01 15:00:00,172.28115708981886,103.5,0.6645522424137088
394,2018-12-01 14:00:00,163.44026979321373,101.3,0.6134281322133636
395,2018-12-01 13:00:00,147.5604137818514,99.0,0.49050923011971104
396,2018-12-01 12:00:00,135.96144955687717,90.0,0.5106827728541907
397,2018-12-01 11:00:00,90.70258439895964,71.8,0.26326719218606753
399,2018-12-01 09:00:00,83.52713020110583,32.8,1.5465588475946903
417,2018-11-30 15:00:00,118.71863425402762,88.2,0.3460162613835331
418,2018-11-30 14:00:00,110.52622989937724,82.4,0.3413377414972965
419,2018-11-30 13:00:00,102.14962488231478,74.8,0.36563669628763085
420,2018-11-30 12:00:00,91.37262187860257,68.7,0.33002360813104176
421,2018-11-30 11:00:00,81.51397967186968,69.7,0.1694975562678576
423,2018-11-30 09:00:00,63.105960384421486,44.0,0.4342263723732156
434,2018-11-29 22:00:00,71.26526849196314,63.6,0.12052308949627578
442,2018-11-29 14:00:00,56.21538822957273,54.2,0.037184284678463624
443,2018-11-29 13:00:00,53.93018933042563,57.9,0.06856322399955737
444,2018-11-29 12:00:00,52.59887447330917,57.1,0.07882881833083762
445,2018-11-29 11:00:00,52.10384051988493,53.8,0.03152712788317963
446,2018-11-29 10:00:00,52.32136825777148,39.2,0.3347287820860071
447,2018-11-29 09:00:00,57.27589767650889,37.9,0.5112374057126357
465,2018-11-28 15:00:00,52.64149249106827,64.0,0.17747667982705828
466,2018-11-28 14:00:00,52.87755110300361,60.7,0.1288706572816539
467,2018-11-28 13:00:00,44.91736177673129,59.4,0.24381545830418702
468,2018-11-28 12:00:00,47.27139776585305,57.4,0.17645648491545202
469,2018-11-28 11:00:00,40.45975420608736,55.9,0.27621191044566434
471,2018-11-28 09:00:00,32.30923081700041,33.5,0.03554534874625637
488,2018-11-27 16:00:00,13.34326837597553,50.8,0.7373372366933951
489,2018-11-27 15:00:00,12.424858317885956,42.8,0.7096995720120104
490,2018-11-27 14:00:00,11.69549938124274,39.2,0.7016454239478893
491,2018-11-27 13:00:00,10.69619945368163,39.4,0.7285228565055424
492,2018-11-27 12:00:00,16.403470809891022,40.0,0.5899132297527244
493,2018-11-27 11:00:00,15.122176080288966,41.1,0.6320638423287356
494,2018-11-27 10:00:00,20.795328112170967,32.4,0.35816888542682196
505,2018-11-26 23:00:00,299.14208155527064,35.6,7.402867459417713
507,2018-11-26 21:00:00,340.69904324178765,65.6,4.193582976246763
508,2018-11-26 20:00:00,314.95737161828646,91.6,2.4383992534747434
509,2018-11-26 19:00:00,294.6891114093748,58.6,4.0288244267811395
510,2018-11-26 18:00:00,277.215777124957,33.3,7.324798111860571
511,2018-11-26 17:00:00,235.0128011606377,115.2,1.0400416767416467
512,2018-11-26 16:00:00,180.20057180080065,105.4,0.7096828444098732
513,2018-11-26 15:00:00,161.17626353568374,102.7,0.5693891288771542
514,2018-11-26 14:00:00,173.94791355102595,119.8,0.4519859227965438
515,2018-11-26 13:00:00,207.89230467131446,128.8,0.6140706884418823
516,2018-11-26 12:00:00,197.62948323513064,122.8,0.6093606126639303
517,2018-11-26 11:00:00,187.87480011355814,119.8,0.5682370627175137
518,2018-11-26 10:00:00,156.794230070835,54.0,1.9035968531636112
519,2018-11-26 09:00:00,142.39345962967062,97.5,0.4604457397914935
535,2018-11-25 17:00:00,73.68594624185937,50.7,0.45337172074673304
536,2018-11-25 16:00:00,73.01208200838943,72.8,0.0029132144009537107
537,2018-11-25 15:00:00,71.15832424002087,67.5,0.0541973961484574
538,2018-11-25 14:00:00,76.11650174210794,62.0,0.22768551196948295
539,2018-11-25 13:00:00,81.80209238022337,61.0,0.3410179078725143
540,2018-11-25 12:00:00,99.09047580096836,69.4,0.4278166541926276
541,2018-11-25 11:00:00,106.57071440506782,80.3,0.327157090972202
542,2018-11-25 10:00:00,107.56965540285293,102.0,0.05460446473385226
543,2018-11-25 09:00:00,88.74441421760184,61.6,0.44065607496106884
559,2018-11-24 17:00:00,138.07374897802313,39.1,2.5312979278266785
560,2018-11-24 16:00:00,114.6681322041253,92.6,0.23831676246355624
561,2018-11-24 15:00:00,128.6414105236989,97.9,0.314008279098048
562,2018-11-24 14:00:00,111.51054316231276,91.7,0.21603645760428303
563,2018-11-24 13:00:00,109.36488504603608,85.8,0.2746490098605604
564,2018-11-24 12:00:00,89.97354916159978,78.5,0.14615986193120736
565,2018-11-24 11:00:00,85.01085545816862,73.7,0.15347158016511014
566,2018-11-24 10:00:00,79.64156931974588,76.8,0.036999600517524565
567,2018-11-24 09:00:00,74.2660941361473,44.9,0.6540332769743274
576,2018-11-24 00:00:00,105.0636740551229,45.4,1.3141778426238526
590,2018-11-23 10:00:00,54.02197212744936,67.6,0.2008584004815183
591,2018-11-23 09:00:00,51.28645796916146,46.2,0.11009649283899259
594,2018-11-23 06:00:00,48.63984401127087,31.0,0.569027226170028
595,2018-11-23 05:00:00,65.97738041976999,75.3,0.12380636892735739
596,2018-11-23 04:00:00,85.44067396078918,72.3,0.18175206031520313
597,2018-11-23 03:00:00,91.76189950806352,38.4,1.3896327996891542
610,2018-11-22 14:00:00,19.715141905708677,48.5,0.5935022287482747
611,2018-11-22 13:00:00,19.610961400046563,42.8,0.5417999672886317
612,2018-11-22 12:00:00,18.84740891160971,40.5,0.5346318787256862
613,2018-11-22 11:00:00,16.450252832212836,40.8,0.5968075286222344
614,2018-11-22 10:00:00,21.100878071753726,45.5,0.5362444379834346
615,2018-11-22 09:00:00,19.516995882300836,35.4,0.44867243270336615
633,2018-11-21 15:00:00,19.70858250882893,45.9,0.5706191174547074
634,2018-11-21 14:00:00,12.502325667568762,41.8,0.7009012998189291
635,2018-11-21 13:00:00,6.50913395587128,38.2,0.8296038231447309
636,2018-11-21 12:00:00,3.0,36.8,0.9184782608695652
637,2018-11-21 11:00:00,3.0,38.5,0.922077922077922
655,2018-11-20 17:00:00,43.323042479770265,51.8,0.16364782857586355
656,2018-11-20 16:00:00,19.017253114189934,52.9,0.6405056122081297
657,2018-11-20 15:00:00,17.794984407758754,46.9,0.620576025420922
658,2018-11-20 14:00:00,17.990109594970818,43.7,0.5883270115567318
659,2018-11-20 13:00:00,18.128582280731884,44.8,0.5953441455193775
660,2018-11-20 12:00:00,19.522480899195088,43.5,0.5512073356506876
661,2018-11-20 11:00:00,17.67029769884719,43.2,0.590965331045204
662,2018-11-20 10:00:00,21.167340873577604,52.4,0.5960431130996641
663,2018-11-20 09:00:00,29.785390051113417,38.2,0.22027774735305197
664,2018-11-20 08:00:00,40.90628040212516,35.3,0.15881814170326247
679,2018-11-19 17:00:00,92.37857012280702,67.2,0.37468110301796154
710,2018-11-18 10:00:00,22.292557228095458,43.4,0.4863466076475701
711,2018-11-18 09:00:00,29.734999782643104,44.1,0.32573696637997496
720,2018-11-18 00:00:00,74.79819926241925,6.2,11.064225687486974
