,时间,丰台街道,丰台街道_root,相对偏差
507,2018-11-26 21:00:00,339.97155616094864,301.7,0.12685302008932267
508,2018-11-26 20:00:00,319.8121160878074,280.3,0.14096366781237027
509,2018-11-26 19:00:00,305.5015903048152,254.3,0.20134325719549812
510,2018-11-26 18:00:00,286.69455865939176,235.4,0.21790381758450192
511,2018-11-26 17:00:00,217.9358240871744,173.9,0.2532249803747809
512,2018-11-26 16:00:00,208.90155966512611,164.9,0.26683783908505826
513,2018-11-26 15:00:00,204.20554099628433,179.6,0.13700189864300855
514,2018-11-26 14:00:00,216.4085765611381,181.4,0.19299105050241502
515,2018-11-26 13:00:00,239.0005712046084,226.1,0.05705692704382314
516,2018-11-26 12:00:00,241.4600642348505,221.1,0.0920853199224356
517,2018-11-26 11:00:00,216.26843326700978,208.2,0.03875328178198749
518,2018-11-26 10:00:00,234.19457296117082,223.5,0.047850438305014856
519,2018-11-26 09:00:00,199.57849813009037,185.5,0.07589486862582408
520,2018-11-26 08:00:00,173.9436615030229,159.4,0.09124003452335563
521,2018-11-26 07:00:00,150.88873527386576,131.0,0.15182240667073102
522,2018-11-26 06:00:00,125.49181693721155,127.6,0.016521810836900012
523,2018-11-26 05:00:00,118.10108565495328,170.2,0.30610407958311814
524,2018-11-26 04:00:00,123.55234560640051,132.6,0.0682326877345361
525,2018-11-26 03:00:00,160.9061101785641,171.5,0.06177195231157964
526,2018-11-26 02:00:00,207.36091337531423,179.4,0.1558579340875932
527,2018-11-26 01:00:00,196.43084500211944,175.3,0.1205410439367908
528,2018-11-26 00:00:00,161.63077570453459,149.6,0.08041962369341304
529,2018-11-25 23:00:00,138.39782290461451,127.3,0.08717849885793022
530,2018-11-25 22:00:00,138.11340883643942,122.7,0.12561865392371163
531,2018-11-25 21:00:00,137.54532107972585,123.4,0.11462983046779454
532,2018-11-25 20:00:00,121.47445890860598,111.9,0.08556263546564769
533,2018-11-25 19:00:00,107.36378287792341,94.0,0.14216790295663204
534,2018-11-25 18:00:00,88.5335585980331,74.8,0.18360372457263502
535,2018-11-25 17:00:00,76.20443814928578,62.4,0.22122497034111827
536,2018-11-25 16:00:00,75.86396267076398,64.8,0.17074016467228373
537,2018-11-25 15:00:00,87.16961444256155,74.0,0.1779677627373183
538,2018-11-25 14:00:00,85.64233024438343,72.8,0.17640563522504715
539,2018-11-25 13:00:00,92.23209749788613,80.5,0.14574034158864757
540,2018-11-25 12:00:00,94.070622518584,100.2,0.06117143195025948
541,2018-11-25 11:00:00,96.59387771571095,80.0,0.20742347144638681
542,2018-11-25 10:00:00,115.68679218720571,99.7,0.16034896877839225
543,2018-11-25 09:00:00,111.20194275555221,99.8,0.11424792340232678
544,2018-11-25 08:00:00,103.0596374336181,106.3,0.030483185008296373
545,2018-11-25 07:00:00,114.14769315144042,108.6,0.05108373067624703
546,2018-11-25 06:00:00,136.5497884800913,130.6,0.04555733905123518
547,2018-11-25 05:00:00,140.7206905827313,131.5,0.0701193200207703
548,2018-11-25 04:00:00,144.49836904156405,133.7,0.08076566224056887
549,2018-11-25 03:00:00,142.54177244868424,129.9,0.09731926442405107
550,2018-11-25 02:00:00,148.73307604914166,137.7,0.08012400907147182
551,2018-11-25 01:00:00,170.17413811272942,154.3,0.10287840643376157
552,2018-11-25 00:00:00,188.10362233441708,179.3,0.049099957247167154
553,2018-11-24 23:00:00,195.91237857908348,178.7,0.09631996966470897
554,2018-11-24 22:00:00,202.35405362010698,173.2,0.16832594468883946
555,2018-11-24 21:00:00,201.71265314426444,177.4,0.13704990498457964
556,2018-11-24 20:00:00,191.84447695871262,171.8,0.11667332339180796
557,2018-11-24 19:00:00,182.52240547458288,162.0,0.12668151527520297
558,2018-11-24 18:00:00,166.4356904708975,147.8,0.12608721563530098
559,2018-11-24 17:00:00,133.33308934519815,124.6,0.07008899956017779
560,2018-11-24 16:00:00,129.2919039897634,117.6,0.0994209522939065
561,2018-11-24 15:00:00,114.49343014602348,110.8,0.0333342070940748
562,2018-11-24 14:00:00,108.94126372699024,98.5,0.10600267743137302
563,2018-11-24 13:00:00,126.15358096063898,107.2,0.176805792543274
564,2018-11-24 12:00:00,95.83592345728982,87.6,0.09401739106495238
565,2018-11-24 11:00:00,89.06174767550858,71.5,0.2456188486085117
566,2018-11-24 10:00:00,70.16511537186057,63.7,0.10149317695228513
567,2018-11-24 09:00:00,61.43428987862097,60.4,0.017124004612930042
568,2018-11-24 08:00:00,60.99473297069585,57.4,0.06262600994243643
569,2018-11-24 07:00:00,60.839224653528454,52.9,0.1500798611253016
570,2018-11-24 06:00:00,56.56973343415335,52.9,0.06937114242255861
571,2018-11-24 05:00:00,64.95202304090037,55.6,0.1682018532536038
572,2018-11-24 04:00:00,70.45363669964394,59.5,0.18409473444779725
573,2018-11-24 03:00:00,83.96533505304254,70.4,0.1926894183670814
574,2018-11-24 02:00:00,113.58413785752744,100.4,0.13131611411879912
575,2018-11-24 01:00:00,113.89161520450503,102.7,0.10897385788223006
576,2018-11-24 00:00:00,121.4803186175572,101.4,0.198030755597211
577,2018-11-23 23:00:00,118.93065584339215,102.0,0.16598682199404063
578,2018-11-23 22:00:00,115.21439991159679,102.5,0.1240429259667979
579,2018-11-23 21:00:00,118.68357151969477,100.0,0.18683571519694767
580,2018-11-23 20:00:00,116.0709767607076,96.2,0.2065590099865654
581,2018-11-23 19:00:00,108.85392109723605,90.9,0.1975128833579323
582,2018-11-23 18:00:00,97.16752940960326,87.3,0.11303011923944176
583,2018-11-23 17:00:00,91.37814618105922,86.3,0.05884294531934212
584,2018-11-23 16:00:00,94.10472603989682,80.7,0.16610565105200514
585,2018-11-23 15:00:00,63.10982958723501,65.0,0.029079544811769043
586,2018-11-23 14:00:00,58.62947558757221,60.4,0.02931331808655281
587,2018-11-23 13:00:00,57.71275218535628,58.3,0.010072861314643524
588,2018-11-23 12:00:00,55.51629037784321,56.0,0.00863767182422835
589,2018-11-23 11:00:00,53.859810685017834,54.0,0.002596098425595667
