,时间,大红门街道,大红门街道_root,相对偏差
596,2018-11-23 04:00:00,75.18451169880979,73.2,0.027110815557510694
597,2018-11-23 03:00:00,82.42410268441046,73.0,0.12909729704671857
598,2018-11-23 02:00:00,79.890529470732,72.8,0.09739738283972539
599,2018-11-23 01:00:00,72.30019578205727,69.2,0.04480051708175245
600,2018-11-23 00:00:00,65.37164932149746,64.8,0.008821748788541058
601,2018-11-22 23:00:00,64.67186718579872,61.5,0.05157507619184906
602,2018-11-22 22:00:00,61.103777770832764,58.8,0.039179894061781746
603,2018-11-22 21:00:00,59.4562016796896,54.6,0.08894142270493768
604,2018-11-22 20:00:00,52.3404546639728,51.0,0.026283424783780384
605,2018-11-22 19:00:00,45.600922356217836,45.2,0.008869963633137908
606,2018-11-22 18:00:00,35.35552977070982,37.0,0.044445141332166975
607,2018-11-22 17:00:00,32.11843850157934,30.8,0.04280644485647209
616,2018-11-22 08:00:00,25.122542342882056,48.1,0.47770182239330444
617,2018-11-22 07:00:00,54.341905946597386,74.2,0.26762929991108647
618,2018-11-22 06:00:00,67.7761949716631,70.3,0.03590049826937262
619,2018-11-22 05:00:00,68.02599918949122,68.8,0.011250011780650887
620,2018-11-22 04:00:00,64.05013069064903,69.1,0.07308059781984035
621,2018-11-22 03:00:00,62.569324576155125,67.0,0.06612948393798321
622,2018-11-22 02:00:00,58.96031372519816,67.7,0.1290943319763935
623,2018-11-22 01:00:00,54.471715554324035,65.7,0.1709023507713237
624,2018-11-22 00:00:00,51.18960128545376,61.5,0.1676487595861177
625,2018-11-21 23:00:00,50.4193424821855,59.9,0.15827474988004173
626,2018-11-21 22:00:00,49.36721034998951,56.9,0.1323864613358609
627,2018-11-21 21:00:00,47.25779600228754,51.1,0.07518990210787592
628,2018-11-21 20:00:00,41.58083245397897,43.3,0.039703638476236175
629,2018-11-21 19:00:00,33.88353663065671,37.1,0.08669712585830983
630,2018-11-21 18:00:00,29.944218102903665,36.0,0.1682161638082315
717,2018-11-18 03:00:00,103.82457899446993,33.8,2.0717331063452646
720,2018-11-18 00:00:00,85.65750781910299,1.0,84.65750781910299
