,时间,东高地街道,东高地街道_root,相对偏差
463,2018-11-28 17:00:00,39.7835854811417,31.7,0.25500269656598423
464,2018-11-28 16:00:00,38.73214563266735,31.4,0.23350782269641238
465,2018-11-28 15:00:00,40.960200322632886,33.0,0.24121819159493593
466,2018-11-28 14:00:00,45.452696451001074,33.3,0.3649458393694017
467,2018-11-28 13:00:00,48.78959356111971,37.4,0.3045345871957142
468,2018-11-28 12:00:00,61.838145268962116,44.1,0.4022255163029958
469,2018-11-28 11:00:00,69.33556943593135,46.1,0.5040253673737819
470,2018-11-28 10:00:00,73.78588607545956,48.9,0.5089138256740197
471,2018-11-28 09:00:00,72.3207749894488,50.3,0.4377887671858608
472,2018-11-28 08:00:00,59.9150222333264,45.5,0.316813675457723
473,2018-11-28 07:00:00,53.66030864421289,41.2,0.30243467583040984
474,2018-11-28 06:00:00,49.265888660121895,37.7,0.3067874976159653
475,2018-11-28 05:00:00,47.55734819887585,39.0,0.21941918458656026
476,2018-11-28 04:00:00,44.73693177532888,36.9,0.212382974941162
477,2018-11-28 03:00:00,40.37989043692702,35.6,0.13426658530693872
478,2018-11-28 02:00:00,40.729790659560244,36.0,0.13138307387667345
479,2018-11-28 01:00:00,38.14666506416626,35.8,0.06554930346833128
480,2018-11-28 00:00:00,36.20523965709998,34.0,0.0648599899147053
481,2018-11-27 23:00:00,37.115054970283474,30.0,0.2371684990094491
503,2018-11-27 01:00:00,198.44540322566618,75.2,1.638901638639178
504,2018-11-27 00:00:00,389.67375604171355,172.5,1.2589782958939915
505,2018-11-26 23:00:00,421.2319040448826,189.8,1.2193461751574424
506,2018-11-26 22:00:00,428.0842328211447,191.7,1.2330945895730034
507,2018-11-26 21:00:00,428.5812851410701,194.7,1.2012392662612745
508,2018-11-26 20:00:00,384.49619119495657,182.3,1.1091398310200578
509,2018-11-26 19:00:00,339.63346198983766,157.7,1.1536681166127944
510,2018-11-26 18:00:00,326.4823977757742,152.7,1.1380641635610622
511,2018-11-26 17:00:00,314.3424623631244,138.8,1.264715146708389
512,2018-11-26 16:00:00,306.4395541061439,138.0,1.220576479030028
513,2018-11-26 15:00:00,325.2651520120202,149.1,1.1815234876728387
514,2018-11-26 14:00:00,372.00235040018026,160.4,1.3192166483801762
515,2018-11-26 13:00:00,378.7794544356316,162.5,1.330950488834656
516,2018-11-26 12:00:00,353.3178534303953,158.2,1.2333619053754445
517,2018-11-26 11:00:00,325.2215265814679,153.2,1.1228559176336028
