,时间,卢沟桥乡,卢沟桥乡_root,相对偏差
674,2018-11-19 22:00:00,39.697674064611924,50.2,0.20920967998781032
676,2018-11-19 20:00:00,71.48172103409631,54.1,0.32128874369863786
677,2018-11-19 19:00:00,66.61724575406045,52.9,0.2593052127421635
678,2018-11-19 18:00:00,62.486535400418944,59.0,0.0590938203460838
679,2018-11-19 17:00:00,82.3067603771752,73.9,0.11375859779668726
712,2018-11-18 08:00:00,32.25848497749264,46.1,0.30024978356848936
713,2018-11-18 07:00:00,38.23844163920982,55.1,0.3060173931177892
714,2018-11-18 06:00:00,35.53427525023078,55.5,0.35974278828413014
715,2018-11-18 05:00:00,37.472439857381474,57.9,0.35280760177234066
716,2018-11-18 04:00:00,44.04379459805524,62.5,0.29529928643111614
717,2018-11-18 03:00:00,44.138618993749546,73.8,0.40191573179201157
718,2018-11-18 02:00:00,50.305287734022784,94.5,0.46766891286748374
719,2018-11-18 01:00:00,51.89730191799297,84.4,0.38510305784368526
720,2018-11-18 00:00:00,46.599138643858595,91.4,0.4901625968943261
