,时间,马家堡街道,马家堡街道_root,相对偏差
569,2018-11-24 07:00:00,62.804922614494934,34.3,0.831047306545042
570,2018-11-24 06:00:00,60.66363709452035,41.6,0.45826050707981597
571,2018-11-24 05:00:00,64.32821273734618,42.4,0.5171748287109948
572,2018-11-24 04:00:00,74.7611574066181,51.0,0.4659050471885901
573,2018-11-24 03:00:00,91.73930372909196,54.9,0.6710255688359191
574,2018-11-24 02:00:00,109.6810901297273,56.6,0.9378284475216836
575,2018-11-24 01:00:00,108.4545491775584,63.5,0.7079456563395025
576,2018-11-24 00:00:00,103.1220230601479,62.4,0.6525965233998061
577,2018-11-23 23:00:00,105.64829305650318,63.5,0.6637526465591052
578,2018-11-23 22:00:00,110.40559014157645,61.3,0.8010699859963534
579,2018-11-23 21:00:00,103.46154052078676,63.2,0.6370496917846005
580,2018-11-23 20:00:00,102.05161827179126,62.4,0.6354426005094753
581,2018-11-23 19:00:00,93.45718446585067,61.3,0.524587022281414
582,2018-11-23 18:00:00,89.1975890246484,61.6,0.4480128088416947
583,2018-11-23 17:00:00,97.1853992301158,61.3,0.5854061864619219
584,2018-11-23 16:00:00,85.97413910848653,57.5,0.49520241927802655
585,2018-11-23 15:00:00,71.37024877291829,52.6,0.35684883598703965
586,2018-11-23 14:00:00,63.60273182860144,48.6,0.3086981857736922
587,2018-11-23 13:00:00,56.976054447975116,43.9,0.2978600102044446
588,2018-11-23 12:00:00,52.4463988524402,37.4,0.40231012974439034
589,2018-11-23 11:00:00,44.48862832871513,31.7,0.403426761158206
590,2018-11-23 10:00:00,50.86750804998541,30.7,0.656922086318743
591,2018-11-23 09:00:00,68.13030993586524,46.4,0.4683256451695096
592,2018-11-23 08:00:00,77.67353956715998,52.1,0.4908548861259112
593,2018-11-23 07:00:00,80.55202191025815,53.9,0.4944716495409675
594,2018-11-23 06:00:00,87.42595267154839,55.3,0.580939469648253
595,2018-11-23 05:00:00,82.59829641805513,56.2,0.46972057683372104
596,2018-11-23 04:00:00,75.15151406020712,52.5,0.43145741067061183
597,2018-11-23 03:00:00,79.46551042129441,59.0,0.34687305798804086
598,2018-11-23 02:00:00,74.36200952609457,57.8,0.286539957198868
599,2018-11-23 01:00:00,72.07578227581388,56.2,0.28248722910700846
600,2018-11-23 00:00:00,64.75567044873588,51.2,0.2647591884518727
601,2018-11-22 23:00:00,64.41398861037577,49.4,0.3039268949468779
602,2018-11-22 22:00:00,62.15236832809549,50.0,0.24304736656190984
603,2018-11-22 21:00:00,55.923518519541375,45.0,0.24274485598980833
604,2018-11-22 20:00:00,49.01556318230692,37.3,0.3140901657454939
618,2018-11-22 06:00:00,67.97927466161029,39.9,0.7037412195892304
619,2018-11-22 05:00:00,67.66590693773598,52.3,0.2938031919261183
620,2018-11-22 04:00:00,64.63962097057401,49.9,0.2953831857830464
621,2018-11-22 03:00:00,62.07647715748359,48.2,0.28789371696024035
622,2018-11-22 02:00:00,57.873076088097626,46.7,0.2392521646273581
623,2018-11-22 01:00:00,58.224154851128496,42.5,0.3699801141441999
624,2018-11-22 00:00:00,58.99484221014686,44.4,0.328712662390695
625,2018-11-21 23:00:00,53.059605198139856,45.1,0.17648792013613868
626,2018-11-21 22:00:00,54.921066855474045,40.8,0.3461045797910306
627,2018-11-21 21:00:00,48.93223074883866,35.9,0.3630147840902135
643,2018-11-21 05:00:00,44.726843658239034,34.9,0.2815714515254738
644,2018-11-21 04:00:00,45.55687348733968,35.2,0.29422936043578624
645,2018-11-21 03:00:00,49.532592032701274,37.8,0.3103860326111449
646,2018-11-21 02:00:00,68.83220888270121,51.3,0.3417584577524603
647,2018-11-21 01:00:00,74.29598636683127,55.3,0.34350789090110806
664,2018-11-20 08:00:00,49.70406666837466,41.2,0.20640938515472462
665,2018-11-20 07:00:00,63.20281914209219,51.6,0.2248608360870579
666,2018-11-20 06:00:00,77.7284833152001,60.6,0.282648239524754
667,2018-11-20 05:00:00,67.50279020373841,57.0,0.18425947725856867
668,2018-11-20 04:00:00,51.78883308246443,42.5,0.21856077841092772
669,2018-11-20 03:00:00,51.1812636440274,40.2,0.2731657622892388
670,2018-11-20 02:00:00,50.717186058492615,37.4,0.35607449354258336
671,2018-11-20 01:00:00,52.97085830664269,35.8,0.47963291359337135
672,2018-11-20 00:00:00,53.827719947928166,35.5,0.5162738013500892
673,2018-11-19 23:00:00,61.01244972293468,48.2,0.2658184589820473
674,2018-11-19 22:00:00,71.78763281313746,52.1,0.377881627891314
676,2018-11-19 20:00:00,128.41247144258514,63.9,1.0095848426069662
677,2018-11-19 19:00:00,123.37512000472054,60.3,1.046021890625548
678,2018-11-19 18:00:00,112.64396117132634,52.3,1.1538042288972532
679,2018-11-19 17:00:00,104.09074085960482,55.6,0.8721356269713096
712,2018-11-18 08:00:00,74.10610571399529,59.3,0.24968137797631187
713,2018-11-18 07:00:00,80.45543614550124,62.0,0.29766832492743933
714,2018-11-18 06:00:00,86.7405095478464,56.8,0.5271216469691269
715,2018-11-18 05:00:00,92.41267751816112,56.4,0.6385226510312255
716,2018-11-18 04:00:00,102.324429376926,48.7,1.1011176463434498
717,2018-11-18 03:00:00,107.56381762263358,47.1,1.2837328582300123
718,2018-11-18 02:00:00,99.72107155911839,49.6,1.0105054749822255
719,2018-11-18 01:00:00,97.65339160519987,55.0,0.775516211003634
720,2018-11-18 00:00:00,94.13757454820232,59.7,0.5768437947772582
