,时间,右安门街道,右安门街道_root,相对偏差
589,2018-11-23 11:00:00,40.37252158671093,35.3,0.14369749537424745
590,2018-11-23 10:00:00,41.769825802714884,31.0,0.3474137355714479
591,2018-11-23 09:00:00,64.82912001207589,40.9,0.5850640589749607
592,2018-11-23 08:00:00,79.39480714256406,45.6,0.741114191722896
593,2018-11-23 07:00:00,80.59446365678481,45.8,0.7597044466546903
594,2018-11-23 06:00:00,80.50326323765731,47.2,0.7055776109673157
595,2018-11-23 05:00:00,73.795181930974,46.2,0.5972983101942423
596,2018-11-23 04:00:00,71.6225549575259,44.8,0.5987177445876319
597,2018-11-23 03:00:00,80.61088038832654,47.8,0.6864200918059946
598,2018-11-23 02:00:00,75.00457808781962,46.8,0.6026619249534109
599,2018-11-23 01:00:00,69.89947308102072,46.0,0.5195537626308852
600,2018-11-23 00:00:00,63.36274729831573,42.4,0.4944044174131069
601,2018-11-22 23:00:00,62.39008010829409,43.0,0.4509320955417231
602,2018-11-22 22:00:00,67.49260699189475,41.6,0.6224184373051621
603,2018-11-22 21:00:00,58.605008674007266,38.1,0.5381892040421854
604,2018-11-22 20:00:00,48.91439261449817,34.4,0.4219300178633189
618,2018-11-22 06:00:00,47.95934677115143,35.7,0.3433990692199279
619,2018-11-22 05:00:00,57.35844388580583,36.6,0.5671705979728369
620,2018-11-22 04:00:00,63.48103678396186,43.8,0.44933873935985996
621,2018-11-22 03:00:00,58.12698091192609,39.8,0.4604769073348265
622,2018-11-22 02:00:00,52.4022105183782,36.6,0.43175438574803815
623,2018-11-22 01:00:00,51.06233852080479,38.9,0.31265651724433924
624,2018-11-22 00:00:00,52.45379804051644,37.4,0.4025079689977658
625,2018-11-21 23:00:00,46.30010627149245,35.5,0.3042283456758437
626,2018-11-21 22:00:00,47.47513405693998,35.7,0.3298356878694671
627,2018-11-21 21:00:00,45.57451454547502,30.7,0.48451187444544036
643,2018-11-21 05:00:00,41.14998982713647,31.2,0.31890993035693826
644,2018-11-21 04:00:00,45.77030045482464,32.4,0.4126635942847113
645,2018-11-21 03:00:00,50.51784943934035,35.4,0.4270578937666767
646,2018-11-21 02:00:00,63.46683908964964,41.0,0.5479716851134059
647,2018-11-21 01:00:00,57.63899202586913,32.1,0.795607228220222
664,2018-11-20 08:00:00,59.824595352765826,37.1,0.6125227857888362
665,2018-11-20 07:00:00,74.69770581786315,44.4,0.6823807616635845
666,2018-11-20 06:00:00,83.22290522555521,50.5,0.6479783212981229
667,2018-11-20 05:00:00,73.39625996303201,47.6,0.5419382345174791
668,2018-11-20 04:00:00,54.177951595536854,38.8,0.3963389586478572
669,2018-11-20 03:00:00,51.03368742151248,36.4,0.40202437971188143
670,2018-11-20 02:00:00,52.17221056217975,34.9,0.4949057467673281
671,2018-11-20 01:00:00,51.49395460582399,34.0,0.5145280766418819
672,2018-11-20 00:00:00,48.60431772047959,33.7,0.44226462078574447
673,2018-11-19 23:00:00,55.14036768816227,40.1,0.3750715134205055
674,2018-11-19 22:00:00,68.1029472313649,46.5,0.4645795103519332
676,2018-11-19 20:00:00,108.31320587375983,66.6,0.6263244125189165
677,2018-11-19 19:00:00,127.94455735872437,67.4,0.8982872011680172
678,2018-11-19 18:00:00,104.86283260665657,60.5,0.7332699604406044
679,2018-11-19 17:00:00,103.90933496886919,54.6,0.9031013730562122
712,2018-11-18 08:00:00,56.951769325068824,49.2,0.15755628709489472
713,2018-11-18 07:00:00,57.235670115736994,43.6,0.31274472742516035
714,2018-11-18 06:00:00,62.772013006828914,46.7,0.3441544541076854
715,2018-11-18 05:00:00,66.7520317522592,54.3,0.22931918512447888
716,2018-11-18 04:00:00,75.6009357291134,61.7,0.2252987962579157
717,2018-11-18 03:00:00,99.33179999324716,62.6,0.5867699679432453
718,2018-11-18 02:00:00,99.66565061574002,60.0,0.6610941769290003
719,2018-11-18 01:00:00,97.25107211085667,59.2,0.6427545964671734
720,2018-11-18 00:00:00,87.46778984619667,56.9,0.5372195052055654
