时间,小屯公园,长辛店,丰台街道,新村街道,太平桥街道,右安门街道,西罗园街道,东铁匠营街道,方庄地区,宛平地区,长辛店街道,云岗街道,马家堡街道,东高地街道,大红门街道,南苑街道,和义街道,卢沟桥乡,花乡,南苑乡,长辛店镇,王佐镇,羊坊村盛芳花卉,千灵山,赵辛店村,小瓦窑村
2018-12-18 00:00:00,115,59.3,53.5,55,63,41.6,33.8,54.9,48.7,59.7,55.8,42.4,51.8,42.7,66.3,68.3,61.2,26.5,68.8,58.2,39.2,50.7,66.4,44,51.1,42.9
2018-12-17 23:00:00,92.1,63.7,59,48.4,66.5,39.3,29,51.5,43.5,58.7,54.6,44,50,41.5,61.9,60.4,58.8,25.8,68.2,54.3,35.8,51.6,64.6,46.8,50.6,46.6
2018-12-17 22:00:00,66.1,70,59.9,49.4,62,37,27.5,47.9,41.5,58,57.6,47.4,45.6,37.5,59.5,57.6,54.5,25.8,61.3,52.6,37.2,53.8,62.2,46.9,50.3,42.1
2018-12-17 21:00:00,67.8,68.1,55.8,55,58.5,31.2,25.2,46.4,39.6,57.2,55.6,47.2,38.1,32.8,55.4,65.9,51.8,23.3,57.7,50.6,38.1,53.1,58.4,47.9,50.4,41.4
2018-12-17 20:00:00,60,62.7,54.1,50.5,52.6,27,22.1,42.4,35.5,51.2,56.8,47,35,29.4,53,51.5,48.6,21.2,55.6,46.6,39.3,49.4,57.6,51,51.4,41
2018-12-17 19:00:00,53.8,51.5,,,,,,41.8,34.9,,,,,,,,,,,,35.9,,,,,
2018-12-17 18:00:00,45.7,27.7,46,40.2,51.8,22.8,14.4,36.6,24,47.8,48.3,43.2,24.1,22.8,40.6,40.6,35.2,18,43.6,35.7,36,53.6,54.2,45.1,44.9,38.7
2018-12-17 17:00:00,43.6,38.5,50.6,39.8,57.5,23.3,17.1,38.4,27,49.5,46.4,48.2,25.5,17.3,42.2,39.1,29.4,24.9,46.6,33.9,40.1,49.4,52.4,50.7,40.3,37.6
2018-12-17 16:00:00,35,37.8,45.7,44.9,48.3,24.9,15.5,40,26.9,50.4,48.6,45.2,24.9,22.7,40.7,41.9,33.1,29.2,49.8,33.9,42.7,44.1,54.4,54.8,40.7,34.2
2018-12-17 15:00:00,31.4,38.6,44.5,38.4,51.3,21.4,17.2,45.7,38.2,48.1,45.6,42.5,27.6,31.4,52.7,50,42,27.4,45,44.4,36.8,44.2,53,49.3,41,28.2
2018-12-17 14:00:00,33.8,48.3,48,49,56,22.7,20.6,46.7,34,49,51.4,43.3,31.8,35.7,49.9,51.8,48.7,25.4,53.4,45.6,46.3,53,55.6,65,42.7,32.2
2018-12-17 13:00:00,36.4,47.2,43.6,50.4,49.7,23.7,20.1,41.8,28,52.5,57.6,60,33.7,29.2,44.9,51.1,39.4,28.7,53.8,42,51,63.6,62.8,63.8,47.1,37.6
2018-12-17 12:00:00,30.4,44.4,43.6,36.3,49,20.6,14.1,39.2,22.8,50.6,51.7,51.8,23.4,26.7,37.9,44,36.4,24.5,41.6,34.7,50.8,60.4,58.3,61.8,43,31.2
2018-12-17 11:00:00,33.7,42.7,44.5,33.2,47.1,18.4,17.3,37.3,23.2,46.6,46.6,48.3,20.4,29.4,44.4,48,38.9,23.8,46.2,38.3,40.6,51.8,63.1,53.3,40.4,25.9
2018-12-17 10:00:00,31.4,38.4,44.4,36,45.4,22.2,13.3,27.7,13.6,50.3,47.1,45.1,21.2,18.9,36.6,51.1,31.6,21.9,47.7,35.5,35.7,29.4,56.8,45.1,36.3,24
2018-12-17 09:00:00,29.4,29.3,42.9,26.1,37.7,14.4,7.3,14,3.7,,32.4,33.7,14.5,9.3,17.6,32.6,15.6,13.1,24,18.4,15.8,15.6,52.1,23.3,30.1,15
2018-12-17 08:00:00,23.3,8.3,21.5,12.7,14.9,4.4,2.8,6.8,1.3,,16.4,25.7,5.8,7.2,7.1,17,14.2,11,12.4,8,2,3.9,49.6,9.7,12.3,7.7
2018-12-17 07:00:00,22.9,19.7,12.4,12.1,10.5,3,4.2,4.6,1,,6.4,3.4,3.7,8.8,2.4,19.4,9.2,1.4,13.2,2.7,1.7,2.1,46.4,1.1,3.3,5.2
2018-12-17 06:00:00,7.4,6.5,6.5,6.5,5.9,1.3,3.4,4.1,1,,5.5,2.1,1,3.6,3,3.5,4,1,5.4,2.4,1.2,1.7,41,1.2,6.3,2.4
2018-12-17 05:00:00,9.9,4.6,3.5,3.3,5,1,2.2,4.9,1,,3.3,1,1.4,2.2,2.3,3.4,7.2,1.2,2.5,3.3,1,2,40.7,1.2,8.8,1.3
2018-12-17 04:00:00,4.6,7.8,3.5,2.4,5.5,1,3,3.8,1,,2.6,2,1.4,2.4,2.2,3.6,3.1,1.2,2.3,2.6,1,1.6,37.4,1,11.5,1.5
2018-12-17 03:00:00,6.6,6.3,2.8,3.6,5.2,1,1,4.4,1,,3,2.1,1,2.3,1.9,3.1,3.2,1.2,5.9,2.4,1,1.6,39.3,1.2,3.6,1.3
2018-12-17 02:00:00,3.2,9,3.4,4.2,4.7,1.2,1,3.8,1,,3,1.4,1.5,2.6,1.9,3.2,2.5,1.2,3.4,3,1.8,2.3,39.4,1.5,1.8,1.8
2018-12-17 01:00:00,7.1,2.7,3.4,3.6,4.6,1.2,1,3.2,1,,3.7,1.2,1.5,2.2,1.7,3,2.6,1.2,4.8,2.6,1.8,2.5,37.3,1.8,1.5,1.5
2018-12-17 00:00:00,6.4,6.1,3,7.4,5,1,1.2,7.5,1.2,,3.6,1.2,1.5,2.7,2.5,2.9,2.5,1.2,17.2,2.4,1.6,3.7,40.5,2.1,2.4,1.2
2018-12-16 23:00:00,3.3,7.8,3.4,7.6,5.4,1.1,1.4,6.4,1,,3.6,1.2,1.6,3.8,2.5,3.2,2.9,1.2,25.2,2.2,2.6,4.5,42.2,3.2,2.3,1.5
2018-12-16 22:00:00,9.3,15.3,4.6,14,5.5,1,1.2,7.1,1.2,,3.5,1.8,1.9,4.4,3,7.7,4.2,1.8,62.7,3.2,1.9,3.9,74.2,2.5,3.5,1.7
2018-12-16 21:00:00,27.8,55.6,5.8,81.9,7.6,9,8.3,21.6,19.7,,6.5,3.3,13.8,23.2,36.3,53.6,26,1.6,151.3,43.5,2.6,36.4,119,4.4,6,2.2
2018-12-16 20:00:00,84.8,117.4,71.4,112.6,29.6,62.6,61.4,109.2,81.3,,86.8,16.5,88.9,84.1,133.9,179,156.2,9,159.6,136.6,4,71.7,121,4.8,82.1,15.4
2018-12-16 19:00:00,88.9,124.6,150.2,126,108.6,69.7,79.4,132.6,93.2,,127.9,103.5,92.8,88.8,159.6,175.4,150.9,48.6,161,145.9,21.4,106.8,120,28.8,106.5,57.3
2018-12-16 18:00:00,76.2,105.9,111.2,86.2,96.1,56.9,55.3,84.5,64.4,,112.7,119.1,55.2,,124.3,141.3,107.6,49.3,130.4,112.9,39.5,99.8,111,50.2,98.4,54.1
2018-12-16 17:00:00,62.7,97.6,115.8,60.5,71.6,40.4,36.3,49.5,31,,101,93.9,45.7,,52.7,61.1,38.7,43,104.8,42.6,55.7,94.5,90.6,66.2,89.9,51
2018-12-16 16:00:00,39.5,70,49.3,31.2,23.8,9.2,7.6,14.4,7.7,,97,77.9,16.5,,17.2,31.8,19.3,14.4,55.4,13.3,60.5,87,59.5,88.9,90.6,12.3
2018-12-16 15:00:00,32.5,63.1,33.3,32.2,21.4,19.5,30.8,30.7,23.9,,63,66.4,22.9,,61.2,58.2,59.1,7.6,54.9,57.2,53,73.6,57.5,78.5,56.5,9.1
2018-12-16 14:00:00,58.4,69,69.3,59.9,72.2,39.2,42.1,53.7,46.2,,69,63.3,49.9,51,76.5,89.6,62.1,35.1,75.6,62.2,53.4,64.6,67.5,72.8,55,29.8
2018-12-16 13:00:00,70.9,82.9,83.1,48.9,85.5,45.3,46.8,57.3,47.5,,65.2,79.7,56.7,52.1,88.8,90.2,68.5,50.1,88.5,76.2,60.4,98.4,76.6,78.8,65.4,53.3
2018-12-16 12:00:00,91.8,114.5,108.2,66.5,112.3,53.4,55.4,85.2,62.4,,54.3,93.7,52,61.2,122.2,119.8,92.8,52.9,111.6,106.4,56,95.3,86.8,73.9,77.3,59.7
2018-12-16 11:00:00,93.3,105.4,117.2,77.9,127.1,56.6,59.3,91,66.6,,56.7,72.1,56.4,68.8,130.8,150.7,117.8,114.8,123,114.3,50.2,61.5,97.4,65.1,96.1,64.5
2018-12-16 10:00:00,101.7,100,116.4,77.3,130,58.9,56.7,88,73.2,,57.8,80.1,52.4,66.8,124.8,149.4,117.4,101.6,121.3,119.5,50,71.6,103.8,61.6,89.1,62.7
2018-12-16 09:00:00,101.2,96.8,122.2,69.5,127.9,60.2,54.8,88.2,72.7,,53.5,79.7,51,68.5,128.9,147.4,122.2,47.2,120,129.6,51.7,78.4,104.5,57.6,78.1,65.8
2018-12-16 08:00:00,100.5,96.9,122.7,58.3,124.7,60,57.4,93.2,77.2,,55.6,86.8,48.8,84.8,127.6,153.8,130.9,44.1,116.7,138.9,48.3,85.8,103,56.7,83.3,63.6
2018-12-16 07:00:00,103.1,103.9,121.3,71.4,121.2,60.6,61,101.3,,,55.5,86.1,54.3,74.6,131.3,151.3,145.6,44.1,129.2,149.2,55.6,88.8,102.2,58.3,83.8,63.2
2018-12-16 06:00:00,102.4,111.3,121.7,75.3,129.1,64.3,63.8,84.3,,,55.6,88.7,62.7,81.4,157.3,163.8,159.8,46.2,138.8,162.3,61.2,93,107.7,63,90.8,64.2
2018-12-16 05:00:00,107.2,111.9,114.7,89.6,129,61.5,60.9,82.6,,,56.4,93.6,64.8,79.1,163.5,184,156.8,44.8,145.9,170,60.4,97.3,119.9,65.5,88.7,67
2018-12-16 04:00:00,117.6,115,120.8,98,127.7,63.6,57,84.4,,,58.6,96.7,68.4,78.8,160.2,189.8,162.4,44.5,166.6,171.1,70.2,101,122.1,65.4,96.3,67.6
2018-12-16 03:00:00,120.6,122.2,123.7,105.3,127.2,70.4,58.8,91.4,,,58.1,99.4,82.1,85.7,166.9,191.6,169.6,48.7,171.1,171.3,71.5,105.4,125.6,59.8,100.4,68.5
2018-12-16 02:00:00,115.5,112.6,143,114.2,131.2,67.3,61.6,103,,,59.9,99,77.6,90.3,170.8,195.1,176.7,55.5,164,166.7,69.8,99.2,134.4,104.7,107.4,72.1
2018-12-16 01:00:00,119.4,126.9,142.8,114.9,143,67.2,59.1,93.2,,,62.5,111,74.7,88.2,169.8,193,173.9,52.6,164.7,171.8,74.1,98.6,133,116.7,113.3,75.8
2018-12-16 00:00:00,130.6,126.2,148.4,113.8,141.9,69.8,56.8,95.9,,,61.3,118.8,76.9,91.6,173.5,205,187.4,54.5,169.2,178.6,72,104,136.9,111,109.3,80.6
2018-12-15 23:00:00,124.7,131,146,113,141.5,69,57.4,95.2,,,59.8,117.6,82,92.2,165.6,218.2,185.2,55,162.6,167.9,73.2,106.6,129.5,117.3,114.4,81.5
2018-12-15 22:00:00,127.6,124.6,147.8,118.9,143.4,68.6,60.5,103.9,,,60.1,119.3,86.9,89.2,169,188.5,169.7,53.9,156.2,173.2,70,104.8,124.8,114,107.7,79.5
2018-12-15 21:00:00,115.9,121.4,145.6,112.8,144.5,65.4,57.1,107.8,,,60,114.1,74.9,87,155.8,178.8,165.5,56.6,150.4,156.4,72.4,97.4,118.4,117.7,113.3,81.3
2018-12-15 20:00:00,89.8,115.1,142.5,101.1,127.9,62.9,55.6,115.4,,,58.8,108.8,68.5,84.6,163.7,173.9,157.3,55.1,142,169.8,73.8,95.4,106,110.2,104.4,69.9
2018-12-15 19:00:00,83.7,106.5,123.4,88.5,108,58.6,55.9,101.2,81.4,,54.7,95.8,58.6,87.6,150.9,165.8,167,48.2,120.2,157.8,72.1,97.4,98.8,110.4,99.4,66.6
2018-12-15 18:00:00,87.8,91.9,106.6,56.9,107.7,54.8,48.4,81.4,,,50.2,93.8,48.6,67.6,107.2,133.7,114,46.3,95.2,109.3,70.7,97.9,90.3,117.3,90.3,67
2018-12-15 17:00:00,88.1,89.6,107,52,108.7,53.5,45.6,79.4,,,52.3,90.7,50.4,57.3,98.9,115.8,83.4,48.3,93.1,95.3,68.9,93.6,78.1,116.4,83.5,67.9
2018-12-15 16:00:00,84.7,93.3,108.4,55.8,108.2,53.1,44.6,80.3,,,52,90.2,52.8,55.5,103.2,111.7,78,47.2,95.8,98,71.7,90.2,78.4,115,80.4,67.2
2018-12-15 15:00:00,78.9,84.2,103.7,56.9,102.7,51.4,47,77.8,,,52.6,92.6,62.1,55.5,102.1,108.9,74.4,64.7,98.3,99.4,72.9,89.3,77.6,111.3,79.8,64.2
2018-12-15 14:00:00,76.8,86.8,101,53.7,103.7,49.8,43.4,72.2,,,51.5,92.8,64,53.3,93.2,109.4,68.5,100.9,93.4,92.6,70.8,86.1,77.8,104.1,75.2,64
2018-12-15 13:00:00,74.7,83.4,100.2,48.8,106,49,43.8,70.2,,,50.5,89.2,64.1,53.9,92.4,109.6,66.8,99.4,90.8,93,65.3,86.2,74.4,97.7,70.6,62.5
2018-12-15 12:00:00,70.9,84.7,92.4,44.6,106.3,49.2,43.8,69.1,,,49,92.4,62.5,53.3,91.6,107.2,70.5,97.2,87.2,90.8,64.8,80.2,72.2,96.6,68,58.1
2018-12-15 11:00:00,74.5,85.2,90,51.1,101.2,51,41.6,68,,,48.8,85.7,62.4,56.4,86.7,99.3,71.1,89.5,84.8,92.8,62.7,77.5,71.2,105,65.8,56.2
2018-12-15 10:00:00,83.8,69.9,90.5,52.1,98.6,49.7,38.2,66,,,49.2,74.4,63,56.5,89.6,114,77.3,90.2,84,97.9,62.5,83.1,73.9,99.6,63.5,58.7
2018-12-15 09:00:00,80.4,84.3,88.4,61,94.8,50,35,65.5,,,47.3,71.3,60.6,58.3,103.4,107.8,84.2,92.3,83.9,107.3,62.8,85.6,76.6,98.3,66.2,57.3
2018-12-15 08:00:00,80.4,69.2,85.2,60.6,88.6,47.6,34.6,62.9,,,46.6,71.9,60,58.4,100,99.7,88.6,83.2,84.7,107,62.5,84.2,75.4,97.3,66.7,56.6
2018-12-15 07:00:00,82,68.9,82.3,59.8,87.2,48.2,34.1,62.3,,,44.2,73.4,60,58.2,93,91.4,78.8,78.3,87,102.8,61.8,82.1,75.4,106,65.4,57.4
2018-12-15 06:00:00,81.9,73.6,85.2,60,89,48.5,35.2,63.8,,,43,69.7,59.7,55.2,87,90.2,70.8,76.3,83,96.8,61.8,85.4,75.1,104.6,64.7,56.6
2018-12-15 05:00:00,81,73.2,80.2,58.4,87.8,47.1,34.1,62,,,45.7,70.9,59.3,53.4,79.8,93.2,67.6,76.6,79,89.8,60.6,88.2,75.6,101.8,64,56.8
2018-12-15 04:00:00,93.8,66.5,79.2,59.4,78.6,48.3,35.1,64.7,,,44.9,77.8,60.8,52.5,82.5,92.6,64.9,73.1,78.9,90.9,60.6,92.4,76.2,98.4,66.1,57.9
2018-12-15 03:00:00,96.9,84.9,84.7,62.3,77.1,48.7,34.2,63.4,,,46.4,75.4,60.6,50.6,83.1,87.8,63.2,72.4,85.5,88.8,61.2,93.1,75.7,100.7,70.5,57.8
2018-12-15 02:00:00,96.4,84.3,88.4,54.7,78.7,50.7,36.3,66,,,47.3,77.1,58.4,49.1,87.2,81.2,61.5,72.2,94.9,81.8,62.8,94,76.7,97.3,71.9,54.9
2018-12-15 01:00:00,94.9,91.8,94.2,47,81.9,52.3,36.2,60.9,,,48.8,82.7,59.2,48.1,78.7,83.9,57.2,70.7,95.9,77,62.5,94.6,74.7,101,80.4,55
2018-12-15 00:00:00,100.2,84.1,91.6,50.4,79.9,48.5,35.6,59.8,,,47.7,83.3,61.2,47.2,77.2,80.9,54.4,83.6,85.7,77.8,64.8,100.9,72.7,102.1,81.7,51.9
2018-12-14 23:00:00,85.8,85.1,85,62.9,78.7,49.1,34.2,57.8,,,49.3,84,63.3,44.8,73.7,72.5,48.2,90.7,81.1,69.8,66.6,108.6,70.8,103.3,78.8,53.2
2018-12-14 22:00:00,66.9,81.9,79,60,75.6,46.3,29.4,54.2,,,44.4,84,59.4,43.1,69.3,69.2,53.7,78,71.6,65.5,66.8,111.1,67.6,94.8,74,52.1
2018-12-14 21:00:00,60.6,77.2,73.9,55.1,68.4,40.8,26.4,53.5,,,43.9,81.2,51.1,42.5,64.2,65.4,63,82.3,66.9,59.4,72.9,112.9,63.1,81.8,79.6,51.7
2018-12-14 20:00:00,58.4,48.4,64.9,48.2,63.5,37.1,24.2,51.2,,,42.3,80.1,45.2,38.7,59.4,60.6,57.2,71,63.9,55,85.1,114.6,62.1,104.9,62.7,49
2018-12-14 19:00:00,57.6,72.6,60.6,47.1,60.4,34,20.1,50,,,40,91.4,42.1,35.1,55.3,56.5,52.6,62.8,58.7,51,87.1,118.7,60.4,104.6,56.3,48.8
2018-12-14 18:00:00,67.9,97.9,54,44,58.8,32.8,19.4,50.5,,,56.8,112,39.2,29.8,52.4,52.5,49,60.5,56.9,47.3,88.7,116.4,62.9,120.2,86.2,61.2
2018-12-14 17:00:00,81.6,86.5,63.3,45.9,69.9,35.2,25.8,54.3,,,58.3,117.8,43.1,30.1,58,56,47.7,77.9,57.6,46.6,88.4,116.2,65.2,145.6,77.9,65.9
2018-12-14 16:00:00,79.2,80.9,87.1,53.4,98.5,41.6,30.2,61.4,51.5,,58,123.4,53.2,33.8,63.9,73.7,46.9,98.8,71.1,51.6,90.2,121.5,67,131.7,85.2,68.8
2018-12-14 15:00:00,71.6,72.6,93.8,53.4,88,46.5,35,69,57.4,,53.8,88.3,59.4,45.1,77.3,84.2,55.1,84.6,90,67.9,64.5,97.4,77.8,97.8,85.5,56.8
2018-12-14 14:00:00,57.9,57.9,79.1,59,85,47.6,35.4,77.4,63.2,,47.3,69,60.1,57.5,95.5,104.4,76.9,79.2,82.5,92.8,53.7,70.2,76.9,75.8,65,51
2018-12-14 13:00:00,37,45.3,73,63.5,77.5,43.2,32.9,68.2,51.4,,37.1,56.1,54.6,55.1,81.1,93.4,71.9,61,76.6,77,44,56.3,74.5,63.6,52.8,38.2
2018-12-14 12:00:00,23.1,37.7,46.6,51.5,51.8,34.6,26.6,57.9,45.1,,22.5,39.6,47.9,43.3,66.6,70.8,57.9,45.4,65.6,57.3,36.7,43.1,66,54.6,38.6,25.9
2018-12-14 11:00:00,23.6,30.3,41.1,40.8,45,25,16.7,36.1,26.8,,13,26.5,28.2,35.6,54.1,57.7,50.4,37.1,40.6,49.7,19.8,30.4,57.8,36.4,27.5,18.9
2018-12-14 10:00:00,26.8,30.8,37.9,39,39.2,20.8,8.1,24.8,20.4,,9.4,25.2,15.5,28.7,47.7,55.7,46.3,41.5,37,47.4,16.4,35.4,58.8,48.6,21.8,17.3
2018-12-14 09:00:00,25.8,12.5,36.1,46.6,33,17.8,8.8,26.7,16.4,,9,21.4,13.4,29.6,54.5,55.7,52,32.4,43.1,51.9,18.1,58.4,60.4,51.9,22.7,13.5
2018-12-14 08:00:00,32.1,15,29.4,42.4,34.2,16.6,8,28.1,18.3,,6.8,21,14.3,29.2,53.7,53.3,47.6,27.5,47.3,51.8,18,50.3,60.6,53,35,12.7
2018-12-14 07:00:00,36.4,25.5,29.3,38.6,29.5,14.1,7.2,24.6,20.1,,7.6,23.7,28.9,29,55.5,50.4,46.3,25.2,48.6,49.8,20.2,51.3,61.6,54.5,32.2,13
2018-12-14 06:00:00,36.6,25.9,36.7,35,34,28.5,12.6,26.8,35.8,,9.5,22.1,35.2,26.5,50.3,48,43.9,27.3,47,50.2,21.1,48.9,61.5,64,33.5,14
2018-12-14 05:00:00,50.9,32.6,38,33.5,48.7,44.9,16.7,30.6,36,,11,29.9,36.8,24.6,52.7,47.7,41.8,39.9,43.1,47.8,28.6,50,61.8,67.3,35,21.8
2018-12-14 04:00:00,62.7,29,35.2,35.5,49.1,48.7,26.9,33.2,22.5,,9.5,30.6,48.2,23.5,49.1,43.4,37.8,40,43.4,48,30.4,50.3,61.4,63.8,35.6,19.4
2018-12-14 03:00:00,55.4,36.8,35.8,37,47.4,42.4,21.8,29.3,27,,8.5,46,58.7,21.6,41.4,41,36.1,36.6,44.7,39.7,44.7,48.8,57.6,63.1,39.1,22.1
2018-12-14 02:00:00,55.4,27,36,40.5,39.9,25.6,8.8,25.2,16,,10.3,72.5,34.3,20.3,33.5,40.9,43.5,41.7,46.1,35.7,32.2,47.3,54.9,56.8,37.5,26
2018-12-14 01:00:00,74.5,30.8,36.2,41.3,31.7,11,6.2,17.6,9.8,,9.7,32.8,16.3,15.6,29,38.6,30.5,41.6,44.4,30.2,33.7,44.1,48.8,52.8,33.5,28.8
2018-12-14 00:00:00,80.4,36.9,31.6,26.2,25.4,8.8,5.6,13.6,7.1,,8.1,37.3,15.8,14.2,25.7,36.1,28.6,30.3,30.6,28.7,26.6,41.6,46,53.3,33.8,20.3
2018-12-13 23:00:00,40,23.3,23,11.8,19,7.9,6.5,15.1,6.8,,8,34.1,15.9,15.2,24,31.7,35.5,21.5,30.5,24.8,46,40.3,45.1,66,28.3,16.3
2018-12-13 22:00:00,23.9,28,19.7,13.7,15.2,7.1,4.6,14.8,6.6,,7.4,31,13.1,13.6,20.8,29.8,30.7,17.2,25.9,24.6,30.6,43.2,47.1,60.6,21.8,11.4
2018-12-13 21:00:00,17,23.4,16.4,13,15.4,5.9,3.2,12.3,4.3,,5.6,16.9,8.9,12,20.4,28.3,22.1,15.4,21.3,24.5,14.3,47.1,44.1,37.2,15.7,7.9
2018-12-13 20:00:00,29.6,22.1,16.2,16.2,14.3,4.1,3,11.5,4.1,,5.5,27.2,7.2,7.4,17.2,16.2,15.6,17.9,12.1,15.3,30.8,43.8,43.2,49.8,20.7,8.7
2018-12-13 19:00:00,31.9,34.3,23.6,15,24.1,3.1,2.8,11.5,4,,18.3,39.1,5.8,7.7,16,11.6,13.1,26.1,13.4,13.3,31.8,41.2,41.7,45,33.5,29.2
2018-12-13 18:00:00,19.2,2.3,23.8,16,13.8,3.4,2,11.1,3.7,,12.8,33.1,4,6.2,6.6,12.2,9,23.9,7,8,27.5,50.8,46,39.6,33.8,20.5
2018-12-13 17:00:00,5.8,4.5,5.8,8.6,6.7,2.2,1.2,6.9,1.2,,3.4,19.9,3.4,4.4,5,8.5,6.6,6,4.5,5.4,15.5,30,41.5,28.3,11.3,5.6
2018-12-13 16:00:00,4.9,9.5,5.8,7.6,7.7,2.3,1.2,5.2,2.3,,1.4,6.2,3.3,4.9,5.6,6.4,6.4,5.6,4.1,4.9,8.6,18,38.4,23.4,3.1,2.9
2018-12-13 15:00:00,3.8,1.7,5.2,6.4,6.7,1.7,1.2,5.5,1.4,,1,1.2,2.5,4.3,5.4,4.5,5.7,5.6,3,4,1.6,18.8,35.8,2.8,3,2.6
2018-12-13 14:00:00,0.6,5.8,3.7,5.4,6.6,2.4,1.1,5.4,1.2,,1,1.4,3.4,6.7,3.8,5.3,4.3,4.1,2.8,4.9,1.5,1.8,39.6,1.3,2.7,1.4
2018-12-13 13:00:00,,3.7,4.5,5.4,6,1.6,1,4.9,2.2,,1.2,1.2,1.8,3.9,4.2,4.7,4.4,4.7,2.8,4.2,1.3,2.1,38,1.3,2.5,1.2
2018-12-13 12:00:00,2.2,9.5,3.9,5.1,6.9,1.5,1,5.8,1.9,,1,1.4,2.3,5.6,5.1,4,4.9,3.5,2.6,4.3,1,1.6,37.4,1,2.6,1.3
2018-12-13 11:00:00,7.9,6.4,5,5.9,7.6,1.8,1,6.6,1.5,,1,1.6,2.5,8.4,4.9,4.8,5.3,4.6,3.5,5.1,1.1,1.1,37.9,1,2.2,2.4
2018-12-13 10:00:00,6.3,3.7,5.2,6,9.1,1.3,1.2,7.8,2,,1,1.7,2.4,5.1,5.1,4.8,6.3,5.7,4,5.1,1.3,1.5,38.1,1.1,2.9,2.2
2018-12-13 09:00:00,12.6,5.7,5,5.9,6.8,1.5,1,8.6,1.7,,1.1,1.9,2.3,5,5.3,4.7,18.5,6.8,4.6,4.4,1.2,1.6,39.5,1.2,3.4,2
2018-12-13 08:00:00,7.3,1.4,5.9,6.3,6.9,1.6,1,8.8,5.1,,1,1.3,1.8,4.6,4.7,5,6.8,4.4,3.8,5.7,1.2,1.4,43,1,3.1,2.1
2018-12-13 07:00:00,6.2,12.3,6.1,8.9,7.9,1.6,1.1,7.4,8.6,,1,1,3.2,4.7,6.5,6.6,6.5,6,4.9,5.1,1.1,1.5,42.6,,1.5,2.8
2018-12-13 06:00:00,10.9,2,,8.8,7.8,,1.1,9.3,7.6,,1.3,1,2.9,3.2,6.3,,8.2,6.2,5.2,6,1.6,1.5,42.1,,2,3.1
2018-12-13 05:00:00,9.1,14.3,,11.7,,,,7.7,2.3,,,1,2.5,,,,,7.7,7.2,,1.3,,,,,4.3
2018-12-13 04:00:00,13,16.1,10.5,13.8,12.6,3.3,1.2,7.2,1.8,,3.8,3.5,6.7,4.9,7.6,10.8,12,9,8.9,6.3,1,1.4,42,3,8.4,6.6
2018-12-13 03:00:00,16.3,30.8,13.9,15.1,14.8,5.5,2,11.7,5,,6.7,4.8,7.2,8.1,11.7,19.9,15.6,13,22.7,13.2,1.2,2.6,44,2.9,11.6,11.6
2018-12-13 02:00:00,22.7,26.7,28.4,25.7,27.4,16.8,9,26,14.8,,7.3,6.1,12.3,27.9,32.8,32.2,50,25.5,35.8,30.5,1.6,2.1,49.6,1.8,13.9,21.7
2018-12-13 01:00:00,40,21.3,41.4,40.7,44.2,34,15.1,48,29.3,,8,13.7,24.9,45.8,55.2,62.7,59.5,43.7,43.7,51,1.8,3.4,50,1.8,8.4,25.2
2018-12-13 00:00:00,56.3,39.7,36.8,42.5,50.9,41.9,24.1,57.6,45,,13.8,5.2,45.1,50.3,77.4,61.6,63,49.6,62.2,79.6,3,44,64.8,3.9,8.6,39.2
2018-12-12 23:00:00,56.8,49.5,57.8,58,60,42.7,33,64.7,58.8,,23,37.5,57.4,58.1,92.4,108.9,95,63.1,71.2,97.6,9.9,54.8,74.7,12.2,39.7,40.9
2018-12-12 22:00:00,58.6,57.3,68.3,77.6,68.8,51.6,40,80.3,72.3,,27.9,43.8,49,65.7,115.6,136.6,117,68.1,80.6,115,30.9,51.8,90.5,34.2,54.4,39.1
2018-12-12 21:00:00,61.1,66.4,79.7,87.6,80,55.2,38.4,83.1,69.2,,34.5,46.8,48.4,65.3,108.7,136.1,107.4,74.1,77.9,105.6,31.8,52.8,87.8,35.1,58.5,43.4
2018-12-12 20:00:00,49.6,48.3,64.9,68.3,79.6,47.8,30.9,71.4,65.1,,39.3,52.2,60.1,62.8,95.1,118,96.5,77.2,64.4,98.4,34.9,49.7,73.9,42.4,56.1,46.7
2018-12-12 19:00:00,33.8,44.2,49.7,61.4,54.6,35.9,25.2,65,53.9,,28.3,51.5,47.2,56.6,81.6,104.8,73,59.3,61,77.4,38,45,71.1,40,49.3,39.2
2018-12-12 18:00:00,33.3,38.4,47.8,56.9,45.7,33.7,22.8,57.2,45.9,,18.1,40,46.9,45.5,68.3,75.4,57.7,52.8,55.8,63,28.9,50.2,65.8,40.8,39.9,27.8
2018-12-12 17:00:00,28.8,27.2,44,46.5,47.2,25.2,13.3,45,30.3,,19.8,37.1,29.8,41,51.6,61.6,57,44.4,47.7,45.5,31.2,41,64.9,43,41.6,29.9
2018-12-12 16:00:00,20.4,26.4,41.2,41.7,47.3,26.2,16.5,52.6,41,,19.6,36.4,33.7,40.1,57.9,58.4,48.5,37.7,42.4,47.8,31.5,39.1,57.7,47.6,37.9,25.3
2018-12-12 15:00:00,17.1,24,42.5,49.3,43.4,24.4,14.3,46.5,36.8,,16.8,30.4,32.2,37.7,55.5,56.5,49.2,37.6,52.2,47.8,25,31.6,60.8,40.7,30.5,25.9
