,时间,王佐镇,王佐镇_root,相对偏差
534,2018-11-25 18:00:00,112.49591754808273,74.0,0.520215102001118
535,2018-11-25 17:00:00,117.31126229781079,56.1,1.0911098448807626
536,2018-11-25 16:00:00,127.31195422875243,65.8,0.9348321311360552
537,2018-11-25 15:00:00,128.25562847086746,68.2,0.88058106262269
538,2018-11-25 14:00:00,110.29726352741119,57.7,0.9115643592272302
539,2018-11-25 13:00:00,104.86472968625475,54.7,0.9170882940814395
540,2018-11-25 12:00:00,77.75159756251804,58.3,0.333646613422265
541,2018-11-25 11:00:00,80.9373597794531,62.3,0.2991550526396968
542,2018-11-25 10:00:00,98.40888501164812,52.0,0.89247855791631
543,2018-11-25 09:00:00,71.28969945771551,41.7,0.7095851188900602
544,2018-11-25 08:00:00,68.2722459895625,41.8,0.633307320324462
545,2018-11-25 07:00:00,70.90485348569327,41.1,0.7251789169268434
546,2018-11-25 06:00:00,50.958441825082886,46.0,0.10779221358875839
547,2018-11-25 05:00:00,64.94651968977968,50.3,0.2911832940314052
548,2018-11-25 04:00:00,58.37838954984959,56.2,0.038761379890561984
549,2018-11-25 03:00:00,86.85704490158788,60.6,0.43328456933313336
550,2018-11-25 02:00:00,108.96182392587895,66.8,0.6311650288305232
551,2018-11-25 01:00:00,128.7807289716097,71.0,0.8138130841071789
552,2018-11-25 00:00:00,145.4068956815105,75.8,0.91829677680093
553,2018-11-24 23:00:00,160.16096949231192,85.6,0.8710393632279432
554,2018-11-24 22:00:00,173.55358308722538,98.2,0.7673480966112564
555,2018-11-24 21:00:00,178.9312592234898,106.1,0.6864397664796401
556,2018-11-24 20:00:00,186.82647578853818,115.6,0.6161459843299151
557,2018-11-24 19:00:00,198.00220712510486,124.4,0.5916576135458589
558,2018-11-24 18:00:00,206.58052700720896,118.6,0.7418256914604466
559,2018-11-24 17:00:00,168.96611516543092,102.0,0.656530540837558
560,2018-11-24 16:00:00,150.1674347427563,86.1,0.7441049331330584
561,2018-11-24 15:00:00,152.6391438041005,85.4,0.7873436042634719
562,2018-11-24 14:00:00,113.56772174085987,81.8,0.38835845648972944
563,2018-11-24 13:00:00,146.40235878381347,77.3,0.8939503076819337
564,2018-11-24 12:00:00,81.3498685784824,62.5,0.3015978972557184
565,2018-11-24 11:00:00,69.6545542769215,55.8,0.2482895031706363
566,2018-11-24 10:00:00,56.92907577745956,34.0,0.674384581689987
567,2018-11-24 09:00:00,52.47495135687885,31.2,0.6818894665666297
568,2018-11-24 08:00:00,53.8167077169938,30.0,0.7938902572331266
569,2018-11-24 07:00:00,53.28300188193605,40.2,0.32544780800835943
570,2018-11-24 06:00:00,61.93192987268748,52.0,0.19099865139783623
571,2018-11-24 05:00:00,82.9670647714687,61.2,0.3556709929978545
572,2018-11-24 04:00:00,87.74724938370706,65.6,0.33761050889797356
573,2018-11-24 03:00:00,85.65408191849733,67.2,0.27461431426335303
574,2018-11-24 02:00:00,136.71644181688822,70.4,0.9419949121717075
575,2018-11-24 01:00:00,106.95303219385573,73.7,0.4511944666737548
576,2018-11-24 00:00:00,133.48373875403703,72.8,0.8335678400279813
577,2018-11-23 23:00:00,135.09377181322964,70.7,0.9108029959438421
578,2018-11-23 22:00:00,134.6499574796444,83.4,0.6145078834489736
579,2018-11-23 21:00:00,131.64130075966844,80.2,0.6414127276766638
580,2018-11-23 20:00:00,121.58748052068866,73.4,0.6565051842055675
581,2018-11-23 19:00:00,119.295827770153,90.6,0.3167309908405409
