,时间,南苑街道,南苑街道_root,相对偏差
584,2018-11-23 16:00:00,80.38601490556715,84.6,0.04981069851575465
585,2018-11-23 15:00:00,66.06310031140669,70.8,0.06690536283323886
586,2018-11-23 14:00:00,60.01495741323892,64.1,0.06372921352201369
587,2018-11-23 13:00:00,50.96700532643547,58.6,0.1302558818014425
588,2018-11-23 12:00:00,47.4778613928388,54.2,0.12402469754909973
589,2018-11-23 11:00:00,44.03372115003345,53.9,0.1830478450828673
590,2018-11-23 10:00:00,54.355446810819075,57.7,0.05796452667557934
591,2018-11-23 09:00:00,65.82633593406014,69.6,0.054219311292239294
592,2018-11-23 08:00:00,82.09102022196221,84.9,0.03308574532435565
593,2018-11-23 07:00:00,88.15242971010521,90.1,0.02161565249605754
594,2018-11-23 06:00:00,90.45121492158454,97.4,0.07134276261206847
595,2018-11-23 05:00:00,89.19200843168358,89.0,0.002157398108804219
596,2018-11-23 04:00:00,72.65723442166006,78.7,0.07678228180863962
597,2018-11-23 03:00:00,78.26949199170804,85.4,0.08349540993316122
598,2018-11-23 02:00:00,74.54989601073189,82.3,0.09416894276145944
599,2018-11-23 01:00:00,68.35357736384509,76.7,0.108819069571772
600,2018-11-23 00:00:00,62.89269382201589,71.5,0.12038190458719031
601,2018-11-22 23:00:00,57.25669094565059,65.3,0.12317471752449323
602,2018-11-22 22:00:00,54.807824119365094,62.9,0.12865144484316224
603,2018-11-22 21:00:00,54.696559475599216,60.0,0.08839067540667973
604,2018-11-22 20:00:00,47.27425290424111,54.3,0.12938760765670143
605,2018-11-22 19:00:00,37.57791277967315,44.9,0.16307543920549777
606,2018-11-22 18:00:00,24.48072654458122,40.6,0.39702643978863994
607,2018-11-22 17:00:00,19.543430965382026,36.2,0.46012621642591095
608,2018-11-22 16:00:00,17.25595920323242,35.7,0.5166397982287838
609,2018-11-22 15:00:00,13.615144043896066,32.3,0.5784785125728772
614,2018-11-22 10:00:00,15.02943865802946,35.2,0.5730273108514359
615,2018-11-22 09:00:00,33.085184284274206,67.8,0.5120179309104099
616,2018-11-22 08:00:00,71.76550305042147,66.5,0.07918049699881913
617,2018-11-22 07:00:00,69.15845202253672,68.4,0.01108847986164789
618,2018-11-22 06:00:00,63.67810173213816,73.3,0.13126737063931565
619,2018-11-22 05:00:00,58.93783422789825,69.2,0.14829719323846463
620,2018-11-22 04:00:00,54.6482441408532,67.6,0.19159402158501174
621,2018-11-22 03:00:00,54.661100147022744,64.8,0.15646450390396996
622,2018-11-22 02:00:00,54.183271870349586,66.0,0.17904133529773356
623,2018-11-22 01:00:00,51.69817974633672,62.9,0.17808935220450364
624,2018-11-22 00:00:00,47.60301790537888,59.9,0.20529185466813224
625,2018-11-21 23:00:00,44.975552700214315,60.5,0.2566024347072014
626,2018-11-21 22:00:00,43.05427492839229,57.0,0.2446618433615388
627,2018-11-21 21:00:00,36.17151085172498,52.6,0.31232869103184446
628,2018-11-21 20:00:00,29.86120378744333,45.5,0.34370980686937735
629,2018-11-21 19:00:00,23.994940875579946,37.7,0.3635294197458901
630,2018-11-21 18:00:00,20.322412913783076,35.7,0.4307447363085974
642,2018-11-21 06:00:00,28.770101656440776,49.4,0.4176092782097009
643,2018-11-21 05:00:00,44.478232926102336,55.2,0.1942349107590157
644,2018-11-21 04:00:00,41.12554841081315,54.5,0.24540278145296968
645,2018-11-21 03:00:00,45.069644026747724,56.0,0.19518492809379065
646,2018-11-21 02:00:00,65.74546296866986,76.5,0.14058218341608034
647,2018-11-21 01:00:00,76.4284391485759,80.3,0.04821370923317675
648,2018-11-21 00:00:00,50.16990327582914,45.1,0.11241470678113394
649,2018-11-20 23:00:00,36.577553006291396,41.4,0.11648422690117398
650,2018-11-20 22:00:00,37.31629997444512,41.5,0.10081204880855126
651,2018-11-20 21:00:00,32.77070503392099,36.6,0.10462554552128446
652,2018-11-20 20:00:00,28.81273032948978,31.0,0.07055708614549092
663,2018-11-20 09:00:00,35.21446435636166,45.3,0.22263875593020613
664,2018-11-20 08:00:00,64.43204025765795,86.4,0.2542587933141442
665,2018-11-20 07:00:00,81.05256747203265,91.2,0.11126570754350168
666,2018-11-20 06:00:00,74.98823485959286,82.8,0.09434498961844363
667,2018-11-20 05:00:00,64.0642753353343,72.8,0.11999621792123209
668,2018-11-20 04:00:00,53.803398099593416,59.6,0.0972584211477615
669,2018-11-20 03:00:00,50.04192854365317,57.4,0.12818939819419561
670,2018-11-20 02:00:00,48.18977927415527,55.0,0.12382219501535871
671,2018-11-20 01:00:00,47.29979243630166,56.6,0.16431462126675517
672,2018-11-20 00:00:00,52.09293887968647,80.4,0.35207787463076534
673,2018-11-19 23:00:00,74.6212766072662,118.3,0.3692199779605562
674,2018-11-19 22:00:00,106.27433370414113,143.5,0.25941230868194337
676,2018-11-19 20:00:00,132.51530453984327,146.7,0.096691857260782
677,2018-11-19 19:00:00,126.7441068274407,136.2,0.06942652843288756
678,2018-11-19 18:00:00,121.51608531252221,125.3,0.030198840283142774
679,2018-11-19 17:00:00,121.49230588608481,117.5,0.03397707137093453
711,2018-11-18 09:00:00,34.87909179329971,61.3,0.4310099218058775
712,2018-11-18 08:00:00,95.59295323774313,111.7,0.14419916528430501
713,2018-11-18 07:00:00,99.7555268970408,111.8,0.10773231755777461
714,2018-11-18 06:00:00,98.5706211081689,113.1,0.12846488852193724
715,2018-11-18 05:00:00,100.19630226117688,120.5,0.1684954169196939
716,2018-11-18 04:00:00,110.95164540616314,121.2,0.08455738113726786
717,2018-11-18 03:00:00,108.63224590475019,115.1,0.056192476935271955
718,2018-11-18 02:00:00,102.66871665813915,113.1,0.09223062194395092
719,2018-11-18 01:00:00,100.29599730589706,111.0,0.09643245670363008
720,2018-11-18 00:00:00,92.83495496775758,103.6,0.10390970108342097
