,时间,羊坊村盛芳花卉,羊坊村盛芳花卉_root,相对偏差
76,2018-12-14 20:00:00,70.27827592406095,62.1,0.131695264477632
77,2018-12-14 19:00:00,62.09026104829064,60.4,0.02798445444189808
78,2018-12-14 18:00:00,54.930096528038256,62.9,0.12670752737618032
79,2018-12-14 17:00:00,57.78345162940127,65.2,0.11375074188034866
80,2018-12-14 16:00:00,71.71018650082598,67.0,0.07030129105710423
81,2018-12-14 15:00:00,86.78887704824405,77.8,0.11553826540159447
82,2018-12-14 14:00:00,90.62416353927915,76.9,0.17846766631052205
83,2018-12-14 13:00:00,89.7437007028502,74.5,0.2046134322530229
84,2018-12-14 12:00:00,76.06897205515068,66.0,0.1525601826537982
85,2018-12-14 11:00:00,54.07459138212455,57.8,0.06445343629542293
86,2018-12-14 10:00:00,53.3069043929938,58.8,0.09341999331643192
87,2018-12-14 09:00:00,51.75582887407115,60.4,0.1431154159921995
88,2018-12-14 08:00:00,50.00558464834013,60.6,0.17482533583597143
89,2018-12-14 07:00:00,44.36018714165422,61.6,0.27986709185626263
90,2018-12-14 06:00:00,45.02917281351085,61.5,0.267818328235596
91,2018-12-14 05:00:00,48.90415774034673,61.8,0.20867058672578098
92,2018-12-14 04:00:00,47.36202527317085,61.4,0.2286315102089438
93,2018-12-14 03:00:00,44.882838118392,57.6,0.22078406044458332
94,2018-12-14 02:00:00,41.848733204944715,54.9,0.23772799262395783
95,2018-12-14 01:00:00,38.950101572666505,48.8,0.20184218088798142
96,2018-12-14 00:00:00,26.818702543477766,46.0,0.41698472731570074
97,2018-12-13 23:00:00,21.4480009297924,45.1,0.5244345691842041
98,2018-12-13 22:00:00,25.252331011540992,47.1,0.4638570910500851
99,2018-12-13 21:00:00,25.96775183253255,44.1,0.41116208996524833
100,2018-12-13 20:00:00,20.32313853204088,43.2,0.5295569784249797
101,2018-12-13 19:00:00,16.056233517986353,41.7,0.6149584288252673
102,2018-12-13 18:00:00,14.084069971470011,46.0,0.6938245658376084
103,2018-12-13 17:00:00,8.25317399576479,41.5,0.8011283374514508
104,2018-12-13 16:00:00,5.320437522378053,38.4,0.8614469395214049
105,2018-12-13 15:00:00,3.6771509523672012,35.8,0.8972862862467262
106,2018-12-13 14:00:00,3.4318930780647374,39.6,0.9133360333822036
107,2018-12-13 13:00:00,3.0956169262803472,38.0,0.9185363966768328
108,2018-12-13 12:00:00,3.826454940353661,37.4,0.897688370578779
109,2018-12-13 11:00:00,5.053976339825941,37.9,0.8666497007961492
110,2018-12-13 10:00:00,6.126525728857338,38.1,0.839198799767524
111,2018-12-13 09:00:00,8.79350636416948,39.5,0.7773795857172283
112,2018-12-13 08:00:00,7.870042422023218,43.0,0.8169757576273671
113,2018-12-13 07:00:00,9.52063675325094,42.6,0.7765108743368324
114,2018-12-13 06:00:00,9.452411423610462,42.1,0.7754771633346683
116,2018-12-13 04:00:00,11.413879236490931,42.0,0.7282409705597397
117,2018-12-13 03:00:00,17.241522942799556,44.0,0.6081472058454647
118,2018-12-13 02:00:00,23.74630376237012,49.6,0.5212438757586669
119,2018-12-13 01:00:00,31.942049972807823,50.0,0.36115900054384353
120,2018-12-13 00:00:00,40.812264471602504,64.8,0.37018110383329467
121,2018-12-12 23:00:00,70.6706228303236,74.7,0.05394079209740841
122,2018-12-12 22:00:00,114.34766988877178,90.5,0.2635101645168152
123,2018-12-12 21:00:00,123.23217666926217,87.8,0.40355554293009316
124,2018-12-12 20:00:00,81.00938876983882,73.9,0.09620282503164838
125,2018-12-12 19:00:00,86.9706289987752,71.1,0.223215597732422
126,2018-12-12 18:00:00,58.112741322760215,65.8,0.11682763947172922
127,2018-12-12 17:00:00,59.91419605792401,64.9,0.0768228650551001
128,2018-12-12 16:00:00,42.339095252942464,57.7,0.2662201862574963
129,2018-12-12 15:00:00,52.5129275386422,60.8,0.13630053390391111
130,2018-12-12 14:00:00,42.0335734422902,53.2,0.20989523604717678
131,2018-12-12 13:00:00,38.423138044633276,53.2,0.2777605630708031
132,2018-12-12 12:00:00,24.577047397887736,46.3,0.46917824194626917
135,2018-12-12 09:00:00,26.275063016886158,57.8,0.5454141346559488
136,2018-12-12 08:00:00,24.407494339969688,62.6,0.6101039242816344
137,2018-12-12 07:00:00,25.35030753881182,61.7,0.5891360204406513
138,2018-12-12 06:00:00,32.52158162096107,63.8,0.4902573413642465
139,2018-12-12 05:00:00,29.68978395250717,64.0,0.5360971257420755
140,2018-12-12 04:00:00,31.24261309776134,65.9,0.52590875420696
141,2018-12-12 03:00:00,35.45898846254737,65.9,0.46192733744237685
142,2018-12-12 02:00:00,41.78170958958461,62.0,0.3261014582325063
143,2018-12-12 01:00:00,41.362710246074606,57.0,0.2743384167355332
144,2018-12-12 00:00:00,35.114647428924755,50.2,0.30050503129631967
145,2018-12-11 23:00:00,18.78663914860283,49.7,0.6219992123017539
146,2018-12-11 22:00:00,16.458834664407416,48.6,0.6613408505265964
147,2018-12-11 21:00:00,12.410866371716853,45.1,0.7248144928665885
148,2018-12-11 20:00:00,11.31271005043834,43.5,0.7399376999899232
149,2018-12-11 19:00:00,14.4577531423886,43.3,0.6661026987901015
150,2018-12-11 18:00:00,8.390970868927072,42.1,0.8006895280539889
151,2018-12-11 17:00:00,6.893205109254443,43.2,0.8404350669154064
152,2018-12-11 16:00:00,5.802161066542348,46.3,0.8746833462949817
153,2018-12-11 15:00:00,5.5015635184665195,41.2,0.8664669048915894
154,2018-12-11 14:00:00,7.050965933765426,39.2,0.8201284200570045
155,2018-12-11 13:00:00,5.298363673062196,41.9,0.8735474063708306
156,2018-12-11 12:00:00,4.442950181432614,43.0,0.8966755771759857
157,2018-12-11 11:00:00,4.520475960408748,42.8,0.8943814027941882
158,2018-12-11 10:00:00,4.469818196994912,43.3,0.896770942332681
159,2018-12-11 09:00:00,4.31844449043996,45.6,0.9052972699464922
160,2018-12-11 08:00:00,8.424507136209124,48.2,0.8252176942695203
161,2018-12-11 07:00:00,7.246998083864513,48.6,0.8508848130892076
162,2018-12-11 06:00:00,13.691876901110568,46.1,0.7029961626657144
163,2018-12-11 05:00:00,49.04576050417898,59.4,0.1743137962259431
164,2018-12-11 04:00:00,67.91895323926974,67.0,0.0137157199891006
165,2018-12-11 03:00:00,74.65050673500764,66.7,0.11919800202410248
166,2018-12-11 02:00:00,78.25704989971199,68.6,0.14077332215323607
167,2018-12-11 01:00:00,79.22225255742565,69.1,0.14648701240847548
168,2018-12-11 00:00:00,84.63371618335213,69.0,0.22657559686017587
169,2018-12-10 23:00:00,82.42465875387711,68.6,0.20152563781161978
170,2018-12-10 22:00:00,80.52637106194489,67.0,0.20188613525290874
171,2018-12-10 21:00:00,91.8696674482643,67.6,0.359018749234679
172,2018-12-10 20:00:00,82.06688888851912,65.8,0.24721715636047295
174,2018-12-10 18:00:00,74.17293815643265,63.3,0.17176837529909406
175,2018-12-10 17:00:00,68.76935272350852,65.4,0.051519154793708145
176,2018-12-10 16:00:00,58.83097659641241,66.7,0.11797636287237766
177,2018-12-10 15:00:00,60.97267804939929,63.8,0.044315391075246166
178,2018-12-10 14:00:00,62.27259557157692,63.5,0.01932920359721383
179,2018-12-10 13:00:00,64.12228435263303,63.5,0.009799753584772138
180,2018-12-10 12:00:00,61.962442826842604,64.7,0.04231154827136628
181,2018-12-10 11:00:00,55.90675108623201,61.9,0.09682146871999976
182,2018-12-10 10:00:00,54.71573616229982,63.8,0.14238658052821596
183,2018-12-10 09:00:00,58.28568234821152,69.4,0.16014866933412797
184,2018-12-10 08:00:00,59.353394317336225,71.6,0.17104197880815322
185,2018-12-10 07:00:00,62.30793269965628,71.8,0.13220149443375656
186,2018-12-10 06:00:00,60.69580526945792,72.4,0.16166014821190725
187,2018-12-10 05:00:00,63.8994429651581,74.3,0.13998057920379403
188,2018-12-10 04:00:00,64.72412000870511,79.0,0.1807073416619606
189,2018-12-10 03:00:00,68.16230474322862,81.3,0.1615952676109641
190,2018-12-10 02:00:00,73.89140434148351,85.1,0.13171087730336647
191,2018-12-10 01:00:00,87.66462822905066,83.8,0.04611728196957836
192,2018-12-10 00:00:00,111.81295630983715,84.4,0.32479806054309407
193,2018-12-09 23:00:00,115.49619439177539,86.3,0.3383104796265978
194,2018-12-09 22:00:00,111.18143915747912,85.2,0.3049464689844967
195,2018-12-09 21:00:00,104.24730206035352,84.2,0.2380914734008731
196,2018-12-09 20:00:00,115.18301068716238,83.2,0.38441118614377856
197,2018-12-09 19:00:00,115.28160242552215,83.0,0.3889349689821946
198,2018-12-09 18:00:00,104.79519433597653,80.8,0.29697022693040265
199,2018-12-09 17:00:00,89.23450404818163,74.6,0.19617297651718016
200,2018-12-09 16:00:00,80.58743152843405,72.1,0.11771749692696337
201,2018-12-09 15:00:00,79.49070387210229,74.8,0.06270994481420174
202,2018-12-09 14:00:00,63.8591901973636,61.3,0.04174861659646991
203,2018-12-09 13:00:00,52.34658073095152,59.7,0.12317285207786398
204,2018-12-09 12:00:00,58.27699446726127,58.8,0.008894651917325325
205,2018-12-09 11:00:00,61.294652901779614,58.9,0.04065624621018023
206,2018-12-09 10:00:00,48.87888427946902,71.0,0.31156501014832366
207,2018-12-09 09:00:00,78.10997339665117,77.0,0.014415238917547672
208,2018-12-09 08:00:00,35.83846659595438,78.9,0.5457735539169281
209,2018-12-09 07:00:00,53.688954028665606,77.7,0.3090224706735444
210,2018-12-09 06:00:00,48.71192232671053,75.6,0.3556624030858395
211,2018-12-09 05:00:00,49.36548000050986,74.6,0.33826434315670423
212,2018-12-09 04:00:00,44.865268436552505,73.6,0.39041754841640613
213,2018-12-09 03:00:00,43.781552655206305,72.4,0.3952824218894157
214,2018-12-09 02:00:00,44.07283468656976,73.0,0.3962625385401402
215,2018-12-09 01:00:00,40.91026859842238,68.4,0.40189665791780155
217,2018-12-08 23:00:00,39.11975801691695,63.0,0.37905146004893736
218,2018-12-08 22:00:00,29.610891233774545,61.7,0.5200828001008988
219,2018-12-08 21:00:00,29.878706851227058,62.0,0.5180853733673055
220,2018-12-08 20:00:00,24.12703306634119,55.7,0.5668396217892067
221,2018-12-08 19:00:00,20.306304469678917,53.2,0.6183025475624263
222,2018-12-08 18:00:00,15.89563832401781,49.7,0.6801682429775089
223,2018-12-08 17:00:00,12.914955462711912,46.3,0.7210592772632416
224,2018-12-08 16:00:00,13.292428787146562,46.8,0.7159737438643897
225,2018-12-08 15:00:00,9.169223340347576,44.8,0.7953298361529558
226,2018-12-08 14:00:00,4.918796073497153,37.6,0.869180955492097
227,2018-12-08 13:00:00,4.088717391451989,41.2,0.9007592866152431
228,2018-12-08 12:00:00,3.4336248178545192,43.2,0.9205179440311453
229,2018-12-08 11:00:00,3.386732739657108,45.4,0.9254023625626188
230,2018-12-08 10:00:00,3.2511339839274336,47.2,0.9311200427134019
231,2018-12-08 09:00:00,3.5062561497328515,48.2,0.9272560964785717
232,2018-12-08 08:00:00,3.419920888252532,48.2,0.9290472844760885
233,2018-12-08 07:00:00,3.581251178142244,45.9,0.9219770985154194
234,2018-12-08 06:00:00,3.9993810452095104,48.9,0.9182130665601327
235,2018-12-08 05:00:00,3.2499547660129773,48.4,0.9328521742559303
236,2018-12-08 04:00:00,3.093774677052458,50.9,0.9392185721600695
237,2018-12-08 03:00:00,3.0922479901146676,49.6,0.9376562905218818
238,2018-12-08 02:00:00,3.661686959136083,50.6,0.927634645076362
239,2018-12-08 01:00:00,3.412766203026763,50.0,0.9317446759394648
240,2018-12-08 00:00:00,4.368657514174842,52.6,0.9169456746354593
241,2018-12-07 23:00:00,4.359529543340212,53.8,0.918967852354271
242,2018-12-07 22:00:00,4.821628147197414,51.3,0.9060111472281206
243,2018-12-07 21:00:00,8.020627300896752,50.2,0.8402265477909014
244,2018-12-07 20:00:00,10.846492473910828,48.6,0.7768211425121229
246,2018-12-07 18:00:00,5.434282429983218,48.0,0.8867857827086829
247,2018-12-07 17:00:00,6.32779595038686,46.6,0.8642103873307542
248,2018-12-07 16:00:00,4.587810982932592,44.6,0.897134282893888
249,2018-12-07 15:00:00,4.246171826224262,42.2,0.8993798145444487
250,2018-12-07 14:00:00,4.452582845292433,45.2,0.9014915299714064
