,时间,千灵山,千灵山_root,相对偏差
573,2018-11-24 03:00:00,21.236403204001004,55.6,0.618050302086313
574,2018-11-24 02:00:00,22.1477989981062,61.9,0.6422003392874603
575,2018-11-24 01:00:00,26.52659972774578,55.0,0.5176981867682585
576,2018-11-24 00:00:00,40.2866091980115,57.9,0.30420364079427464
577,2018-11-23 23:00:00,95.94702328754525,89.4,0.073232922679477
578,2018-11-23 22:00:00,109.49342336485414,114.9,0.04705462693773601
579,2018-11-23 21:00:00,102.18107183926139,107.7,0.05124352981187196
580,2018-11-23 20:00:00,98.86682632676118,108.6,0.08962406697273306
581,2018-11-23 19:00:00,103.21177301210219,110.5,0.06595680532034222
582,2018-11-23 18:00:00,109.4951626625623,116.0,0.056076183943428504
583,2018-11-23 17:00:00,106.8135085684103,114.3,0.06549861269982238
584,2018-11-23 16:00:00,98.1558147965127,106.7,0.08007671231009655
585,2018-11-23 15:00:00,75.94710921148989,101.1,0.24879219375380918
586,2018-11-23 14:00:00,74.79012920569842,91.2,0.17993279379716648
587,2018-11-23 13:00:00,73.18703204509252,89.5,0.1822677983788545
588,2018-11-23 12:00:00,74.8434758278137,94.3,0.2063258130666627
589,2018-11-23 11:00:00,67.43177447231062,90.2,0.2524193517482193
590,2018-11-23 10:00:00,70.77730965455358,92.0,0.23068141679833068
591,2018-11-23 09:00:00,74.62767560398953,89.4,0.16523852791958024
592,2018-11-23 08:00:00,77.67031838760605,90.0,0.13699646235993285
593,2018-11-23 07:00:00,79.57033885327213,96.1,0.17200479861319315
594,2018-11-23 06:00:00,85.70204666749868,100.9,0.1506239180624512
595,2018-11-23 05:00:00,82.4537315999817,95.3,0.1347981993706013
596,2018-11-23 04:00:00,93.14953607884956,110.9,0.16005828603381822
597,2018-11-23 03:00:00,111.08000534768865,108.4,0.02472329656539344
598,2018-11-23 02:00:00,110.48580335411297,125.0,0.11611357316709621
599,2018-11-23 01:00:00,101.0518187758796,120.2,0.15930267241364732
600,2018-11-23 00:00:00,89.79344447072576,107.0,0.1608089301801331
601,2018-11-22 23:00:00,67.99373949392528,107.2,0.36573004203427917
602,2018-11-22 22:00:00,65.04656039010469,98.1,0.33693618358710814
603,2018-11-22 21:00:00,76.45653314642863,111.9,0.3167423311311115
604,2018-11-22 20:00:00,64.07291689400655,98.9,0.3521444196763746
605,2018-11-22 19:00:00,38.483362764950485,76.2,0.4949689925859517
606,2018-11-22 18:00:00,34.54197359008544,68.1,0.49277571820726224
607,2018-11-22 17:00:00,35.629954526691535,64.9,0.4510022414993601
608,2018-11-22 16:00:00,29.931939471007198,59.6,0.4977862504864564
609,2018-11-22 15:00:00,28.781921755051354,55.3,0.47953125216905323
610,2018-11-22 14:00:00,24.04599054805126,54.9,0.5620038151538932
611,2018-11-22 13:00:00,24.337293547319167,54.4,0.5526232803801624
612,2018-11-22 12:00:00,20.003382225996937,55.5,0.6395786986306858
613,2018-11-22 11:00:00,20.124696680898456,55.2,0.6354221615779266
614,2018-11-22 10:00:00,20.135601397374664,53.2,0.6215112519290477
615,2018-11-22 09:00:00,16.530311333771255,53.2,0.689279862147157
616,2018-11-22 08:00:00,17.35422517074124,54.0,0.678625459801088
617,2018-11-22 07:00:00,15.13437380734699,53.2,0.715519289335583
618,2018-11-22 06:00:00,16.10405613684623,53.5,0.6989896049187622
619,2018-11-22 05:00:00,15.703728459886058,53.3,0.7053709482197738
620,2018-11-22 04:00:00,14.290593352562906,52.7,0.7288312456819183
621,2018-11-22 03:00:00,13.38062422747497,52.5,0.7451309670957149
622,2018-11-22 02:00:00,12.668139288431588,50.8,0.7506271793615829
623,2018-11-22 01:00:00,13.103073368848813,51.3,0.7445794664941752
624,2018-11-22 00:00:00,13.134403325097853,51.2,0.7434686850566826
625,2018-11-21 23:00:00,14.343165066954764,50.0,0.7131366986609047
626,2018-11-21 22:00:00,34.47202319324224,52.2,0.33961641392256253
627,2018-11-21 21:00:00,36.82798785730723,65.1,0.4342859008094127
628,2018-11-21 20:00:00,41.22258805812717,71.4,0.42265282831754664
629,2018-11-21 19:00:00,38.98330818609852,71.1,0.4517115585640152
630,2018-11-21 18:00:00,38.63856674186561,66.1,0.41545284808070176
631,2018-11-21 17:00:00,35.07254100960973,61.2,0.42691926454886064
633,2018-11-21 15:00:00,29.87622202188195,55.8,0.46458383473329834
634,2018-11-21 14:00:00,22.177539797398865,54.6,0.5938179524285923
635,2018-11-21 13:00:00,17.484215197192846,53.5,0.6731922393048066
636,2018-11-21 12:00:00,8.012845337340663,49.8,0.8390994912180589
639,2018-11-21 09:00:00,10.464609080618892,38.4,0.7274841385255497
640,2018-11-21 08:00:00,10.617255468444451,39.7,0.7325628345479988
641,2018-11-21 07:00:00,8.928768861328734,39.0,0.7710572086838786
642,2018-11-21 06:00:00,8.743054070882012,37.4,0.7662285007785559
643,2018-11-21 05:00:00,10.410481170150796,39.1,0.7337472846508748
644,2018-11-21 04:00:00,10.004960224887508,37.2,0.7310494563202283
645,2018-11-21 03:00:00,9.143502030057803,37.0,0.7528783235119513
646,2018-11-21 02:00:00,11.694359779139612,37.9,0.6914416944818045
647,2018-11-21 01:00:00,12.444511043968031,36.9,0.6627503782122485
648,2018-11-21 00:00:00,15.462610797633678,38.6,0.5994142280405783
649,2018-11-20 23:00:00,15.747279965798947,43.8,0.6404730601415766
650,2018-11-20 22:00:00,24.834138470231455,47.5,0.4771760322056536
651,2018-11-20 21:00:00,33.699327055871244,51.0,0.3392288812574266
652,2018-11-20 20:00:00,37.77641908278974,56.0,0.32542108780732615
653,2018-11-20 19:00:00,37.41509483532142,54.3,0.31095589621875835
654,2018-11-20 18:00:00,32.12795913867608,56.1,0.42730910626245844
