,时间,宛平地区,宛平地区_root,相对偏差
581,2018-11-23 19:00:00,133.7003178081022,101.0,0.323765522852497
582,2018-11-23 18:00:00,110.87560335612963,97.7,0.13485776208935135
583,2018-11-23 17:00:00,100.86340669976565,90.8,0.11083047026173624
584,2018-11-23 16:00:00,93.4583401663409,86.2,0.08420348220813109
585,2018-11-23 15:00:00,65.15957371138637,66.0,0.01273373164566103
586,2018-11-23 14:00:00,58.88389112766619,60.1,0.020234756611211522
587,2018-11-23 13:00:00,57.77126660346217,59.4,0.027419754150468437
588,2018-11-23 12:00:00,55.12790104084759,56.2,0.019076493935096316
589,2018-11-23 11:00:00,52.755309960427105,55.4,0.04773808735691143
590,2018-11-23 10:00:00,63.10964361483002,59.1,0.06784506962487341
591,2018-11-23 09:00:00,66.03066059009927,58.0,0.1384596653465392
592,2018-11-23 08:00:00,59.17877514816904,55.0,0.07597772996670978
593,2018-11-23 07:00:00,55.386970616571304,55.1,0.005208178159188795
594,2018-11-23 06:00:00,56.25895603497147,53.3,0.05551512260734469
595,2018-11-23 05:00:00,65.09100047637803,56.2,0.1582028554515663
596,2018-11-23 04:00:00,75.58012007260533,59.2,0.27669121744265746
597,2018-11-23 03:00:00,79.4854320731778,72.2,0.10090626140135459
598,2018-11-23 02:00:00,94.37705295208865,87.6,0.077363618174528
599,2018-11-23 01:00:00,110.02568398593623,89.1,0.2348561614583191
600,2018-11-23 00:00:00,106.39344144840115,81.7,0.3022453053659871
601,2018-11-22 23:00:00,100.67248645648557,69.8,0.4422992329009395
602,2018-11-22 22:00:00,88.302073821616,61.6,0.4334752243768832
603,2018-11-22 21:00:00,72.3195988085806,56.3,0.2845399433140426
604,2018-11-22 20:00:00,52.586667167774934,45.6,0.1532163852582222
605,2018-11-22 19:00:00,43.11680140475685,39.4,0.09433506103443784
606,2018-11-22 18:00:00,34.34366797356784,34.2,0.004200817940580023
607,2018-11-22 17:00:00,29.31766102251762,33.6,0.1274505648060233
608,2018-11-22 16:00:00,26.779884391835107,31.2,0.14167037205656705
619,2018-11-22 05:00:00,32.02882752884203,33.7,0.04958968757145321
620,2018-11-22 04:00:00,41.321090210245295,46.0,0.10171543021205881
621,2018-11-22 03:00:00,38.63707236952284,38.9,0.006759065050826683
622,2018-11-22 02:00:00,47.20958237806233,47.4,0.00401724940796771
623,2018-11-22 01:00:00,49.52523886384879,48.1,0.029630745610161956
624,2018-11-22 00:00:00,50.44922019522748,47.4,0.0643295399837022
625,2018-11-21 23:00:00,47.18341737202316,46.6,0.012519686094917513
626,2018-11-21 22:00:00,47.72578744767742,49.0,0.02600433780250165
627,2018-11-21 21:00:00,54.8482483737988,50.7,0.08181949455224458
628,2018-11-21 20:00:00,49.99113292025373,44.6,0.12087741973663076
629,2018-11-21 19:00:00,37.14606517449651,33.6,0.10553765400287238
630,2018-11-21 18:00:00,30.06254135164011,32.7,0.08065622777858998
631,2018-11-21 17:00:00,29.98920296229253,32.3,0.07154170395379154
644,2018-11-21 04:00:00,31.59794244711371,34.4,0.08145516142111306
650,2018-11-20 22:00:00,81.76519879772555,52.8,0.5485833105629839
651,2018-11-20 21:00:00,66.68964525024343,49.6,0.3445492994000691
652,2018-11-20 20:00:00,58.26242627217141,43.5,0.3393661211993428
653,2018-11-20 19:00:00,56.43559172025078,44.2,0.27682334208712156
654,2018-11-20 18:00:00,52.16568842858122,47.7,0.09362030248597938
655,2018-11-20 17:00:00,40.980386033473394,42.4,0.033481461474684074
663,2018-11-20 09:00:00,42.168021100431275,33.1,0.2739583414027575
664,2018-11-20 08:00:00,53.56013477149732,44.9,0.19287605281731224
665,2018-11-20 07:00:00,64.92870273379592,52.8,0.22971027904916513
666,2018-11-20 06:00:00,65.03910883517487,52.5,0.2388401682890452
667,2018-11-20 05:00:00,65.31836511502681,52.6,0.2417940135936655
668,2018-11-20 04:00:00,73.73352509382626,54.9,0.3430514589039392
669,2018-11-20 03:00:00,72.67071688402275,54.1,0.34326648584145564
670,2018-11-20 02:00:00,69.6219634911513,52.3,0.33120389084419327
671,2018-11-20 01:00:00,71.96048686166007,53.2,0.35264073048233213
672,2018-11-20 00:00:00,77.48351221457646,54.6,0.4191119453219132
673,2018-11-19 23:00:00,71.14822873161192,53.2,0.337372720519021
674,2018-11-19 22:00:00,72.75732109459074,53.2,0.367618817567495
676,2018-11-19 20:00:00,76.72930848095797,59.8,0.2830988040293975
677,2018-11-19 19:00:00,97.04061561825444,81.0,0.1980322915833881
678,2018-11-19 18:00:00,108.20379457560736,73.8,0.4661760782602624
679,2018-11-19 17:00:00,101.38183019304238,71.8,0.4120032060312309
712,2018-11-18 08:00:00,49.604673791796074,48.2,0.02914260978830023
713,2018-11-18 07:00:00,65.09883145337527,46.7,0.3939792602435817
714,2018-11-18 06:00:00,68.86100153547748,47.2,0.45891952405672626
715,2018-11-18 05:00:00,68.24655966025455,45.3,0.5065465708665464
716,2018-11-18 04:00:00,63.62816637771532,45.8,0.38926127462260524
717,2018-11-18 03:00:00,67.4917803275563,51.4,0.31306965617813814
718,2018-11-18 02:00:00,74.81886945656622,55.0,0.36034308102847673
719,2018-11-18 01:00:00,75.50690997092497,62.4,0.21004663414943858
720,2018-11-18 00:00:00,83.47179273138471,81.5,0.024193775845211166
