,时间,长辛店,长辛店_root,相对偏差
140,2018-12-12 04:00:00,25.148756541760637,34.6,0.2731573253826406
141,2018-12-12 03:00:00,21.387345943102535,33.2,0.35580283303908034
142,2018-12-12 02:00:00,19.760943992038353,33.2,0.4047908436133027
143,2018-12-12 01:00:00,21.765415631902574,30.8,0.2933306613018645
163,2018-12-11 05:00:00,37.178811790258585,67.9,0.4524475435897116
164,2018-12-11 04:00:00,71.30126646805813,69.2,0.030365122370782198
165,2018-12-11 03:00:00,69.35194026103947,78.8,0.1198992352659965
166,2018-12-11 02:00:00,71.8204140612229,61.0,0.17738383706922795
167,2018-12-11 01:00:00,67.87852575872738,64.0,0.060601964980115275
168,2018-12-11 00:00:00,68.89714172776112,75.3,0.08503131835642594
169,2018-12-10 23:00:00,70.93411882197287,72.7,0.024289974938474956
170,2018-12-10 22:00:00,68.77316349426968,86.0,0.200312052392213
171,2018-12-10 21:00:00,74.17878996656967,90.7,0.18215226056703787
172,2018-12-10 20:00:00,81.4443895699309,71.2,0.14388187598217558
174,2018-12-10 18:00:00,72.33748923717967,54.6,0.32486244024138583
175,2018-12-10 17:00:00,56.33204427482098,51.6,0.0917062843957554
176,2018-12-10 16:00:00,54.12168288127399,46.9,0.15398044522972265
177,2018-12-10 15:00:00,53.31521979895522,63.4,0.15906593377042239
178,2018-12-10 14:00:00,56.988579756026766,60.4,0.05648046761545087
179,2018-12-10 13:00:00,59.471230356546165,61.4,0.031413186375469596
180,2018-12-10 12:00:00,56.91213270286124,59.1,0.037019751220621976
181,2018-12-10 11:00:00,53.83587462473983,59.8,0.09973453804782889
182,2018-12-10 10:00:00,51.00888544578359,50.7,0.0060924151042127785
183,2018-12-10 09:00:00,57.0394336977314,46.7,0.22140114984435533
184,2018-12-10 08:00:00,46.43785917433579,46.9,0.009853748948064116
185,2018-12-10 07:00:00,45.976017578859874,50.3,0.08596386523141397
186,2018-12-10 06:00:00,43.94581053925423,50.4,0.12805931469733664
187,2018-12-10 05:00:00,46.03696885306618,53.1,0.13301376924545807
188,2018-12-10 04:00:00,45.73050122618104,49.2,0.07051826776054801
189,2018-12-10 03:00:00,52.53070646792884,55.0,0.0448962460376575
190,2018-12-10 02:00:00,55.422528018198456,65.6,0.15514438996648688
191,2018-12-10 01:00:00,59.424966774897655,69.1,0.14001495260640145
192,2018-12-10 00:00:00,66.76953888119768,75.7,0.11797174529461463
193,2018-12-09 23:00:00,93.90653626426833,101.3,0.07298582167553477
194,2018-12-09 22:00:00,114.97896022341764,116.8,0.015591093977588639
195,2018-12-09 21:00:00,113.47713828762134,107.3,0.05756885636180192
196,2018-12-09 20:00:00,112.05907825321417,100.3,0.1172390653361333
197,2018-12-09 19:00:00,110.71427022220394,101.1,0.0950966391909391
198,2018-12-09 18:00:00,79.84334541277876,73.3,0.0892680138168999
199,2018-12-09 17:00:00,54.84166018910241,61.7,0.11115623680547147
200,2018-12-09 16:00:00,56.440470091886624,61.9,0.08819919076112076
201,2018-12-09 15:00:00,57.80531563456463,46.2,0.25119730810745944
202,2018-12-09 14:00:00,45.16379442527521,44.1,0.024122322568598913
203,2018-12-09 13:00:00,43.57803198635818,46.0,0.05265147855743094
204,2018-12-09 12:00:00,37.64571201235467,50.9,0.2603985852189652
205,2018-12-09 11:00:00,29.725930418913133,35.3,0.15790565385515196
206,2018-12-09 10:00:00,11.177075036424787,30.0,0.6274308321191737
207,2018-12-09 09:00:00,13.95530504138003,49.7,0.7192091540969813
208,2018-12-09 08:00:00,14.857245973346453,41.7,0.6437111277374952
209,2018-12-09 07:00:00,10.548859302387717,34.8,0.6968718591267896
210,2018-12-09 06:00:00,12.8014214561001,40.5,0.6839155196024667
211,2018-12-09 05:00:00,14.953072511647731,58.0,0.7421884049715908
212,2018-12-09 04:00:00,15.487113988691693,60.9,0.7456959936175419
213,2018-12-09 03:00:00,18.17593124089871,64.6,0.7186388352802058
214,2018-12-09 02:00:00,21.561567874434953,52.4,0.5885196970527681
215,2018-12-09 01:00:00,20.966418994430303,47.3,0.5567353278133128
217,2018-12-08 23:00:00,38.007373136148196,43.8,0.13225175488246121
218,2018-12-08 22:00:00,16.775430219761102,38.4,0.5631398380270546
219,2018-12-08 21:00:00,14.696375313474253,36.7,0.5995538061723638
220,2018-12-08 20:00:00,13.48452539733262,32.3,0.5825224335191139
285,2018-12-06 03:00:00,16.90520926768755,41.3,0.5906728990874685
286,2018-12-06 02:00:00,42.57728824578761,54.8,0.22304218529584655
287,2018-12-06 01:00:00,54.50351599368384,55.6,0.019720935365398564
288,2018-12-06 00:00:00,56.522089987053356,54.1,0.04477060974220618
289,2018-12-05 23:00:00,52.71020200974586,54.7,0.03637656289312869
290,2018-12-05 22:00:00,57.28823359785337,57.5,0.0036828939503761684
291,2018-12-05 21:00:00,66.16258374984403,65.6,0.008575971796403013
292,2018-12-05 20:00:00,66.49240441358698,71.3,0.06742770808433401
293,2018-12-05 19:00:00,68.71463559485015,74.2,0.07392674400471498
294,2018-12-05 18:00:00,60.02643514239936,72.8,0.17546105573627252
295,2018-12-05 17:00:00,60.37081052742419,59.8,0.009545326545555068
296,2018-12-05 16:00:00,59.42586995010305,50.7,0.17210788856219025
297,2018-12-05 15:00:00,53.578309844634056,49.5,0.08239009787139508
298,2018-12-05 14:00:00,50.241610208879685,52.6,0.0448363078159756
299,2018-12-05 13:00:00,45.7424223814622,49.5,0.07591065896035963
300,2018-12-05 12:00:00,39.54955698427358,38.6,0.024599921872372477
301,2018-12-05 11:00:00,34.859479449716794,34.7,0.004595949559561702
302,2018-12-05 10:00:00,32.26136351602894,30.5,0.0577496234763588
304,2018-12-05 08:00:00,24.507716456774627,33.8,0.27491963145637194
307,2018-12-05 05:00:00,30.52166391793088,37.3,0.18172482793750985
308,2018-12-05 04:00:00,29.931393138711872,33.6,0.10918472801452765
309,2018-12-05 03:00:00,30.824127866893537,32.3,0.045692635699890405
311,2018-12-05 01:00:00,26.798753590978787,31.2,0.14106559003273117
312,2018-12-05 00:00:00,24.08380705800537,32.3,0.2543712985137656
313,2018-12-04 23:00:00,29.789276694492553,37.1,0.1970545365365889
314,2018-12-04 22:00:00,34.43194321042609,31.8,0.08276550976182674
331,2018-12-04 05:00:00,27.93429418920556,33.2,0.158605596710676
338,2018-12-03 22:00:00,28.82362353851468,31.4,0.08205020577978718
339,2018-12-03 21:00:00,32.39639850470362,34.4,0.058244229514429646
340,2018-12-03 20:00:00,33.16537778680962,37.7,0.12028175631804724
341,2018-12-03 19:00:00,30.80430065846798,31.8,0.03131130004817675
343,2018-12-03 17:00:00,33.36259635388772,35.4,0.05755377531390626
344,2018-12-03 16:00:00,36.804286051229376,36.1,0.019509308898320615
345,2018-12-03 15:00:00,37.665100891465784,42.0,0.10321188353652896
346,2018-12-03 14:00:00,42.240634054856976,47.2,0.10507131239709802
347,2018-12-03 13:00:00,43.55550680971487,52.5,0.1703712988625739
348,2018-12-03 12:00:00,44.704948795137,56.3,0.205951175930071
349,2018-12-03 11:00:00,48.13500076204946,73.2,0.34241802237637353
350,2018-12-03 10:00:00,58.19467428393259,73.7,0.21038433807418466
351,2018-12-03 09:00:00,64.95866609631365,82.6,0.2135754709889388
352,2018-12-03 08:00:00,68.68560100819214,81.0,0.15202961718281313
353,2018-12-03 07:00:00,73.67583400038343,101.0,0.2705362970259066
354,2018-12-03 06:00:00,85.62647898618805,119.2,0.28165705548499964
355,2018-12-03 05:00:00,97.82457853036435,130.0,0.2475032420741204
356,2018-12-03 04:00:00,78.07618373604163,139.7,0.44111536337837054
357,2018-12-03 03:00:00,117.46477613447246,146.3,0.19709654043422797
358,2018-12-03 02:00:00,169.1866822416499,172.6,0.01977588504258461
359,2018-12-03 01:00:00,201.546315820092,190.1,0.060212076907375046
360,2018-12-03 00:00:00,214.62272050756357,187.5,0.14465450937367239
361,2018-12-02 23:00:00,194.50243037948337,185.4,0.04909617248912279
363,2018-12-02 21:00:00,214.69332075361004,206.5,0.03967709808043602
364,2018-12-02 20:00:00,224.05376423338558,209.4,0.06997977188818325
365,2018-12-02 19:00:00,229.42678138670874,233.2,0.016180182732809814
366,2018-12-02 18:00:00,246.39743738458685,239.8,0.027512249310203667
367,2018-12-02 17:00:00,238.754843922346,233.7,0.021629627395575564
368,2018-12-02 16:00:00,239.35915466189806,207.7,0.15242732143427093
369,2018-12-02 15:00:00,231.45381878342445,194.0,0.19306092156404356
370,2018-12-02 14:00:00,211.15638114277897,185.4,0.1389233071347301
371,2018-12-02 13:00:00,198.77628426833743,178.6,0.11296911684399463
372,2018-12-02 12:00:00,170.3602534160696,177.6,0.04076433887348189
373,2018-12-02 11:00:00,181.13275392671554,187.7,0.034987991866193134
374,2018-12-02 10:00:00,193.59062222947418,189.5,0.021586396989309645
375,2018-12-02 09:00:00,202.70097844238782,195.1,0.03895939744945068
376,2018-12-02 08:00:00,209.951504274857,193.9,0.08278238408899946
377,2018-12-02 07:00:00,208.44922031224212,191.3,0.08964568903419814
378,2018-12-02 06:00:00,221.03357750151864,199.8,0.10627416166926237
379,2018-12-02 05:00:00,213.20449772362022,198.1,0.07624683353669978
380,2018-12-02 04:00:00,244.05933066546484,210.8,0.15777671093674017
381,2018-12-02 03:00:00,214.5064573115924,219.5,0.022749625004134792
382,2018-12-02 02:00:00,246.02591564519858,213.3,0.15342670250913534
383,2018-12-02 01:00:00,234.0450212453687,194.5,0.20331630460343805
384,2018-12-02 00:00:00,231.66287752510627,211.2,0.09688862464538958
385,2018-12-01 23:00:00,223.59084779129793,210.5,0.06218930067124909
386,2018-12-01 22:00:00,217.3835345174551,217.4,7.573819017894198e-05
387,2018-12-01 21:00:00,226.44302039414563,218.0,0.0387294513492919
388,2018-12-01 20:00:00,235.8071283574991,216.7,0.08817318116058656
389,2018-12-01 19:00:00,225.86460872746702,217.3,0.03941375392299587
390,2018-12-01 18:00:00,222.98850108820406,210.2,0.06083968167556647
391,2018-12-01 17:00:00,215.58758794685113,187.7,0.1485753220396971
392,2018-12-01 16:00:00,197.28872677718005,175.8,0.12223394071205934
393,2018-12-01 15:00:00,174.48929097968576,166.2,0.049875396989685766
394,2018-12-01 14:00:00,166.46883826833405,154.0,0.08096648226190944
395,2018-12-01 13:00:00,157.49438769601826,144.0,0.09371102566679351
396,2018-12-01 12:00:00,144.33033679194162,106.4,0.3564881277438121
397,2018-12-01 11:00:00,90.32830492304826,83.8,0.07790340003637551
398,2018-12-01 10:00:00,80.34225726752483,72.9,0.10208857705795367
399,2018-12-01 09:00:00,80.01393628372948,79.4,0.007732195009187312
400,2018-12-01 08:00:00,81.08316450845187,90.6,0.10504233434379825
401,2018-12-01 07:00:00,81.19049816893049,70.6,0.15000705621714583
402,2018-12-01 06:00:00,77.55127655289512,83.3,0.06901228627977046
403,2018-12-01 05:00:00,76.538344864466,101.9,0.24888768533399416
404,2018-12-01 04:00:00,91.32562521278778,104.1,0.12271253397898377
405,2018-12-01 03:00:00,96.14904823003071,108.2,0.1113766337335424
406,2018-12-01 02:00:00,105.8172233369141,127.9,0.17265658063397896
407,2018-12-01 01:00:00,114.10391529892014,132.8,0.14078377033945683
408,2018-12-01 00:00:00,118.82639970286068,122.1,0.0268108132443842
409,2018-11-30 23:00:00,127.07411078855144,142.0,0.10511189585527157
410,2018-11-30 22:00:00,133.0202971064202,146.2,0.09014844660451292
411,2018-11-30 21:00:00,133.18994790983115,140.5,0.05202884049942244
412,2018-11-30 20:00:00,139.79108240487815,151.3,0.0760668710847446
413,2018-11-30 19:00:00,142.5799685726811,138.9,0.026493654230965478
414,2018-11-30 18:00:00,135.787460386295,135.6,0.0013824512263644194
415,2018-11-30 17:00:00,130.12927123170394,126.0,0.032771993902412214
416,2018-11-30 16:00:00,125.54954634418414,114.0,0.10131181003670295
417,2018-11-30 15:00:00,116.73399024497832,107.6,0.08488838517637845
418,2018-11-30 14:00:00,110.24043348400414,104.2,0.05796961117086507
419,2018-11-30 13:00:00,103.43968072481691,100.5,0.029250554475790145
420,2018-11-30 12:00:00,92.89310377345568,86.8,0.07019704808128666
421,2018-11-30 11:00:00,83.43950805021177,80.5,0.03651562795294125
422,2018-11-30 10:00:00,77.16048827543658,59.8,0.29030916848556154
423,2018-11-30 09:00:00,67.52099701945978,61.9,0.09080770629175744
424,2018-11-30 08:00:00,65.1775429769758,68.4,0.047111944781055626
425,2018-11-30 07:00:00,67.61565686582026,76.3,0.11381838970091404
426,2018-11-30 06:00:00,71.3554681319984,69.2,0.03114838341038156
427,2018-11-30 05:00:00,66.98414122132493,81.5,0.1781086966708597
428,2018-11-30 04:00:00,66.72819825151896,81.9,0.18524788459683814
429,2018-11-30 03:00:00,70.72954705404962,82.2,0.13954322318674434
430,2018-11-30 02:00:00,77.67180367162389,96.2,0.19260079343426312
431,2018-11-30 01:00:00,80.94157636009434,94.2,0.14074759702659934
432,2018-11-30 00:00:00,80.00055864617745,86.4,0.0740676082618351
433,2018-11-29 23:00:00,79.66255980212895,89.3,0.10792206268612592
434,2018-11-29 22:00:00,79.09726275418181,86.3,0.08346161350890133
435,2018-11-29 21:00:00,73.45324974224503,74.6,0.015371987369369433
436,2018-11-29 20:00:00,70.94520521387454,76.0,0.06651045771217705
437,2018-11-29 19:00:00,67.4629748153943,74.1,0.08956849102031972
438,2018-11-29 18:00:00,65.29991564309175,64.1,0.018719432809543787
439,2018-11-29 17:00:00,64.81196075129536,68.8,0.05796568675442788
440,2018-11-29 16:00:00,67.69773756575235,68.8,0.016021256311739087
441,2018-11-29 15:00:00,63.632268679957285,63.2,0.0068396943031215525
442,2018-11-29 14:00:00,57.358838146877844,55.5,0.03349257922302421
443,2018-11-29 13:00:00,56.44828421181427,60.9,0.07309878141520082
444,2018-11-29 12:00:00,51.830861691554226,59.0,0.1215108187872165
445,2018-11-29 11:00:00,54.58116704946476,65.5,0.1666997397028281
446,2018-11-29 10:00:00,53.38027539831413,68.9,0.22524999421895314
447,2018-11-29 09:00:00,62.87595955637158,66.0,0.047333946115582066
448,2018-11-29 08:00:00,59.3386029667557,54.6,0.08678760012373077
449,2018-11-29 07:00:00,58.58589061729973,56.1,0.04431177570944261
450,2018-11-29 06:00:00,58.2428013220372,56.4,0.03267378230562418
451,2018-11-29 05:00:00,64.5574776319872,82.9,0.2212608247046177
452,2018-11-29 04:00:00,66.4253617929444,67.1,0.010054220671469358
453,2018-11-29 03:00:00,70.30658141538387,70.6,0.004156070603627761
454,2018-11-29 02:00:00,68.95882645783239,89.1,0.22605133043959155
455,2018-11-29 01:00:00,68.00512553595732,75.6,0.10046130243442693
456,2018-11-29 00:00:00,69.12163075489352,67.1,0.030128625259217917
457,2018-11-28 23:00:00,65.98891634654848,68.7,0.039462644155044024
458,2018-11-28 22:00:00,70.12919568703087,73.4,0.04456136666170481
459,2018-11-28 21:00:00,68.82829006226544,78.1,0.11871587628341303
460,2018-11-28 20:00:00,69.81506999580247,78.9,0.11514486697335273
461,2018-11-28 19:00:00,68.82963187496156,76.7,0.10261236147377364
462,2018-11-28 18:00:00,64.77994506607483,83.6,0.2251202743292484
463,2018-11-28 17:00:00,54.229197168786484,70.2,0.2275043138349504
464,2018-11-28 16:00:00,61.99334790457975,69.5,0.10800938266791726
465,2018-11-28 15:00:00,51.85557858688218,66.2,0.21668310291718762
466,2018-11-28 14:00:00,50.424037515160244,63.6,0.20716922145974462
467,2018-11-28 13:00:00,44.29421187643659,57.0,0.22290856357128785
468,2018-11-28 12:00:00,48.13571627974764,64.8,0.2571648722261166
469,2018-11-28 11:00:00,44.09820982294473,51.0,0.13532921915794643
470,2018-11-28 10:00:00,35.65867388358951,38.1,0.064076800955656
471,2018-11-28 09:00:00,34.0825873848694,44.7,0.2375260092870381
472,2018-11-28 08:00:00,34.42080039264544,46.5,0.2597677334914959
473,2018-11-28 07:00:00,35.64064357026969,54.6,0.34724096025147094
474,2018-11-28 06:00:00,46.45714284028119,65.4,0.2896461339406546
475,2018-11-28 05:00:00,49.7154749597771,70.7,0.29681082093667477
476,2018-11-28 04:00:00,52.010693384854854,79.3,0.3441274478580724
477,2018-11-28 03:00:00,54.23881830389577,69.9,0.22405124028761425
478,2018-11-28 02:00:00,63.28983307406695,64.9,0.024809968042111826
479,2018-11-28 01:00:00,58.56807707827736,63.3,0.07475391661489156
480,2018-11-28 00:00:00,55.09977246508407,63.1,0.12678649025223343
481,2018-11-27 23:00:00,55.13241280121709,69.2,0.20328883235235418
482,2018-11-27 22:00:00,56.74552754349103,66.4,0.14539868157393035
483,2018-11-27 21:00:00,56.130707679331444,64.1,0.12432593323975899
484,2018-11-27 20:00:00,44.35515211076785,58.1,0.2365722528267152
485,2018-11-27 19:00:00,41.08626713339559,41.6,0.0123493477549138
487,2018-11-27 17:00:00,30.114587517612346,36.1,0.16580089978913173
489,2018-11-27 15:00:00,24.43148638526662,31.2,0.21693953893376217
490,2018-11-27 14:00:00,20.760365737864696,32.4,0.35924797105355877
492,2018-11-27 12:00:00,21.53470886857794,32.2,0.33122022147273483
493,2018-11-27 11:00:00,20.40967922612157,44.2,0.5382425514452134
494,2018-11-27 10:00:00,25.07120438964236,41.0,0.3885072100087229
495,2018-11-27 09:00:00,29.849704851007886,46.1,0.35250097937076175
496,2018-11-27 08:00:00,27.514628627133572,52.4,0.474911667421115
497,2018-11-27 07:00:00,36.99339378262509,57.5,0.3566366298673897
498,2018-11-27 06:00:00,42.45468373442985,61.7,0.31191760560081283
499,2018-11-27 05:00:00,50.14091743949565,72.9,0.31219591989717904
500,2018-11-27 04:00:00,55.672639295738186,79.4,0.2988332582400733
501,2018-11-27 03:00:00,66.21972246433404,109.5,0.3952536761248033
502,2018-11-27 02:00:00,95.27439258089895,171.4,0.4441400666225266
503,2018-11-27 01:00:00,164.8573217940538,229.7,0.28229289597712753
504,2018-11-27 00:00:00,251.17317432911383,264.0,0.04858646087456881
505,2018-11-26 23:00:00,241.6491259898842,292.9,0.17497737797922766
506,2018-11-26 22:00:00,323.784723907047,310.1,0.04413003517267651
507,2018-11-26 21:00:00,350.36799716242035,320.6,0.09285089570312018
508,2018-11-26 20:00:00,329.0996189905239,294.6,0.11710664966233487
509,2018-11-26 19:00:00,302.83939965671163,274.3,0.10404447559865702
510,2018-11-26 18:00:00,273.0078786192165,237.4,0.14999106410790441
511,2018-11-26 17:00:00,204.04836993806333,175.1,0.1653247854829431
512,2018-11-26 16:00:00,170.70187152456265,162.4,0.051119898550262576
513,2018-11-26 15:00:00,168.0188648137892,154.5,0.08750074313132174
514,2018-11-26 14:00:00,160.46298192089915,183.2,0.12411036069378185
515,2018-11-26 13:00:00,206.18247113610624,208.6,0.0115893042372663
516,2018-11-26 12:00:00,207.96594097940292,201.4,0.03260149443596281
