,时间,小屯公园,长辛店,丰台街道,新村街道,太平桥街道,右安门街道,西罗园街道,东铁匠营街道,方庄地区,宛平地区,长辛店街道,云岗街道,马家堡街道,东高地街道,大红门街道,南苑街道,和义街道,卢沟桥乡,花乡,南苑乡,长辛店镇,王佐镇,羊坊村盛芳花卉,千灵山,赵辛店村,小瓦窑村
0,2018/12/18 0:00,115.0,59.3,53.5,55.0,63.0,41.6,33.8,54.9,48.7,59.7,55.8,42.4,51.8,42.7,66.3,68.3,61.2,26.5,68.8,58.2,39.2,50.7,66.4,44.0,51.1,42.9
1,2018/12/17 23:00,92.1,63.7,59.0,48.4,66.5,39.3,29.0,51.5,43.5,58.7,54.6,44.0,50.0,41.5,61.9,60.4,58.8,25.8,68.2,54.3,35.8,51.6,64.6,46.8,50.6,46.6
2,2018/12/17 22:00,66.1,70.0,59.9,49.4,62.0,37.0,27.5,47.9,41.5,58.0,57.6,47.4,45.6,37.5,59.5,57.6,54.5,25.8,61.3,52.6,37.2,53.8,62.2,46.9,50.3,42.1
3,2018/12/17 21:00,67.8,68.1,55.8,55.0,58.5,31.2,25.2,46.4,39.6,57.2,55.6,47.2,38.1,32.8,55.4,65.9,51.8,23.3,57.7,50.6,38.1,53.1,58.4,47.9,50.4,41.4
4,2018/12/17 20:00,60.0,62.7,54.1,50.5,52.6,27.0,22.1,42.4,35.5,51.2,56.8,47.0,35.0,29.4,53.0,51.5,48.6,21.2,55.6,46.6,39.3,49.4,57.6,51.0,51.4,41.0
5,2018/12/17 19:00,53.8,51.5,,,,,,41.8,34.9,,,,,,,,,,,,35.9,,,,,
6,2018/12/17 18:00,45.7,27.7,46.0,40.2,51.8,22.8,14.4,36.6,24.0,47.8,48.3,43.2,24.1,22.8,40.6,40.6,35.2,18.0,43.6,35.7,36.0,53.6,54.2,45.1,44.9,38.7
7,2018/12/17 17:00,43.6,38.5,50.6,39.8,57.5,23.3,17.1,38.4,27.0,49.5,46.4,48.2,25.5,17.3,42.2,39.1,29.4,24.9,46.6,33.9,40.1,49.4,52.4,50.7,40.3,37.6
8,2018/12/17 16:00,35.0,37.8,45.7,44.9,48.3,24.9,15.5,40.0,26.9,50.4,48.6,45.2,24.9,22.7,40.7,41.9,33.1,29.2,49.8,33.9,42.7,44.1,54.4,54.8,40.7,34.2
9,2018/12/17 15:00,31.4,38.6,44.5,38.4,51.3,21.4,17.2,45.7,38.2,48.1,45.6,42.5,27.6,31.4,52.7,50.0,42.0,27.4,45.0,44.4,36.8,44.2,53.0,49.3,41.0,28.2
10,2018/12/17 14:00,33.8,48.3,48.0,49.0,56.0,22.7,20.6,46.7,34.0,49.0,51.4,43.3,31.8,35.7,49.9,51.8,48.7,25.4,53.4,45.6,46.3,53.0,55.6,65.0,42.7,32.2
11,2018/12/17 13:00,36.4,47.2,43.6,50.4,49.7,23.7,20.1,41.8,28.0,52.5,57.6,60.0,33.7,29.2,44.9,51.1,39.4,28.7,53.8,42.0,51.0,63.6,62.8,63.8,47.1,37.6
12,2018/12/17 12:00,30.4,44.4,43.6,36.3,49.0,20.6,14.1,39.2,22.8,50.6,51.7,51.8,23.4,26.7,37.9,44.0,36.4,24.5,41.6,34.7,50.8,60.4,58.3,61.8,43.0,31.2
13,2018/12/17 11:00,33.7,42.7,44.5,33.2,47.1,18.4,17.3,37.3,23.2,46.6,46.6,48.3,20.4,29.4,44.4,48.0,38.9,23.8,46.2,38.3,40.6,51.8,63.1,53.3,40.4,25.9
14,2018/12/17 10:00,31.4,38.4,44.4,36.0,45.4,22.2,13.3,27.7,13.6,50.3,47.1,45.1,21.2,18.9,36.6,51.1,31.6,21.9,47.7,35.5,35.7,29.4,56.8,45.1,36.3,24.0
15,2018/12/17 9:00,29.4,29.3,42.9,26.1,37.7,14.4,7.3,14.0,3.7,,32.4,33.7,14.5,9.3,17.6,32.6,15.6,13.1,24.0,18.4,15.8,15.6,52.1,23.3,30.1,15.0
16,2018/12/17 8:00,23.3,8.3,21.5,12.7,14.9,4.4,2.8,6.8,1.3,,16.4,25.7,5.8,7.2,7.1,17.0,14.2,11.0,12.4,8.0,2.0,3.9,49.6,9.7,12.3,7.7
17,2018/12/17 7:00,22.9,19.7,12.4,12.1,10.5,3.0,4.2,4.6,1.0,,6.4,3.4,3.7,8.8,2.4,19.4,9.2,1.4,13.2,2.7,1.7,2.1,46.4,1.1,3.3,5.2
18,2018/12/17 6:00,7.4,6.5,6.5,6.5,5.9,1.3,3.4,4.1,1.0,,5.5,2.1,1.0,3.6,3.0,3.5,4.0,1.0,5.4,2.4,1.2,1.7,41.0,1.2,6.3,2.4
19,2018/12/17 5:00,9.9,4.6,3.5,3.3,5.0,1.0,2.2,4.9,1.0,,3.3,1.0,1.4,2.2,2.3,3.4,7.2,1.2,2.5,3.3,1.0,2.0,40.7,1.2,8.8,1.3
20,2018/12/17 4:00,4.6,7.8,3.5,2.4,5.5,1.0,3.0,3.8,1.0,,2.6,2.0,1.4,2.4,2.2,3.6,3.1,1.2,2.3,2.6,1.0,1.6,37.4,1.0,11.5,1.5
21,2018/12/17 3:00,6.6,6.3,2.8,3.6,5.2,1.0,1.0,4.4,1.0,,3.0,2.1,1.0,2.3,1.9,3.1,3.2,1.2,5.9,2.4,1.0,1.6,39.3,1.2,3.6,1.3
22,2018/12/17 2:00,3.2,9.0,3.4,4.2,4.7,1.2,1.0,3.8,1.0,,3.0,1.4,1.5,2.6,1.9,3.2,2.5,1.2,3.4,3.0,1.8,2.3,39.4,1.5,1.8,1.8
23,2018/12/17 1:00,7.1,2.7,3.4,3.6,4.6,1.2,1.0,3.2,1.0,,3.7,1.2,1.5,2.2,1.7,3.0,2.6,1.2,4.8,2.6,1.8,2.5,37.3,1.8,1.5,1.5
24,2018/12/17 0:00,6.4,6.1,3.0,7.4,5.0,1.0,1.2,7.5,1.2,,3.6,1.2,1.5,2.7,2.5,2.9,2.5,1.2,17.2,2.4,1.6,3.7,40.5,2.1,2.4,1.2
25,2018/12/16 23:00,3.3,7.8,3.4,7.6,5.4,1.1,1.4,6.4,1.0,,3.6,1.2,1.6,3.8,2.5,3.2,2.9,1.2,25.2,2.2,2.6,4.5,42.2,3.2,2.3,1.5
26,2018/12/16 22:00,9.3,15.3,4.6,14.0,5.5,1.0,1.2,7.1,1.2,,3.5,1.8,1.9,4.4,3.0,7.7,4.2,1.8,62.7,3.2,1.9,3.9,74.2,2.5,3.5,1.7
27,2018/12/16 21:00,27.8,55.6,5.8,81.9,7.6,9.0,8.3,21.6,19.7,,6.5,3.3,13.8,23.2,36.3,53.6,26.0,1.6,151.3,43.5,2.6,36.4,119.0,4.4,6.0,2.2
28,2018/12/16 20:00,84.8,117.4,71.4,112.6,29.6,62.6,61.4,109.2,81.3,,86.8,16.5,88.9,84.1,133.9,179.0,156.2,9.0,159.6,136.6,4.0,71.7,121.0,4.8,82.1,15.4
29,2018/12/16 19:00,88.9,124.6,150.2,126.0,108.6,69.7,79.4,132.6,93.2,,127.9,103.5,92.8,88.8,159.6,175.4,150.9,48.6,161.0,145.9,21.4,106.8,120.0,28.8,106.5,57.3
30,2018/12/16 18:00,76.2,105.9,111.2,86.2,96.1,56.9,55.3,84.5,64.4,,112.7,119.1,55.2,,124.3,141.3,107.6,49.3,130.4,112.9,39.5,99.8,111.0,50.2,98.4,54.1
31,2018/12/16 17:00,62.7,97.6,115.8,60.5,71.6,40.4,36.3,49.5,31.0,,101.0,93.9,45.7,,52.7,61.1,38.7,43.0,104.8,42.6,55.7,94.5,90.6,66.2,89.9,51.0
32,2018/12/16 16:00,39.5,70.0,49.3,31.2,23.8,9.2,7.6,14.4,7.7,,97.0,77.9,16.5,,17.2,31.8,19.3,14.4,55.4,13.3,60.5,87.0,59.5,88.9,90.6,12.3
33,2018/12/16 15:00,32.5,63.1,33.3,32.2,21.4,19.5,30.8,30.7,23.9,,63.0,66.4,22.9,,61.2,58.2,59.1,7.6,54.9,57.2,53.0,73.6,57.5,78.5,56.5,9.1
34,2018/12/16 14:00,58.4,69.0,69.3,59.9,72.2,39.2,42.1,53.7,46.2,,69.0,63.3,49.9,51.0,76.5,89.6,62.1,35.1,75.6,62.2,53.4,64.6,67.5,72.8,55.0,29.8
35,2018/12/16 13:00,70.9,82.9,83.1,48.9,85.5,45.3,46.8,57.3,47.5,,65.2,79.7,56.7,52.1,88.8,90.2,68.5,50.1,88.5,76.2,60.4,98.4,76.6,78.8,65.4,53.3
36,2018/12/16 12:00,91.8,114.5,108.2,66.5,112.3,53.4,55.4,85.2,62.4,,54.3,93.7,52.0,61.2,122.2,119.8,92.8,52.9,111.6,106.4,56.0,95.3,86.8,73.9,77.3,59.7
37,2018/12/16 11:00,93.3,105.4,117.2,77.9,127.1,56.6,59.3,91.0,66.6,,56.7,72.1,56.4,68.8,130.8,150.7,117.8,114.8,123.0,114.3,50.2,61.5,97.4,65.1,96.1,64.5
38,2018/12/16 10:00,101.7,100.0,116.4,77.3,130.0,58.9,56.7,88.0,73.2,,57.8,80.1,52.4,66.8,124.8,149.4,117.4,101.6,121.3,119.5,50.0,71.6,103.8,61.6,89.1,62.7
39,2018/12/16 9:00,101.2,96.8,122.2,69.5,127.9,60.2,54.8,88.2,72.7,,53.5,79.7,51.0,68.5,128.9,147.4,122.2,47.2,120.0,129.6,51.7,78.4,104.5,57.6,78.1,65.8
40,2018/12/16 8:00,100.5,96.9,122.7,58.3,124.7,60.0,57.4,93.2,77.2,,55.6,86.8,48.8,84.8,127.6,153.8,130.9,44.1,116.7,138.9,48.3,85.8,103.0,56.7,83.3,63.6
41,2018/12/16 7:00,103.1,103.9,121.3,71.4,121.2,60.6,61.0,101.3,,,55.5,86.1,54.3,74.6,131.3,151.3,145.6,44.1,129.2,149.2,55.6,88.8,102.2,58.3,83.8,63.2
42,2018/12/16 6:00,102.4,111.3,121.7,75.3,129.1,64.3,63.8,84.3,,,55.6,88.7,62.7,81.4,157.3,163.8,159.8,46.2,138.8,162.3,61.2,93.0,107.7,63.0,90.8,64.2
43,2018/12/16 5:00,107.2,111.9,114.7,89.6,129.0,61.5,60.9,82.6,,,56.4,93.6,64.8,79.1,163.5,184.0,156.8,44.8,145.9,170.0,60.4,97.3,119.9,65.5,88.7,67.0
44,2018/12/16 4:00,117.6,115.0,120.8,98.0,127.7,63.6,57.0,84.4,,,58.6,96.7,68.4,78.8,160.2,189.8,162.4,44.5,166.6,171.1,70.2,101.0,122.1,65.4,96.3,67.6
45,2018/12/16 3:00,120.6,122.2,123.7,105.3,127.2,70.4,58.8,91.4,,,58.1,99.4,82.1,85.7,166.9,191.6,169.6,48.7,171.1,171.3,71.5,105.4,125.6,59.8,100.4,68.5
46,2018/12/16 2:00,115.5,112.6,143.0,114.2,131.2,67.3,61.6,103.0,,,59.9,99.0,77.6,90.3,170.8,195.1,176.7,55.5,164.0,166.7,69.8,99.2,134.4,104.7,107.4,72.1
47,2018/12/16 1:00,119.4,126.9,142.8,114.9,143.0,67.2,59.1,93.2,,,62.5,111.0,74.7,88.2,169.8,193.0,173.9,52.6,164.7,171.8,74.1,98.6,133.0,116.7,113.3,75.8
48,2018/12/16 0:00,130.6,126.2,148.4,113.8,141.9,69.8,56.8,95.9,,,61.3,118.8,76.9,91.6,173.5,205.0,187.4,54.5,169.2,178.6,72.0,104.0,136.9,111.0,109.3,80.6
49,2018/12/15 23:00,124.7,131.0,146.0,113.0,141.5,69.0,57.4,95.2,,,59.8,117.6,82.0,92.2,165.6,218.2,185.2,55.0,162.6,167.9,73.2,106.6,129.5,117.3,114.4,81.5
50,2018/12/15 22:00,127.6,124.6,147.8,118.9,143.4,68.6,60.5,103.9,,,60.1,119.3,86.9,89.2,169.0,188.5,169.7,53.9,156.2,173.2,70.0,104.8,124.8,114.0,107.7,79.5
51,2018/12/15 21:00,115.9,121.4,145.6,112.8,144.5,65.4,57.1,107.8,,,60.0,114.1,74.9,87.0,155.8,178.8,165.5,56.6,150.4,156.4,72.4,97.4,118.4,117.7,113.3,81.3
52,2018/12/15 20:00,89.8,115.1,142.5,101.1,127.9,62.9,55.6,115.4,,,58.8,108.8,68.5,84.6,163.7,173.9,157.3,55.1,142.0,169.8,73.8,95.4,106.0,110.2,104.4,69.9
53,2018/12/15 19:00,83.7,106.5,123.4,88.5,108.0,58.6,55.9,101.2,81.4,,54.7,95.8,58.6,87.6,150.9,165.8,167.0,48.2,120.2,157.8,72.1,97.4,98.8,110.4,99.4,66.6
54,2018/12/15 18:00,87.8,91.9,106.6,56.9,107.7,54.8,48.4,81.4,,,50.2,93.8,48.6,67.6,107.2,133.7,114.0,46.3,95.2,109.3,70.7,97.9,90.3,117.3,90.3,67.0
55,2018/12/15 17:00,88.1,89.6,107.0,52.0,108.7,53.5,45.6,79.4,,,52.3,90.7,50.4,57.3,98.9,115.8,83.4,48.3,93.1,95.3,68.9,93.6,78.1,116.4,83.5,67.9
56,2018/12/15 16:00,84.7,93.3,108.4,55.8,108.2,53.1,44.6,80.3,,,52.0,90.2,52.8,55.5,103.2,111.7,78.0,47.2,95.8,98.0,71.7,90.2,78.4,115.0,80.4,67.2
57,2018/12/15 15:00,78.9,84.2,103.7,56.9,102.7,51.4,47.0,77.8,,,52.6,92.6,62.1,55.5,102.1,108.9,74.4,64.7,98.3,99.4,72.9,89.3,77.6,111.3,79.8,64.2
58,2018/12/15 14:00,76.8,86.8,101.0,53.7,103.7,49.8,43.4,72.2,,,51.5,92.8,64.0,53.3,93.2,109.4,68.5,100.9,93.4,92.6,70.8,86.1,77.8,104.1,75.2,64.0
59,2018/12/15 13:00,74.7,83.4,100.2,48.8,106.0,49.0,43.8,70.2,,,50.5,89.2,64.1,53.9,92.4,109.6,66.8,99.4,90.8,93.0,65.3,86.2,74.4,97.7,70.6,62.5
60,2018/12/15 12:00,70.9,84.7,92.4,44.6,106.3,49.2,43.8,69.1,,,49.0,92.4,62.5,53.3,91.6,107.2,70.5,97.2,87.2,90.8,64.8,80.2,72.2,96.6,68.0,58.1
61,2018/12/15 11:00,74.5,85.2,90.0,51.1,101.2,51.0,41.6,68.0,,,48.8,85.7,62.4,56.4,86.7,99.3,71.1,89.5,84.8,92.8,62.7,77.5,71.2,105.0,65.8,56.2
62,2018/12/15 10:00,83.8,69.9,90.5,52.1,98.6,49.7,38.2,66.0,,,49.2,74.4,63.0,56.5,89.6,114.0,77.3,90.2,84.0,97.9,62.5,83.1,73.9,99.6,63.5,58.7
63,2018/12/15 9:00,80.4,84.3,88.4,61.0,94.8,50.0,35.0,65.5,,,47.3,71.3,60.6,58.3,103.4,107.8,84.2,92.3,83.9,107.3,62.8,85.6,76.6,98.3,66.2,57.3
64,2018/12/15 8:00,80.4,69.2,85.2,60.6,88.6,47.6,34.6,62.9,,,46.6,71.9,60.0,58.4,100.0,99.7,88.6,83.2,84.7,107.0,62.5,84.2,75.4,97.3,66.7,56.6
65,2018/12/15 7:00,82.0,68.9,82.3,59.8,87.2,48.2,34.1,62.3,,,44.2,73.4,60.0,58.2,93.0,91.4,78.8,78.3,87.0,102.8,61.8,82.1,75.4,106.0,65.4,57.4
66,2018/12/15 6:00,81.9,73.6,85.2,60.0,89.0,48.5,35.2,63.8,,,43.0,69.7,59.7,55.2,87.0,90.2,70.8,76.3,83.0,96.8,61.8,85.4,75.1,104.6,64.7,56.6
67,2018/12/15 5:00,81.0,73.2,80.2,58.4,87.8,47.1,34.1,62.0,,,45.7,70.9,59.3,53.4,79.8,93.2,67.6,76.6,79.0,89.8,60.6,88.2,75.6,101.8,64.0,56.8
68,2018/12/15 4:00,93.8,66.5,79.2,59.4,78.6,48.3,35.1,64.7,,,44.9,77.8,60.8,52.5,82.5,92.6,64.9,73.1,78.9,90.9,60.6,92.4,76.2,98.4,66.1,57.9
69,2018/12/15 3:00,96.9,84.9,84.7,62.3,77.1,48.7,34.2,63.4,,,46.4,75.4,60.6,50.6,83.1,87.8,63.2,72.4,85.5,88.8,61.2,93.1,75.7,100.7,70.5,57.8
70,2018/12/15 2:00,96.4,84.3,88.4,54.7,78.7,50.7,36.3,66.0,,,47.3,77.1,58.4,49.1,87.2,81.2,61.5,72.2,94.9,81.8,62.8,94.0,76.7,97.3,71.9,54.9
71,2018/12/15 1:00,94.9,91.8,94.2,47.0,81.9,52.3,36.2,60.9,,,48.8,82.7,59.2,48.1,78.7,83.9,57.2,70.7,95.9,77.0,62.5,94.6,74.7,101.0,80.4,55.0
72,2018/12/15 0:00,100.2,84.1,91.6,50.4,79.9,48.5,35.6,59.8,,,47.7,83.3,61.2,47.2,77.2,80.9,54.4,83.6,85.7,77.8,64.8,100.9,72.7,102.1,81.7,51.9
73,2018/12/14 23:00,85.8,85.1,85.0,62.9,78.7,49.1,34.2,57.8,,,49.3,84.0,63.3,44.8,73.7,72.5,48.2,90.7,81.1,69.8,66.6,108.6,70.8,103.3,78.8,53.2
74,2018/12/14 22:00,66.9,81.9,79.0,60.0,75.6,46.3,29.4,54.2,,,44.4,84.0,59.4,43.1,69.3,69.2,53.7,78.0,71.6,65.5,66.8,111.1,67.6,94.8,74.0,52.1
75,2018/12/14 21:00,60.6,77.2,73.9,55.1,68.4,40.8,26.4,53.5,,,43.9,81.2,51.1,42.5,64.2,65.4,63.0,82.3,66.9,59.4,72.9,112.9,63.1,81.8,79.6,51.7
76,2018/12/14 20:00,58.4,48.4,64.9,48.2,63.5,37.1,24.2,51.2,,,42.3,80.1,45.2,38.7,59.4,60.6,57.2,71.0,63.9,55.0,85.1,114.6,62.1,104.9,62.7,49.0
77,2018/12/14 19:00,57.6,72.6,60.6,47.1,60.4,34.0,20.1,50.0,,,40.0,91.4,42.1,35.1,55.3,56.5,52.6,62.8,58.7,51.0,87.1,118.7,60.4,104.6,56.3,48.8
78,2018/12/14 18:00,67.9,97.9,54.0,44.0,58.8,32.8,19.4,50.5,,,56.8,112.0,39.2,29.8,52.4,52.5,49.0,60.5,56.9,47.3,88.7,116.4,62.9,120.2,86.2,61.2
79,2018/12/14 17:00,81.6,86.5,63.3,45.9,69.9,35.2,25.8,54.3,,,58.3,117.8,43.1,30.1,58.0,56.0,47.7,77.9,57.6,46.6,88.4,116.2,65.2,145.6,77.9,65.9
80,2018/12/14 16:00,79.2,80.9,87.1,53.4,98.5,41.6,30.2,61.4,51.5,,58.0,123.4,53.2,33.8,63.9,73.7,46.9,98.8,71.1,51.6,90.2,121.5,67.0,131.7,85.2,68.8
81,2018/12/14 15:00,71.6,72.6,93.8,53.4,88.0,46.5,35.0,69.0,57.4,,53.8,88.3,59.4,45.1,77.3,84.2,55.1,84.6,90.0,67.9,64.5,97.4,77.8,97.8,85.5,56.8
82,2018/12/14 14:00,57.9,57.9,79.1,59.0,85.0,47.6,35.4,77.4,63.2,,47.3,69.0,60.1,57.5,95.5,104.4,76.9,79.2,82.5,92.8,53.7,70.2,76.9,75.8,65.0,51.0
83,2018/12/14 13:00,37.0,45.3,73.0,63.5,77.5,43.2,32.9,68.2,51.4,,37.1,56.1,54.6,55.1,81.1,93.4,71.9,61.0,76.6,77.0,44.0,56.3,74.5,63.6,52.8,38.2
84,2018/12/14 12:00,23.1,37.7,46.6,51.5,51.8,34.6,26.6,57.9,45.1,,22.5,39.6,47.9,43.3,66.6,70.8,57.9,45.4,65.6,57.3,36.7,43.1,66.0,54.6,38.6,25.9
85,2018/12/14 11:00,23.6,30.3,41.1,40.8,45.0,25.0,16.7,36.1,26.8,,13.0,26.5,28.2,35.6,54.1,57.7,50.4,37.1,40.6,49.7,19.8,30.4,57.8,36.4,27.5,18.9
86,2018/12/14 10:00,26.8,30.8,37.9,39.0,39.2,20.8,8.1,24.8,20.4,,9.4,25.2,15.5,28.7,47.7,55.7,46.3,41.5,37.0,47.4,16.4,35.4,58.8,48.6,21.8,17.3
87,2018/12/14 9:00,25.8,12.5,36.1,46.6,33.0,17.8,8.8,26.7,16.4,,9.0,21.4,13.4,29.6,54.5,55.7,52.0,32.4,43.1,51.9,18.1,58.4,60.4,51.9,22.7,13.5
88,2018/12/14 8:00,32.1,15.0,29.4,42.4,34.2,16.6,8.0,28.1,18.3,,6.8,21.0,14.3,29.2,53.7,53.3,47.6,27.5,47.3,51.8,18.0,50.3,60.6,53.0,35.0,12.7
89,2018/12/14 7:00,36.4,25.5,29.3,38.6,29.5,14.1,7.2,24.6,20.1,,7.6,23.7,28.9,29.0,55.5,50.4,46.3,25.2,48.6,49.8,20.2,51.3,61.6,54.5,32.2,13.0
90,2018/12/14 6:00,36.6,25.9,36.7,35.0,34.0,28.5,12.6,26.8,35.8,,9.5,22.1,35.2,26.5,50.3,48.0,43.9,27.3,47.0,50.2,21.1,48.9,61.5,64.0,33.5,14.0
91,2018/12/14 5:00,50.9,32.6,38.0,33.5,48.7,44.9,16.7,30.6,36.0,,11.0,29.9,36.8,24.6,52.7,47.7,41.8,39.9,43.1,47.8,28.6,50.0,61.8,67.3,35.0,21.8
92,2018/12/14 4:00,62.7,29.0,35.2,35.5,49.1,48.7,26.9,33.2,22.5,,9.5,30.6,48.2,23.5,49.1,43.4,37.8,40.0,43.4,48.0,30.4,50.3,61.4,63.8,35.6,19.4
93,2018/12/14 3:00,55.4,36.8,35.8,37.0,47.4,42.4,21.8,29.3,27.0,,8.5,46.0,58.7,21.6,41.4,41.0,36.1,36.6,44.7,39.7,44.7,48.8,57.6,63.1,39.1,22.1
94,2018/12/14 2:00,55.4,27.0,36.0,40.5,39.9,25.6,8.8,25.2,16.0,,10.3,72.5,34.3,20.3,33.5,40.9,43.5,41.7,46.1,35.7,32.2,47.3,54.9,56.8,37.5,26.0
95,2018/12/14 1:00,74.5,30.8,36.2,41.3,31.7,11.0,6.2,17.6,9.8,,9.7,32.8,16.3,15.6,29.0,38.6,30.5,41.6,44.4,30.2,33.7,44.1,48.8,52.8,33.5,28.8
96,2018/12/14 0:00,80.4,36.9,31.6,26.2,25.4,8.8,5.6,13.6,7.1,,8.1,37.3,15.8,14.2,25.7,36.1,28.6,30.3,30.6,28.7,26.6,41.6,46.0,53.3,33.8,20.3
97,2018/12/13 23:00,40.0,23.3,23.0,11.8,19.0,7.9,6.5,15.1,6.8,,8.0,34.1,15.9,15.2,24.0,31.7,35.5,21.5,30.5,24.8,46.0,40.3,45.1,66.0,28.3,16.3
98,2018/12/13 22:00,23.9,28.0,19.7,13.7,15.2,7.1,4.6,14.8,6.6,,7.4,31.0,13.1,13.6,20.8,29.8,30.7,17.2,25.9,24.6,30.6,43.2,47.1,60.6,21.8,11.4
99,2018/12/13 21:00,17.0,23.4,16.4,13.0,15.4,5.9,3.2,12.3,4.3,,5.6,16.9,8.9,12.0,20.4,28.3,22.1,15.4,21.3,24.5,14.3,47.1,44.1,37.2,15.7,7.9
100,2018/12/13 20:00,29.6,22.1,16.2,16.2,14.3,4.1,3.0,11.5,4.1,,5.5,27.2,7.2,7.4,17.2,16.2,15.6,17.9,12.1,15.3,30.8,43.8,43.2,49.8,20.7,8.7
101,2018/12/13 19:00,31.9,34.3,23.6,15.0,24.1,3.1,2.8,11.5,4.0,,18.3,39.1,5.8,7.7,16.0,11.6,13.1,26.1,13.4,13.3,31.8,41.2,41.7,45.0,33.5,29.2
102,2018/12/13 18:00,19.2,2.3,23.8,16.0,13.8,3.4,2.0,11.1,3.7,,12.8,33.1,4.0,6.2,6.6,12.2,9.0,23.9,7.0,8.0,27.5,50.8,46.0,39.6,33.8,20.5
103,2018/12/13 17:00,5.8,4.5,5.8,8.6,6.7,2.2,1.2,6.9,1.2,,3.4,19.9,3.4,4.4,5.0,8.5,6.6,6.0,4.5,5.4,15.5,30.0,41.5,28.3,11.3,5.6
104,2018/12/13 16:00,4.9,9.5,5.8,7.6,7.7,2.3,1.2,5.2,2.3,,1.4,6.2,3.3,4.9,5.6,6.4,6.4,5.6,4.1,4.9,8.6,18.0,38.4,23.4,3.1,2.9
105,2018/12/13 15:00,3.8,1.7,5.2,6.4,6.7,1.7,1.2,5.5,1.4,,1.0,1.2,2.5,4.3,5.4,4.5,5.7,5.6,3.0,4.0,1.6,18.8,35.8,2.8,3.0,2.6
106,2018/12/13 14:00,0.6,5.8,3.7,5.4,6.6,2.4,1.1,5.4,1.2,,1.0,1.4,3.4,6.7,3.8,5.3,4.3,4.1,2.8,4.9,1.5,1.8,39.6,1.3,2.7,1.4
107,2018/12/13 13:00,,3.7,4.5,5.4,6.0,1.6,1.0,4.9,2.2,,1.2,1.2,1.8,3.9,4.2,4.7,4.4,4.7,2.8,4.2,1.3,2.1,38.0,1.3,2.5,1.2
108,2018/12/13 12:00,2.2,9.5,3.9,5.1,6.9,1.5,1.0,5.8,1.9,,1.0,1.4,2.3,5.6,5.1,4.0,4.9,3.5,2.6,4.3,1.0,1.6,37.4,1.0,2.6,1.3
109,2018/12/13 11:00,7.9,6.4,5.0,5.9,7.6,1.8,1.0,6.6,1.5,,1.0,1.6,2.5,8.4,4.9,4.8,5.3,4.6,3.5,5.1,1.1,1.1,37.9,1.0,2.2,2.4
110,2018/12/13 10:00,6.3,3.7,5.2,6.0,9.1,1.3,1.2,7.8,2.0,,1.0,1.7,2.4,5.1,5.1,4.8,6.3,5.7,4.0,5.1,1.3,1.5,38.1,1.1,2.9,2.2
111,2018/12/13 9:00,12.6,5.7,5.0,5.9,6.8,1.5,1.0,8.6,1.7,,1.1,1.9,2.3,5.0,5.3,4.7,18.5,6.8,4.6,4.4,1.2,1.6,39.5,1.2,3.4,2.0
112,2018/12/13 8:00,7.3,1.4,5.9,6.3,6.9,1.6,1.0,8.8,5.1,,1.0,1.3,1.8,4.6,4.7,5.0,6.8,4.4,3.8,5.7,1.2,1.4,43.0,1.0,3.1,2.1
113,2018/12/13 7:00,6.2,12.3,6.1,8.9,7.9,1.6,1.1,7.4,8.6,,1.0,1.0,3.2,4.7,6.5,6.6,6.5,6.0,4.9,5.1,1.1,1.5,42.6,,1.5,2.8
114,2018/12/13 6:00,10.9,2.0,,8.8,7.8,,1.1,9.3,7.6,,1.3,1.0,2.9,3.2,6.3,,8.2,6.2,5.2,6.0,1.6,1.5,42.1,,2.0,3.1
115,2018/12/13 5:00,9.1,14.3,,11.7,,,,7.7,2.3,,,1.0,2.5,,,,,7.7,7.2,,1.3,,,,,4.3
116,2018/12/13 4:00,13.0,16.1,10.5,13.8,12.6,3.3,1.2,7.2,1.8,,3.8,3.5,6.7,4.9,7.6,10.8,12.0,9.0,8.9,6.3,1.0,1.4,42.0,3.0,8.4,6.6
117,2018/12/13 3:00,16.3,30.8,13.9,15.1,14.8,5.5,2.0,11.7,5.0,,6.7,4.8,7.2,8.1,11.7,19.9,15.6,13.0,22.7,13.2,1.2,2.6,44.0,2.9,11.6,11.6
118,2018/12/13 2:00,22.7,26.7,28.4,25.7,27.4,16.8,9.0,26.0,14.8,,7.3,6.1,12.3,27.9,32.8,32.2,50.0,25.5,35.8,30.5,1.6,2.1,49.6,1.8,13.9,21.7
119,2018/12/13 1:00,40.0,21.3,41.4,40.7,44.2,34.0,15.1,48.0,29.3,,8.0,13.7,24.9,45.8,55.2,62.7,59.5,43.7,43.7,51.0,1.8,3.4,50.0,1.8,8.4,25.2
120,2018/12/13 0:00,56.3,39.7,36.8,42.5,50.9,41.9,24.1,57.6,45.0,,13.8,5.2,45.1,50.3,77.4,61.6,63.0,49.6,62.2,79.6,3.0,44.0,64.8,3.9,8.6,39.2
121,2018/12/12 23:00,56.8,49.5,57.8,58.0,60.0,42.7,33.0,64.7,58.8,,23.0,37.5,57.4,58.1,92.4,108.9,95.0,63.1,71.2,97.6,9.9,54.8,74.7,12.2,39.7,40.9
122,2018/12/12 22:00,58.6,57.3,68.3,77.6,68.8,51.6,40.0,80.3,72.3,,27.9,43.8,49.0,65.7,115.6,136.6,117.0,68.1,80.6,115.0,30.9,51.8,90.5,34.2,54.4,39.1
