,时间,太平桥街道,太平桥街道_root,相对偏差
589,2018-11-23 11:00:00,50.20297713652766,61.2,0.17968991606980955
590,2018-11-23 10:00:00,54.82379909209233,62.6,0.1242204617876625
591,2018-11-23 09:00:00,60.74881745787769,65.7,0.0753604648724857
592,2018-11-23 08:00:00,58.79243742097451,63.4,0.07267448862816231
593,2018-11-23 07:00:00,69.44871020931306,70.1,0.009290867199528265
594,2018-11-23 06:00:00,73.53685910766413,78.2,0.05963095770250479
595,2018-11-23 05:00:00,68.83919824445015,73.8,0.06721953598306032
596,2018-11-23 04:00:00,85.09590675547146,85.5,0.00472623677811157
597,2018-11-23 03:00:00,82.81475256869128,84.5,0.0199437565835352
598,2018-11-23 02:00:00,77.58065085319153,78.6,0.012968818661685318
599,2018-11-23 01:00:00,82.0153199038823,86.2,0.04854617280879005
600,2018-11-23 00:00:00,85.71871119918892,86.0,0.0032708000094312
601,2018-11-22 23:00:00,82.33836399812262,76.9,0.07071994795998193
602,2018-11-22 22:00:00,77.32324313843867,74.5,0.037895881052868056
603,2018-11-22 21:00:00,66.94304337198922,69.6,0.038174664195557116
604,2018-11-22 20:00:00,50.72390624968183,53.6,0.05365846549101062
605,2018-11-22 19:00:00,42.86636499263342,46.0,0.06812250016014301
606,2018-11-22 18:00:00,33.58918188067498,37.2,0.09706500320766194
607,2018-11-22 17:00:00,31.990233368866633,34.2,0.0646130593898646
620,2018-11-22 04:00:00,37.44017594415027,40.8,0.08234862881984628
621,2018-11-22 03:00:00,36.9554669802621,44.1,0.16200755146797957
622,2018-11-22 02:00:00,35.09665727574317,41.4,0.15225465517528575
623,2018-11-22 01:00:00,34.01595666451593,40.8,0.16627557194813883
624,2018-11-22 00:00:00,33.18642898869438,41.0,0.1905749027147712
625,2018-11-21 23:00:00,41.91266996839026,49.8,0.15838012111666136
626,2018-11-21 22:00:00,45.04879797097063,52.8,0.14680306873161678
627,2018-11-21 21:00:00,45.91022802460666,51.1,0.10156109540887165
628,2018-11-21 20:00:00,43.732526709848145,47.3,0.07542226829073684
629,2018-11-21 19:00:00,37.252731613755465,39.7,0.061644039955781806
630,2018-11-21 18:00:00,29.114119665879137,37.0,0.21313190092218548
643,2018-11-21 05:00:00,33.79593251671763,36.6,0.07661386566345284
644,2018-11-21 04:00:00,38.91260440884272,43.9,0.11360810002636175
645,2018-11-21 03:00:00,35.45075084970212,36.7,0.034039486384138555
649,2018-11-20 23:00:00,31.698712080920938,32.6,0.027646868683406853
650,2018-11-20 22:00:00,38.92513604810834,41.7,0.06654350004536355
651,2018-11-20 21:00:00,42.06008675675458,43.1,0.02412791747669193
652,2018-11-20 20:00:00,41.93160428667549,44.7,0.06193279000725986
653,2018-11-20 19:00:00,36.33889568304465,35.0,0.038254162372704216
662,2018-11-20 10:00:00,34.4564934155137,38.8,0.11194604599191493
663,2018-11-20 09:00:00,35.461342443813514,40.8,0.13084944990653147
664,2018-11-20 08:00:00,43.82044002854537,49.4,0.11294655812661192
665,2018-11-20 07:00:00,51.81921228467958,56.7,0.08608091208677994
666,2018-11-20 06:00:00,63.623137883460515,67.0,0.05040092711252962
667,2018-11-20 05:00:00,61.96334863383792,64.2,0.034838806326512234
668,2018-11-20 04:00:00,53.8553808053578,61.0,0.11712490483020005
669,2018-11-20 03:00:00,53.23562453137485,58.1,0.08372419050989928
670,2018-11-20 02:00:00,53.65743027128046,57.8,0.07167075655224112
671,2018-11-20 01:00:00,53.00461149489922,58.2,0.08926784373025395
672,2018-11-20 00:00:00,51.394058329720544,57.8,0.11082944066227429
673,2018-11-19 23:00:00,52.45758258289031,57.2,0.0829093954040156
674,2018-11-19 22:00:00,56.23765526846792,61.3,0.08258311144424273
676,2018-11-19 20:00:00,59.512490953049465,59.5,0.00020993198402461836
677,2018-11-19 19:00:00,69.53440979954222,62.2,0.11791655626273656
678,2018-11-19 18:00:00,81.39625274347983,79.4,0.025141722210073412
679,2018-11-19 17:00:00,91.13900933721712,89.9,0.013782083840012371
712,2018-11-18 08:00:00,40.614373310481895,51.9,0.21744945451865325
713,2018-11-18 07:00:00,56.16220405678937,65.2,0.13861650219648208
714,2018-11-18 06:00:00,52.478826618301014,60.2,0.12825869404815596
715,2018-11-18 05:00:00,50.862646468006666,63.5,0.1990134414487139
716,2018-11-18 04:00:00,54.38632922036197,61.9,0.12138401905715714
717,2018-11-18 03:00:00,62.97555165374293,73.2,0.13967825609640805
718,2018-11-18 02:00:00,77.66715955196445,95.1,0.18331062511078391
719,2018-11-18 01:00:00,84.22837161363009,96.6,0.12807068722950213
720,2018-11-18 00:00:00,90.06970978436058,105.3,0.14463713405165635
