,时间,云岗街道,云岗街道_root,相对偏差
531,2018-11-25 21:00:00,118.95524328137327,91.8,0.2958087503417568
532,2018-11-25 20:00:00,103.45938739080322,95.4,0.08447995168556822
533,2018-11-25 19:00:00,105.1038848410845,84.1,0.24974892795582046
534,2018-11-25 18:00:00,99.90169571538485,78.3,0.2758837256115562
535,2018-11-25 17:00:00,84.78574256508301,67.8,0.2505271764761507
536,2018-11-25 16:00:00,86.10680975143605,72.4,0.18932057667729335
537,2018-11-25 15:00:00,80.52704347876792,70.3,0.14547714763539013
538,2018-11-25 14:00:00,88.30168144142604,60.8,0.4523302868655599
539,2018-11-25 13:00:00,94.83901895114826,75.7,0.252827198826265
540,2018-11-25 12:00:00,101.85669172981372,76.4,0.3332027713326402
541,2018-11-25 11:00:00,103.63237464019497,86.2,0.20223172436421072
542,2018-11-25 10:00:00,112.77095769096013,90.8,0.24197089968017768
543,2018-11-25 09:00:00,101.84254775914104,93.0,0.0950811587004413
544,2018-11-25 08:00:00,91.69526918758812,91.0,0.0076403207427266405
545,2018-11-25 07:00:00,91.36366381018998,94.8,0.0362482720444095
546,2018-11-25 06:00:00,92.83280300463161,77.8,0.1932236890055478
547,2018-11-25 05:00:00,89.8542808067407,84.3,0.0658870795580155
548,2018-11-25 04:00:00,73.68676199529713,76.4,0.03551358644899048
549,2018-11-25 03:00:00,80.28584589716348,52.3,0.5351022160069501
550,2018-11-25 02:00:00,114.13808128643171,63.3,0.8031292462311488
551,2018-11-25 01:00:00,146.7002083393282,78.3,0.8735658791740514
552,2018-11-25 00:00:00,167.0571080538535,90.8,0.8398359917825278
553,2018-11-24 23:00:00,163.47805364673036,144.6,0.13055362134668302
554,2018-11-24 22:00:00,171.54642853993647,128.7,0.3329170826723892
555,2018-11-24 21:00:00,183.9281290746929,131.2,0.40189122770345204
556,2018-11-24 20:00:00,185.75904115386737,138.8,0.3383216221460184
557,2018-11-24 19:00:00,187.63109141211496,142.0,0.3213457141698236
558,2018-11-24 18:00:00,177.58095577969237,138.8,0.2794016987009536
559,2018-11-24 17:00:00,136.70501525180978,117.6,0.1624576126854574
560,2018-11-24 16:00:00,112.97557986988974,93.7,0.2057159004257176
561,2018-11-24 15:00:00,131.27040081106162,105.3,0.24663248633486823
562,2018-11-24 14:00:00,116.23533845922636,94.2,0.23392079043764705
563,2018-11-24 13:00:00,122.46144226927137,91.9,0.33255105842515087
564,2018-11-24 12:00:00,96.54645375659024,79.3,0.21748365392925906
565,2018-11-24 11:00:00,95.48741609385308,64.7,0.47584878043049583
566,2018-11-24 10:00:00,85.19573244156042,65.8,0.29476797023648066
567,2018-11-24 09:00:00,76.77076996891138,63.2,0.21472737292581293
568,2018-11-24 08:00:00,76.10275539627553,64.4,0.18171980428999254
569,2018-11-24 07:00:00,77.7953648029667,65.9,0.1805062944304506
570,2018-11-24 06:00:00,76.07148969018284,63.8,0.19234309859220763
571,2018-11-24 05:00:00,79.35685458697773,61.1,0.2988028573973442
572,2018-11-24 04:00:00,77.46429418734189,56.3,0.37591996780358605
573,2018-11-24 03:00:00,71.91200597828674,53.8,0.3366543862135083
574,2018-11-24 02:00:00,95.33128107268902,62.6,0.5228639148991856
575,2018-11-24 01:00:00,104.31285716303229,64.8,0.6097663142443256
576,2018-11-24 00:00:00,107.13265738412989,82.6,0.2970055373381343
577,2018-11-23 23:00:00,108.39598598525669,83.0,0.30597573476212875
578,2018-11-23 22:00:00,105.12775679384788,80.8,0.3010860989337609
579,2018-11-23 21:00:00,104.18274977216603,79.1,0.31710176703117626
580,2018-11-23 20:00:00,111.90501367450321,84.2,0.32903816715562
581,2018-11-23 19:00:00,111.38756842088486,85.0,0.31044198142217483
582,2018-11-23 18:00:00,106.13090685804546,85.3,0.2442075833299586
583,2018-11-23 17:00:00,95.4613908166467,81.3,0.17418684891324357
584,2018-11-23 16:00:00,95.43181076259219,82.0,0.16380257027551454
585,2018-11-23 15:00:00,69.9486072735391,65.5,0.06791766829830681
586,2018-11-23 14:00:00,63.32269869639981,56.2,0.12673841096796812
587,2018-11-23 13:00:00,63.81809820340288,55.6,0.1478075216439367
588,2018-11-23 12:00:00,60.89395142699756,54.7,0.1132349438207963
589,2018-11-23 11:00:00,60.075597223201136,54.4,0.10433083130884444
590,2018-11-23 10:00:00,62.96465731841032,55.2,0.1406640818552593
591,2018-11-23 09:00:00,63.355211101422526,50.7,0.2496096864185902
592,2018-11-23 08:00:00,56.89079475459182,47.2,0.20531344819050465
593,2018-11-23 07:00:00,56.68170569410641,47.7,0.1882957168575767
594,2018-11-23 06:00:00,63.98394286174792,52.0,0.23046043964899846
595,2018-11-23 05:00:00,69.3388293807792,53.1,0.305815995871548
