,时间,南苑乡,南苑乡_root,相对偏差
597,2018-11-23 03:00:00,70.56032169281664,71.8,0.01726571458472638
598,2018-11-23 02:00:00,72.52538757692992,75.4,0.038124833197216046
599,2018-11-23 01:00:00,72.07982194475696,67.7,0.06469456343806433
600,2018-11-23 00:00:00,61.12544703787643,58.8,0.0395484190115039
601,2018-11-22 23:00:00,53.10897323109894,53.3,0.0035839919118396597
602,2018-11-22 22:00:00,48.89497547571745,49.5,0.012222717662273702
603,2018-11-22 21:00:00,47.1860564927376,48.7,0.031087135672739297
604,2018-11-22 20:00:00,44.63629818164135,45.5,0.018982457546343937
605,2018-11-22 19:00:00,43.10230892787089,42.2,0.02138172814859914
606,2018-11-22 18:00:00,33.09152857704275,32.2,0.027687222889526356
616,2018-11-22 08:00:00,58.1139389224864,73.0,0.2039186448974466
617,2018-11-22 07:00:00,69.46321801408375,72.6,0.043206363442372504
618,2018-11-22 06:00:00,68.53555597211185,68.0,0.007875823119291928
619,2018-11-22 05:00:00,59.619420998924376,63.8,0.06552631663127934
620,2018-11-22 04:00:00,56.86141098224552,62.5,0.09021742428407163
621,2018-11-22 03:00:00,55.531369388039366,61.3,0.0941049039471555
622,2018-11-22 02:00:00,50.48686913563338,59.5,0.15148119099775836
623,2018-11-22 01:00:00,49.4158552215902,57.1,0.1345734637199615
624,2018-11-22 00:00:00,51.008444860326556,55.6,0.08258192697254399
625,2018-11-21 23:00:00,49.38474117965863,52.9,0.06645101739775738
626,2018-11-21 22:00:00,47.12447187621497,48.3,0.024338056393064772
627,2018-11-21 21:00:00,41.505405330250454,42.6,0.025694710557501107
628,2018-11-21 20:00:00,37.46294744666633,36.9,0.015256028364941145
629,2018-11-21 19:00:00,33.648628720117486,33.2,0.013512913256550699
642,2018-11-21 06:00:00,39.78801589851869,35.0,0.13680045424339105
643,2018-11-21 05:00:00,42.092389300569195,49.3,0.1461989999884544
644,2018-11-21 04:00:00,42.05662989949973,47.6,0.11645735505252665
645,2018-11-21 03:00:00,45.55905879556994,47.4,0.03883842203438944
646,2018-11-21 02:00:00,51.590897537672355,57.3,0.09963529602666044
647,2018-11-21 01:00:00,76.62816614586585,75.2,0.01899157108864155
648,2018-11-21 00:00:00,61.58056133415547,54.4,0.13199561276021085
649,2018-11-20 23:00:00,38.47000251048582,33.3,0.1552553306452199
650,2018-11-20 22:00:00,39.35882976472086,34.8,0.13100085530807076
663,2018-11-20 09:00:00,38.38025299712954,36.9,0.04011525737478428
664,2018-11-20 08:00:00,53.715501228152576,52.5,0.023152404345763346
665,2018-11-20 07:00:00,72.34481797444553,72.3,0.0006198889964804415
666,2018-11-20 06:00:00,85.57104228238806,81.4,0.05124130568044297
667,2018-11-20 05:00:00,76.67842126995085,64.6,0.18697246547911536
668,2018-11-20 04:00:00,60.539657499468284,56.5,0.0714983628224475
669,2018-11-20 03:00:00,56.933284379004625,52.2,0.09067594595794295
670,2018-11-20 02:00:00,60.03723547954425,51.0,0.17720069567733823
671,2018-11-20 01:00:00,48.30182154580327,48.3,3.7713163628865526e-05
672,2018-11-20 00:00:00,55.003096905405776,47.1,0.16779398949906105
673,2018-11-19 23:00:00,64.36059851325655,49.0,0.31348160231135813
674,2018-11-19 22:00:00,62.335683478108464,55.4,0.12519284256513477
676,2018-11-19 20:00:00,120.42429404449658,127.1,0.05252325692764294
677,2018-11-19 19:00:00,113.77900954875827,116.2,0.020834685466796343
678,2018-11-19 18:00:00,111.6003300590362,112.6,0.008878063418861442
679,2018-11-19 17:00:00,95.96805886376941,96.0,0.000332720169068601
711,2018-11-18 09:00:00,21.31535319702152,31.8,0.3297058743074994
712,2018-11-18 08:00:00,93.38395399242359,107.3,0.12969287984693767
713,2018-11-18 07:00:00,103.06196865027754,109.0,0.05447735183231619
714,2018-11-18 06:00:00,103.15588599739415,102.9,0.0024867443867263865
715,2018-11-18 05:00:00,100.19621615155667,106.3,0.05742035605308869
716,2018-11-18 04:00:00,102.68725381745789,112.1,0.08396740573186537
717,2018-11-18 03:00:00,97.74191259639285,105.1,0.07001034637114315
718,2018-11-18 02:00:00,94.7922295786944,101.6,0.06700561438292905
719,2018-11-18 01:00:00,92.996728921647,96.5,0.0363033272368186
720,2018-11-18 00:00:00,86.16991000546179,89.6,0.038282254403328206
