,时间,小屯公园,小屯公园_root,相对偏差
72,2018-12-15 00:00:00,103.18853751300561,100.2,0.029825723682690722
74,2018-12-14 22:00:00,78.39592239372887,66.9,0.17183740498847325
75,2018-12-14 21:00:00,78.5686786473044,60.6,0.296512848965419
76,2018-12-14 20:00:00,71.33381887418584,58.4,0.22146950127030546
77,2018-12-14 19:00:00,57.702003207579274,57.6,0.0017708890204734848
78,2018-12-14 18:00:00,56.323700280977384,67.9,0.1704904229605688
79,2018-12-14 17:00:00,77.96848796870474,81.6,0.044503823912932096
80,2018-12-14 16:00:00,93.06006520189202,79.2,0.17500082325621227
81,2018-12-14 15:00:00,82.26129162894135,71.6,0.14890072107459995
82,2018-12-14 14:00:00,70.08658596694228,57.9,0.21047644157067844
83,2018-12-14 13:00:00,56.852058476585306,37.0,0.5365421209887921
88,2018-12-14 08:00:00,23.04138751273506,32.1,0.2821997659584094
89,2018-12-14 07:00:00,23.85294130330908,36.4,0.344699414744256
90,2018-12-14 06:00:00,24.57480715657221,36.6,0.32855718151442054
91,2018-12-14 05:00:00,29.079939862094033,50.9,0.42868487500797575
92,2018-12-14 04:00:00,31.628666127280326,62.7,0.49555556415820856
93,2018-12-14 03:00:00,32.090523842632265,55.4,0.42074866710050063
94,2018-12-14 02:00:00,31.112737225386002,55.4,0.4383982450291335
95,2018-12-14 01:00:00,35.28479474775639,74.5,0.5263785939898471
96,2018-12-14 00:00:00,33.39420594230607,80.4,0.5846491798220638
97,2018-12-13 23:00:00,25.492002673186743,40.0,0.36269993317033145
101,2018-12-13 19:00:00,29.95387320138104,31.9,0.06100710967457552
119,2018-12-13 01:00:00,31.726476948668378,40.0,0.20683807628329057
120,2018-12-13 00:00:00,42.77174336320309,56.3,0.2402887502095365
121,2018-12-12 23:00:00,51.75191683667413,56.8,0.08887470357968082
122,2018-12-12 22:00:00,57.32519520557488,58.6,0.02175434802773247
123,2018-12-12 21:00:00,62.20074691729896,61.1,0.018015497828133484
124,2018-12-12 20:00:00,52.97295247937053,49.6,0.06800307418085737
125,2018-12-12 19:00:00,45.75892338727295,33.8,0.35381430139860814
126,2018-12-12 18:00:00,28.525439093707718,33.3,0.14338020739616456
134,2018-12-12 10:00:00,30.481447854055403,39.7,0.2322053437265642
135,2018-12-12 09:00:00,35.294706085839564,48.0,0.2646936232116757
136,2018-12-12 08:00:00,33.44513744474007,40.3,0.17009584504367067
137,2018-12-12 07:00:00,36.34285049475406,37.3,0.02566084464466319
138,2018-12-12 06:00:00,29.484583501935703,45.8,0.35623180126777937
139,2018-12-12 05:00:00,31.583179639970627,53.3,0.40744503489736156
