,时间,花乡,花乡_root,相对偏差
597,2018-11-23 03:00:00,98.46880559269962,56.3,0.7490018755364055
598,2018-11-23 02:00:00,91.84464854338286,57.3,0.6028734475284968
599,2018-11-23 01:00:00,91.4664046583036,57.9,0.5797306504024802
600,2018-11-23 00:00:00,88.60578041074399,58.2,0.5224360895316836
601,2018-11-22 23:00:00,82.95779257802353,55.4,0.4974330790256955
602,2018-11-22 22:00:00,79.1415650802189,54.7,0.4468293433312412
603,2018-11-22 21:00:00,75.8275449590569,49.2,0.5412102633954652
604,2018-11-22 20:00:00,58.94959917888237,37.5,0.5719893114368633
605,2018-11-22 19:00:00,43.301526131450245,30.3,0.4290932716650246
616,2018-11-22 08:00:00,35.97191932179796,39.5,0.08931849818233006
617,2018-11-22 07:00:00,39.31206923975879,44.6,0.11856346996056524
618,2018-11-22 06:00:00,31.08972416666332,48.2,0.35498497579536686
619,2018-11-22 05:00:00,36.496948050639304,50.8,0.2815561407354467
620,2018-11-22 04:00:00,47.19847605918326,53.2,0.11281060039129222
621,2018-11-22 03:00:00,41.111250797304756,52.0,0.2093990231287547
622,2018-11-22 02:00:00,54.92794188229684,48.6,0.13020456547935885
623,2018-11-22 01:00:00,54.69985673368526,48.2,0.13485179945405096
624,2018-11-22 00:00:00,56.11014230465138,44.7,0.25526045424276017
625,2018-11-21 23:00:00,37.27628823561457,38.6,0.03429305089081422
626,2018-11-21 22:00:00,44.81241680672249,40.4,0.10921823779016065
627,2018-11-21 21:00:00,46.3638987134823,36.5,0.27024380036937806
628,2018-11-21 20:00:00,42.36303648540657,33.6,0.26080465730376684
643,2018-11-21 05:00:00,46.947805722127505,40.4,0.16207439906256205
644,2018-11-21 04:00:00,54.25388913034276,40.3,0.3462503506288528
645,2018-11-21 03:00:00,35.071584600009075,42.6,0.1767233661969701
646,2018-11-21 02:00:00,25.111936020350505,36.9,0.31945972844578574
647,2018-11-21 01:00:00,20.14797650267221,33.6,0.4003578421823747
649,2018-11-20 23:00:00,38.08966839530533,34.4,0.1072578021891085
650,2018-11-20 22:00:00,64.26326161801006,40.0,0.6065815404502516
651,2018-11-20 21:00:00,53.45271790543057,33.7,0.5861340624756843
652,2018-11-20 20:00:00,53.19721509390314,33.4,0.5927309908354234
664,2018-11-20 08:00:00,47.88080297681493,50.6,0.053739071604448116
665,2018-11-20 07:00:00,51.24155393994628,52.4,0.02210774923766641
666,2018-11-20 06:00:00,60.593965209866695,52.4,0.15637338186768507
667,2018-11-20 05:00:00,56.13480321273269,54.1,0.03761188932962459
668,2018-11-20 04:00:00,60.41502940838865,56.6,0.06740334643796195
669,2018-11-20 03:00:00,59.90407795584147,59.6,0.0051019791248568995
670,2018-11-20 02:00:00,68.24093808970702,61.1,0.11687296382499204
671,2018-11-20 01:00:00,66.1084535443767,56.6,0.1679938788759134
672,2018-11-20 00:00:00,64.44831521520503,53.4,0.2068972886742515
673,2018-11-19 23:00:00,65.29059485938576,52.7,0.2389107183944167
674,2018-11-19 22:00:00,72.42083780821146,59.1,0.22539488677176747
676,2018-11-19 20:00:00,92.35338847556056,88.5,0.043541112718198466
677,2018-11-19 19:00:00,120.22443521279595,83.5,0.43981359536282577
678,2018-11-19 18:00:00,105.21668306842284,73.1,0.43935270955434813
679,2018-11-19 17:00:00,93.60801372957395,59.8,0.5653514001600997
712,2018-11-18 08:00:00,50.00888447031285,49.0,0.020589478985976534
713,2018-11-18 07:00:00,56.104586604493115,53.8,0.04283618223964902
714,2018-11-18 06:00:00,53.67758799102687,49.4,0.08659085002078684
715,2018-11-18 05:00:00,50.8534445556075,52.8,0.03686658038622149
716,2018-11-18 04:00:00,61.324296142355976,61.8,0.007697473424660533
717,2018-11-18 03:00:00,72.68719171728912,65.5,0.109728117821208
718,2018-11-18 02:00:00,74.8515862862601,75.6,0.009899652298146737
719,2018-11-18 01:00:00,81.20184598757851,78.9,0.029174220374885963
720,2018-11-18 00:00:00,81.14661686272669,80.6,0.006781846932092976
