,时间,新村街道,新村街道_root,相对偏差
139,2018-12-12 05:00:00,34.82681912148864,37.0,0.05873461833814486
140,2018-12-12 04:00:00,34.778107159285646,38.0,0.08478665370300931
141,2018-12-12 03:00:00,31.068819223568283,42.8,0.27409300879513354
142,2018-12-12 02:00:00,33.58611563202035,54.6,0.3848696770692243
143,2018-12-12 01:00:00,44.08437251729617,65.6,0.3279821262607291
144,2018-12-12 00:00:00,40.49274803130948,51.7,0.2167746995878244
163,2018-12-11 05:00:00,47.022183632363166,51.9,0.09398490111053627
164,2018-12-11 04:00:00,70.52646010229793,53.1,0.3281819228304695
165,2018-12-11 03:00:00,74.16155858462203,53.8,0.3784676316844244
166,2018-12-11 02:00:00,75.43698993949971,53.5,0.4100371951308357
167,2018-12-11 01:00:00,89.28890721788237,66.7,0.33866427613017036
168,2018-12-11 00:00:00,99.24782911335036,66.3,0.49695066535973403
169,2018-12-10 23:00:00,94.91282441048388,63.6,0.492340006454149
170,2018-12-10 22:00:00,92.67574412374444,55.4,0.6728473668545928
171,2018-12-10 21:00:00,80.3071377273221,51.2,0.5684987837367597
172,2018-12-10 20:00:00,72.207796681532,47.5,0.5201641406638317
174,2018-12-10 18:00:00,67.65198483868126,56.7,0.19315669909490749
175,2018-12-10 17:00:00,65.74710487119911,63.9,0.02890617951798301
176,2018-12-10 16:00:00,63.00443014701984,56.5,0.11512265746937768
177,2018-12-10 15:00:00,65.80603712671198,61.7,0.0665484137230467
178,2018-12-10 14:00:00,67.01001512666734,57.2,0.17150376095572267
179,2018-12-10 13:00:00,66.03785281003293,51.4,0.2847831285998625
180,2018-12-10 12:00:00,66.00839886287115,61.9,0.0663715486732011
181,2018-12-10 11:00:00,56.22461642591224,56.7,0.008384190019184563
182,2018-12-10 10:00:00,61.9243390365376,60.8,0.01849241836410536
183,2018-12-10 09:00:00,72.20435690720868,63.1,0.14428457856115173
184,2018-12-10 08:00:00,74.04110793172525,61.8,0.1980761801250041
185,2018-12-10 07:00:00,74.5122224273087,58.2,0.2802787358644106
186,2018-12-10 06:00:00,71.42865665339377,60.6,0.17869070385138236
187,2018-12-10 05:00:00,73.19030669690923,61.5,0.19008628775462166
188,2018-12-10 04:00:00,74.04599630955826,60.8,0.21786178140720833
189,2018-12-10 03:00:00,74.68544035268958,61.5,0.2143974041087737
190,2018-12-10 02:00:00,82.05735569579457,52.3,0.5689742962867032
191,2018-12-10 01:00:00,103.52004902067942,58.5,0.7695734875329816
192,2018-12-10 00:00:00,97.31333036378375,61.0,0.5953004977669467
193,2018-12-09 23:00:00,95.17754557457503,88.0,0.08156301789289812
194,2018-12-09 22:00:00,129.5161055994854,104.1,0.24415087031205962
195,2018-12-09 21:00:00,107.40166927492484,107.4,1.5542597065515574e-05
196,2018-12-09 20:00:00,105.91529009905125,107.0,0.010137475709801422
197,2018-12-09 19:00:00,107.63291033398988,102.7,0.04803223304761325
198,2018-12-09 18:00:00,97.76836212231144,97.8,0.0003234956818870436
199,2018-12-09 17:00:00,88.97861794348003,62.1,0.43282798620740787
200,2018-12-09 16:00:00,84.93373172517798,63.8,0.3312497135607834
201,2018-12-09 15:00:00,85.5390419386182,68.3,0.25240178533848023
202,2018-12-09 14:00:00,82.65913790131607,57.3,0.44256785168090884
203,2018-12-09 13:00:00,65.800270853037,46.7,0.40899937586803004
204,2018-12-09 12:00:00,62.99667436418283,43.8,0.43828023662517884
205,2018-12-09 11:00:00,73.65564574899729,56.2,0.31059867880778086
206,2018-12-09 10:00:00,34.52741946604618,61.9,0.44220647066161256
207,2018-12-09 09:00:00,39.21588700023721,56.6,0.30713980564951926
208,2018-12-09 08:00:00,44.98250063413837,58.7,0.23368823451212323
209,2018-12-09 07:00:00,31.97036478877234,48.2,0.33671442346945357
210,2018-12-09 06:00:00,35.40378768874553,48.7,0.2730228400668269
211,2018-12-09 05:00:00,44.760412998278646,50.1,0.10657858286868972
212,2018-12-09 04:00:00,42.68516839792233,49.0,0.12887411432811566
213,2018-12-09 03:00:00,44.66142927924677,53.2,0.1604994496382187
214,2018-12-09 02:00:00,41.11958874792046,65.3,0.37029726266584284
215,2018-12-09 01:00:00,71.10907091671709,62.3,0.14139760700990514
217,2018-12-08 23:00:00,44.05163193151557,50.5,0.12769045680167182
218,2018-12-08 22:00:00,28.393276321488987,44.8,0.36622151068104936
219,2018-12-08 21:00:00,27.848902663321667,43.1,0.35385376651225836
220,2018-12-08 20:00:00,25.033764974620816,35.2,0.2888134950391814
221,2018-12-08 19:00:00,24.37316982387231,31.5,0.22624857701992668
286,2018-12-06 02:00:00,68.85447966707784,31.2,1.206874348303777
287,2018-12-06 01:00:00,88.1806595646332,48.7,0.8106911614914414
288,2018-12-06 00:00:00,87.06906716666916,50.9,0.7105907105435985
289,2018-12-05 23:00:00,88.44708575174505,51.4,0.7207604231857014
290,2018-12-05 22:00:00,94.00898564886833,52.0,0.8078651086320833
291,2018-12-05 21:00:00,98.14194643925579,48.8,1.0111054598208156
292,2018-12-05 20:00:00,92.8506758764743,59.2,0.5684235789944982
293,2018-12-05 19:00:00,91.14618065991857,61.8,0.47485729223169215
294,2018-12-05 18:00:00,83.80791974072847,56.7,0.47809382258780353
295,2018-12-05 17:00:00,81.30351818973023,51.4,0.5817805095278255
296,2018-12-05 16:00:00,84.51400476468172,50.0,0.6902800952936343
297,2018-12-05 15:00:00,73.81082769808016,45.1,0.6366037183609791
298,2018-12-05 14:00:00,68.74412738870225,42.3,0.6251566758558453
299,2018-12-05 13:00:00,72.26909664164603,44.8,0.6131494786081704
300,2018-12-05 12:00:00,64.76383149500269,49.2,0.31633803851631476
301,2018-12-05 11:00:00,58.74007423851109,44.3,0.3259610437587155
302,2018-12-05 10:00:00,71.5969281046536,40.7,0.7591382826696215
304,2018-12-05 08:00:00,70.18033630958516,37.5,0.8714756349222709
305,2018-12-05 07:00:00,65.52010956427145,34.7,0.8881875955121454
306,2018-12-05 06:00:00,66.6395760136956,33.5,0.9892410750356896
307,2018-12-05 05:00:00,61.84026525933754,32.1,0.9264880143095807
357,2018-12-03 03:00:00,101.66415874058193,35.2,1.888186327857441
358,2018-12-03 02:00:00,138.8334244130208,50.3,1.7601078412131372
359,2018-12-03 01:00:00,173.26387937634698,80.6,1.1496759227834614
360,2018-12-03 00:00:00,183.9653194341048,103.8,0.7723055822168093
361,2018-12-02 23:00:00,220.00414157169072,106.3,1.06965326031694
362,2018-12-02 22:00:00,235.15423712401,113.5,1.071843498889956
363,2018-12-02 21:00:00,202.8182050246324,120.4,0.6845365865833254
364,2018-12-02 20:00:00,193.69366394978826,116.1,0.6683347454762125
365,2018-12-02 19:00:00,194.16924052108314,116.5,0.6666887598376235
366,2018-12-02 18:00:00,193.73246421531508,122.9,0.5763422637535807
367,2018-12-02 17:00:00,178.9156108173581,140.7,0.27161059571683094
368,2018-12-02 16:00:00,181.73377672984242,141.0,0.28889203354498166
369,2018-12-02 15:00:00,186.41001094729123,130.1,0.43282099113982503
370,2018-12-02 14:00:00,176.023852821971,134.6,0.3077552215599628
371,2018-12-02 13:00:00,178.0906292003004,140.5,0.26754896227971825
372,2018-12-02 12:00:00,178.7404734379762,134.3,0.3309044932090557
373,2018-12-02 11:00:00,172.11976245813105,139.1,0.2373814698643498
374,2018-12-02 10:00:00,171.4615110164665,138.5,0.23798924921636452
375,2018-12-02 09:00:00,176.94011787529269,144.9,0.2211188259164436
376,2018-12-02 08:00:00,173.30232029482278,129.9,0.3341210184358951
377,2018-12-02 07:00:00,172.52905007511265,126.4,0.3649450164170304
378,2018-12-02 06:00:00,172.47765444649684,120.3,0.43372946339565127
379,2018-12-02 05:00:00,161.29285083689976,120.2,0.3418706392420945
380,2018-12-02 04:00:00,152.22977376928935,108.3,0.4056304133821732
381,2018-12-02 03:00:00,153.28143928780383,107.3,0.4285315870251989
382,2018-12-02 02:00:00,173.43841517129707,124.6,0.3919615984855303
383,2018-12-02 01:00:00,187.42054455948613,126.1,0.48628504805302253
384,2018-12-02 00:00:00,191.46527464621906,135.3,0.4151165901420476
385,2018-12-01 23:00:00,199.94466655336987,139.6,0.4322683850527928
386,2018-12-01 22:00:00,199.01473163954302,139.6,0.4256069601686463
387,2018-12-01 21:00:00,193.79892415778238,141.1,0.37348635122453855
388,2018-12-01 20:00:00,210.6447316686187,146.8,0.43490961627124447
389,2018-12-01 19:00:00,206.01577995792843,139.3,0.4789359652399742
390,2018-12-01 18:00:00,201.96910921481958,139.3,0.44988592401162647
391,2018-12-01 17:00:00,208.6994991118909,153.6,0.3587206973430398
392,2018-12-01 16:00:00,202.45795073108908,154.0,0.3146620177343447
393,2018-12-01 15:00:00,171.2134446450442,117.3,0.45962015895178354
394,2018-12-01 14:00:00,171.90662803988621,120.5,0.4266110210778939
395,2018-12-01 13:00:00,173.81755236500123,118.3,0.46929461001691664
396,2018-12-01 12:00:00,161.40225614900424,109.8,0.46996590299639573
397,2018-12-01 11:00:00,121.04134091088294,64.5,0.8766099366028363
398,2018-12-01 10:00:00,94.10397324520176,61.5,0.5301459064260449
399,2018-12-01 09:00:00,96.75278050555822,48.2,1.0073190976256892
400,2018-12-01 08:00:00,95.45003293731473,49.6,0.9243958253490873
401,2018-12-01 07:00:00,94.53792560974395,46.0,1.0551722958639989
402,2018-12-01 06:00:00,98.21051354770886,49.9,0.9681465640823419
403,2018-12-01 05:00:00,102.46704930243256,50.8,1.0170678996541842
404,2018-12-01 04:00:00,103.40571684601456,52.3,0.9771647580499916
405,2018-12-01 03:00:00,107.8945277547545,55.1,0.9581583984528947
406,2018-12-01 02:00:00,110.17790670438656,58.9,0.8705926435379722
407,2018-12-01 01:00:00,120.34163646495334,69.0,0.7440816878978744
408,2018-12-01 00:00:00,137.71146133882638,77.6,0.7746322337477628
409,2018-11-30 23:00:00,133.08687325957817,89.1,0.493679834563167
410,2018-11-30 22:00:00,148.44363411129683,114.3,0.2987194585415296
411,2018-11-30 21:00:00,148.62125276155635,98.4,0.5103785849751661
412,2018-11-30 20:00:00,145.62722119705603,92.6,0.5726481770740393
413,2018-11-30 19:00:00,143.97117587631772,91.9,0.5666069192199968
414,2018-11-30 18:00:00,136.01068154491392,86.9,0.5651401788827838
415,2018-11-30 17:00:00,131.71033845029484,87.0,0.5139119362102855
416,2018-11-30 16:00:00,127.6603222888272,82.2,0.5530452833190657
417,2018-11-30 15:00:00,121.64551464461393,77.0,0.5798118785014795
418,2018-11-30 14:00:00,121.86058533141839,73.2,0.664762094691508
419,2018-11-30 13:00:00,113.78082439726256,64.0,0.7778253812072276
420,2018-11-30 12:00:00,101.32771157736336,49.4,1.0511682505539142
421,2018-11-30 11:00:00,91.51229385749785,58.1,0.5750825104560732
422,2018-11-30 10:00:00,91.52591205739371,62.7,0.45974341399352003
423,2018-11-30 09:00:00,88.1398179883271,59.5,0.4813414787954134
424,2018-11-30 08:00:00,86.34309830426061,59.2,0.45849828216656424
425,2018-11-30 07:00:00,89.95531048377472,57.8,0.5563202505843379
426,2018-11-30 06:00:00,85.90920594342312,54.4,0.5792133445482192
427,2018-11-30 05:00:00,82.83178899547741,51.4,0.6115134045812726
428,2018-11-30 04:00:00,86.52470863071346,51.9,0.6671427481833038
429,2018-11-30 03:00:00,90.52242563695783,55.9,0.6193636071012135
430,2018-11-30 02:00:00,93.53886109639241,58.6,0.5962262985732493
431,2018-11-30 01:00:00,90.89429641397697,53.4,0.702140382284213
432,2018-11-30 00:00:00,88.3237418117958,52.5,0.6823569868913485
433,2018-11-29 23:00:00,85.28168920282741,51.4,0.6591768327398329
434,2018-11-29 22:00:00,75.80541667334708,49.4,0.5345226047236252
435,2018-11-29 21:00:00,75.54107680890039,48.4,0.5607660497706691
436,2018-11-29 20:00:00,75.06032111811766,47.6,0.5768975024814633
437,2018-11-29 19:00:00,74.2647420143722,48.4,0.5343954961647149
438,2018-11-29 18:00:00,72.45161522212226,45.7,0.5853745125190865
439,2018-11-29 17:00:00,72.22346946407265,48.8,0.4799891283621446
440,2018-11-29 16:00:00,76.62283660455844,49.6,0.5448152541241621
441,2018-11-29 15:00:00,75.1036311848604,48.5,0.5485284780383588
442,2018-11-29 14:00:00,68.90470416307909,43.0,0.602434980536723
443,2018-11-29 13:00:00,69.14910990211834,43.9,0.5751505672464315
444,2018-11-29 12:00:00,70.481444305511,46.2,0.5255723875651732
445,2018-11-29 11:00:00,74.41310943170018,42.0,0.7717407007547662
446,2018-11-29 10:00:00,73.3173247095539,41.9,0.7498168188437686
447,2018-11-29 09:00:00,78.88988575836682,35.6,1.216008026920416
448,2018-11-29 08:00:00,74.57809763638355,31.8,1.3452231961126901
450,2018-11-29 06:00:00,69.9171317565176,37.7,0.8545658290853475
451,2018-11-29 05:00:00,80.21290700266141,43.0,0.8654164419223583
452,2018-11-29 04:00:00,84.3810123522527,44.7,0.8877183971421184
453,2018-11-29 03:00:00,84.8450102114197,48.4,0.7529960787483411
454,2018-11-29 02:00:00,82.41083132574813,49.4,0.6682354519382214
455,2018-11-29 01:00:00,81.42614305585323,50.3,0.6188100011104023
456,2018-11-29 00:00:00,84.32152296705914,50.8,0.6598724993515579
457,2018-11-28 23:00:00,83.16656814187482,50.0,0.6633313628374964
458,2018-11-28 22:00:00,86.36041352323781,49.1,0.7588678925303016
459,2018-11-28 21:00:00,86.39746990777661,48.3,0.7887674929146298
460,2018-11-28 20:00:00,83.49962347125117,44.8,0.8638308810547137
461,2018-11-28 19:00:00,78.95621004582605,40.0,0.9739052511456514
462,2018-11-28 18:00:00,72.38944342391837,41.4,0.748537280770975
463,2018-11-28 17:00:00,69.58387436957295,42.3,0.6450088503445144
464,2018-11-28 16:00:00,69.33528194468036,42.7,0.6237770947231933
465,2018-11-28 15:00:00,68.86935163304211,42.9,0.6053461919124037
466,2018-11-28 14:00:00,68.84752816826929,42.4,0.6237624567988042
467,2018-11-28 13:00:00,67.41419464573931,40.9,0.6482688177442376
468,2018-11-28 12:00:00,65.74353238480117,42.3,0.5542206237541649
469,2018-11-28 11:00:00,70.01800145151972,47.4,0.4771730264033697
470,2018-11-28 10:00:00,58.7358167685669,41.6,0.4119186723213196
471,2018-11-28 09:00:00,61.84713559538412,43.0,0.43830547896242134
472,2018-11-28 08:00:00,76.60009253361491,45.1,0.6984499453129692
473,2018-11-28 07:00:00,76.76762091483303,44.4,0.729000471054798
474,2018-11-28 06:00:00,77.39903541433583,45.8,0.6899352710553676
475,2018-11-28 05:00:00,74.41663837741413,42.4,0.7551093956937296
476,2018-11-28 04:00:00,72.32227196240228,40.4,0.790155246594116
477,2018-11-28 03:00:00,70.94198497111367,40.7,0.7430463137865765
478,2018-11-28 02:00:00,68.30962496338586,37.5,0.8215899990236228
479,2018-11-28 01:00:00,66.39283840865876,34.8,0.9078401841568611
480,2018-11-28 00:00:00,65.47575141470756,34.0,0.9257573945502223
481,2018-11-27 23:00:00,64.50008186661242,35.1,0.8376091699889577
503,2018-11-27 01:00:00,160.7774818681892,133.3,0.2061326471732122
504,2018-11-27 00:00:00,363.8540366748472,223.4,0.628710996754016
505,2018-11-26 23:00:00,308.4082859246805,237.0,0.30130078449232284
506,2018-11-26 22:00:00,336.3208656391199,255.6,0.3158093334863847
507,2018-11-26 21:00:00,354.3453752104015,278.9,0.27051048838437275
508,2018-11-26 20:00:00,339.31391161759956,249.3,0.36106663304291836
509,2018-11-26 19:00:00,307.4121775500795,225.7,0.3620388903415131
510,2018-11-26 18:00:00,287.8843581204507,196.6,0.46431514812029867
511,2018-11-26 17:00:00,224.3147659162781,157.2,0.4269387144801407
512,2018-11-26 16:00:00,201.42329625117696,117.0,0.7215666346254441
513,2018-11-26 15:00:00,205.02440792659758,131.7,0.5567532872179013
514,2018-11-26 14:00:00,241.66975893386365,169.3,0.42746461272217146
515,2018-11-26 13:00:00,271.8589706791332,202.3,0.34384068551227487
516,2018-11-26 12:00:00,258.46313481924074,198.7,0.3007706835392086
517,2018-11-26 11:00:00,232.73272912652115,181.5,0.2822739896778025
518,2018-11-26 10:00:00,226.28658360955413,161.5,0.4011553164678274
519,2018-11-26 09:00:00,177.19889455494177,137.9,0.28498110627223905
520,2018-11-26 08:00:00,145.77703257613527,121.4,0.20079927986931848
521,2018-11-26 07:00:00,155.80886400114505,149.4,0.04289734940525467
522,2018-11-26 06:00:00,149.055625456097,153.6,0.029585771770201757
523,2018-11-26 05:00:00,147.983859511776,158.4,0.06575846267818192
524,2018-11-26 04:00:00,158.0979153086446,130.6,0.2105506532055482
525,2018-11-26 03:00:00,200.21241087134473,131.0,0.5283390142850742
526,2018-11-26 02:00:00,221.89095033501223,157.3,0.41062269761609804
527,2018-11-26 01:00:00,211.18026542649616,154.9,0.36333289494187315
528,2018-11-26 00:00:00,173.42032771571337,132.3,0.3108112450167298
529,2018-11-25 23:00:00,158.20529043756625,110.6,0.43042758080982146
530,2018-11-25 22:00:00,153.86683517680524,98.2,0.5668720486436378
531,2018-11-25 21:00:00,145.24639363541496,94.9,0.5305204808789774
532,2018-11-25 20:00:00,134.1481039007046,81.2,0.6520702450825688
533,2018-11-25 19:00:00,114.14384267945208,63.7,0.7918970593320577
534,2018-11-25 18:00:00,94.16341227587213,56.5,0.6666090668295953
535,2018-11-25 17:00:00,72.92030657751637,50.7,0.4382703466965753
536,2018-11-25 16:00:00,70.3435657797544,47.3,0.48717898054449055
537,2018-11-25 15:00:00,81.80738103304638,57.5,0.4227370614442849
538,2018-11-25 14:00:00,87.79960211533651,60.0,0.4633267019222752
539,2018-11-25 13:00:00,88.68209148431373,51.0,0.7388645389081123
540,2018-11-25 12:00:00,96.83120762006106,50.2,0.9289085183279095
541,2018-11-25 11:00:00,118.92254003529366,69.0,0.7235150729752705
542,2018-11-25 10:00:00,112.0952947736604,64.1,0.7487565487310516
543,2018-11-25 09:00:00,110.76781830163695,69.9,0.584661206032002
544,2018-11-25 08:00:00,123.23996848568581,80.9,0.5233617859788109
545,2018-11-25 07:00:00,131.9329927374424,81.1,0.6267939918303626
546,2018-11-25 06:00:00,134.4571817626296,84.9,0.5837123882524098
547,2018-11-25 05:00:00,131.14037560782796,80.9,0.6210182398989859
548,2018-11-25 04:00:00,130.45605931935535,86.4,0.5099080939740201
549,2018-11-25 03:00:00,122.54447818494613,93.9,0.3050530158141227
550,2018-11-25 02:00:00,129.31364740653044,119.6,0.08121778768002041
551,2018-11-25 01:00:00,140.16047639151924,114.4,0.22517898943635692
552,2018-11-25 00:00:00,172.94277484613724,109.2,0.5837250443785461
553,2018-11-24 23:00:00,180.82937143501744,108.7,0.6635636746551742
554,2018-11-24 22:00:00,169.69741421735057,114.8,0.4782004722765729
555,2018-11-24 21:00:00,190.09385862089698,134.5,0.4133372388170779
556,2018-11-24 20:00:00,196.35941430859754,144.6,0.35794892329597194
557,2018-11-24 19:00:00,179.06139781995728,140.2,0.2771854338085399
558,2018-11-24 18:00:00,166.10046669361634,122.2,0.3592509549395772
559,2018-11-24 17:00:00,146.43717691640825,102.8,0.4244861567743993
560,2018-11-24 16:00:00,123.13022829091244,81.6,0.5089488761141232
561,2018-11-24 15:00:00,118.27355560087562,72.6,0.6291123361002153
562,2018-11-24 14:00:00,107.07957688824703,63.0,0.6996758236229688
563,2018-11-24 13:00:00,126.53542078857315,66.3,0.9085282170222195
564,2018-11-24 12:00:00,99.18675591973451,54.8,0.8099772978053743
565,2018-11-24 11:00:00,92.45259336776319,54.7,0.6901753814947565
566,2018-11-24 10:00:00,89.41842142117744,55.3,0.6169696459525759
567,2018-11-24 09:00:00,83.65525907505868,53.6,0.5607324454301992
568,2018-11-24 08:00:00,71.82037374980096,50.8,0.41378688483860177
569,2018-11-24 07:00:00,62.49609192238493,44.1,0.4171449415506786
570,2018-11-24 06:00:00,64.68209551176497,45.4,0.42471576017103463
571,2018-11-24 05:00:00,69.05085472077138,44.3,0.5587100388435979
572,2018-11-24 04:00:00,62.32614479459726,45.5,0.36980538010103875
573,2018-11-24 03:00:00,77.21300233173125,55.4,0.39373650418287454
574,2018-11-24 02:00:00,102.6777488630033,49.8,1.0618021860040825
575,2018-11-24 01:00:00,108.12195829628013,63.8,0.694701540694046
576,2018-11-24 00:00:00,110.44504667360668,60.7,0.8195230094498629
577,2018-11-23 23:00:00,112.18027894171321,57.0,0.9680750691528633
578,2018-11-23 22:00:00,109.45813134474456,57.0,0.9203180937674484
579,2018-11-23 21:00:00,115.60674651597306,52.1,1.2189394724754905
580,2018-11-23 20:00:00,107.65949709105885,47.3,1.2760993042507158
581,2018-11-23 19:00:00,102.72146422083354,44.0,1.3345787322916713
582,2018-11-23 18:00:00,91.3488921186639,44.6,1.048181437638204
583,2018-11-23 17:00:00,88.38835597199859,46.5,0.900824859612873
584,2018-11-23 16:00:00,70.7472565874696,55.0,0.2863137561358108
585,2018-11-23 15:00:00,59.67486685747987,53.0,0.12594088410339377
586,2018-11-23 14:00:00,53.46963598536024,50.6,0.05671217362372016
587,2018-11-23 13:00:00,50.212000714848344,48.7,0.031047242604688725
588,2018-11-23 12:00:00,46.07491702398274,46.0,0.0016286309561465682
589,2018-11-23 11:00:00,43.6261510017073,44.2,0.012983009011147137
590,2018-11-23 10:00:00,55.142826360789094,47.9,0.15120723091417737
591,2018-11-23 09:00:00,61.50843712813014,51.6,0.19202397535135926
592,2018-11-23 08:00:00,69.66170298313845,57.1,0.21999479830365065
593,2018-11-23 07:00:00,76.5693223621334,63.4,0.20771801833017992
594,2018-11-23 06:00:00,75.97915697355589,59.8,0.270554464440734
595,2018-11-23 05:00:00,73.36736636439785,55.2,0.32911895587677265
596,2018-11-23 04:00:00,91.21401789092509,59.3,0.5381790538098667
597,2018-11-23 03:00:00,98.46880559269962,61.3,0.6063426687226693
598,2018-11-23 02:00:00,91.84464854338286,58.5,0.5699939921945788
599,2018-11-23 01:00:00,91.4664046583036,58.9,0.5529100960662752
600,2018-11-23 00:00:00,88.60578041074399,58.0,0.5276858691507584
